registration_id,customer_id,registration_datetime,registration_source,device_type,browser,country
WEB00327,CUST00485,2026-04-14 21:36:57,Social Media,Desktop,Firefox,USA
WEB00328,CUST01321,2025-08-19 19:38:54,Social Media,Mobile,Safari,Singapore
WEB00329,CUST00981,2025-02-21 17:37:20,Direct,Desktop,Firefox,France
WEB00330,CUST00354,2026-01-30 22:27:32,Social Media,Tablet,Edge,Singapore
WEB00331,CUST00661,2026-02-15 14:06:13,Organic Search,Mobile,Safari,Germany
WEB00332,CUST01200,2025-04-29 07:56:50,Social Media,Mobile,Firefox,France
WEB00333,CUST01110,2026-06-08 23:12:48,Direct,Desktop,Edge,India
WEB00334,CUST01657,2025-07-12 02:50:31,Direct,Tablet,Firefox,India
WEB00335,CUST00434,2025-09-18 02:49:20,Advertisement,Desktop,Safari,France
WEB00336,CUST00948,2026-07-13 06:47:30,Organic Search,Desktop,Safari,France
WEB00337,CUST00815,2026-04-07 19:37:45,Advertisement,Mobile,Firefox,India
WEB00338,CUST00352,2025-09-21 13:53:13,Social Media,Mobile,Chrome,India
WEB00339,CUST01833,2026-05-31 02:16:47,Organic Search,Mobile,Firefox,UK
WEB00340,CUST00587,2025-07-19 10:01:24,Direct,Desktop,Firefox,Singapore
WEB00341,CUST00919,2025-06-18 17:42:41,Direct,Mobile,Chrome,France
WEB00342,CUST01299,2026-02-13 22:39:53,Advertisement,Mobile,Edge,UK
WEB00343,CUST01751,2025-05-30 06:20:50,Referral,Tablet,Chrome,Australia
WEB00344,CUST00333,2025-11-26 07:30:15,Social Media,Mobile,Edge,India
WEB00345,CUST01063,2025-11-13 17:31:22,Social Media,Mobile,Edge,USA
WEB00346,CUST00122,2025-11-04 16:23:59,Social Media,Desktop,Edge,UK
WEB00347,CUST00854,2026-06-26 04:18:46,Organic Search,Tablet,Safari,UK
WEB00348,CUST01949,2025-08-14 23:23:38,Advertisement,Tablet,Edge,UK
WEB00349,CUST01021,2026-02-19 00:12:30,Organic Search,Tablet,Edge,USA
WEB00350,CUST01945,2025-09-03 17:58:46,Referral,Mobile,Firefox,France
WEB00351,CUST01483,2025-04-20 09:50:46,Social Media,Desktop,Chrome,Germany
WEB00352,CUST00577,2025-08-04 12:28:27,Direct,Mobile,Chrome,Australia
WEB00353,CUST01997,2025-08-27 11:08:52,Direct,Desktop,Firefox,Australia
WEB00354,CUST01418,2025-04-14 20:07:08,Referral,Desktop,Safari,India
WEB00355,CUST00060,2025-12-12 10:08:39,Referral,Tablet,Firefox,USA
WEB00356,CUST01579,2026-08-17 05:50:16,Advertisement,Tablet,Safari,France
WEB00357,CUST01034,2025-08-10 14:18:30,Direct,Desktop,Chrome,India
WEB00358,CUST01951,2025-11-28 00:03:15,Direct,Desktop,Chrome,India
WEB00359,CUST01345,2025-04-25 16:40:06,Referral,Mobile,Safari,USA
WEB00360,CUST00253,2025-06-30 02:40:11,Advertisement,Tablet,Chrome,Singapore
WEB00361,CUST00810,2026-04-29 16:21:41,Direct,Desktop,Safari,India
WEB00362,CUST01536,2025-04-03 12:55:32,Organic Search,Desktop,Edge,USA
WEB00363,CUST01144,2026-02-15 20:04:07,Referral,Mobile,Chrome,Germany
WEB00364,CUST00070,2026-07-22 06:49:41,Organic Search,Mobile,Firefox,France
WEB00365,CUST00108,2026-04-14 08:04:20,Referral,Tablet,Safari,Singapore
WEB00366,CUST00564,2026-04-01 21:44:49,Direct,Tablet,Firefox,Singapore
WEB00367,CUST00561,2025-04-07 14:58:04,Organic Search,Mobile,Safari,France
WEB00368,CUST01133,2025-02-16 03:22:13,Advertisement,Mobile,Chrome,USA
WEB00369,CUST00755,2025-04-02 06:46:11,Organic Search,Tablet,Safari,USA
WEB00370,CUST00567,2026-05-07 14:12:24,Direct,Tablet,Firefox,UK
WEB00371,CUST00813,2025-02-27 00:40:29,Organic Search,Tablet,Safari,USA
WEB00372,CUST00374,2025-03-24 11:37:11,Direct,Mobile,Chrome,UK
WEB00373,CUST01364,2026-01-26 13:45:15,Advertisement,Tablet,Edge,USA
WEB00374,CUST00091,2025-02-05 09:39:25,Organic Search,Desktop,Chrome,Australia
WEB00375,CUST01805,2026-06-23 00:43:37,Referral,Mobile,Safari,India
WEB00376,CUST01531,2026-02-16 03:52:25,Social Media,Desktop,Edge,UK
WEB00377,CUST00123,2026-05-24 18:06:59,Advertisement,Desktop,Firefox,USA
WEB00378,CUST01306,2026-02-16 07:06:16,Referral,Desktop,Firefox,France
WEB00379,CUST00899,2025-06-04 11:06:59,Advertisement,Desktop,Edge,Australia
WEB00380,CUST01170,2026-01-08 20:46:25,Social Media,Mobile,Safari,Australia
WEB00381,CUST00796,2025-07-20 13:50:02,Organic Search,Mobile,Firefox,Germany
WEB00382,CUST00597,2026-07-18 03:52:28,Referral,Mobile,Chrome,Australia
WEB00383,CUST01930,2025-10-14 01:40:36,Direct,Desktop,Edge,Singapore
WEB00384,CUST00364,2025-12-29 15:56:02,Organic Search,Desktop,Chrome,UK
WEB00385,CUST01412,2025-01-12 13:32:51,Advertisement,Mobile,Chrome,India
WEB00386,CUST01012,2025-03-28 11:23:38,Organic Search,Desktop,Chrome,USA
WEB00387,CUST01910,2026-02-05 20:48:11,Referral,Mobile,Firefox,Singapore
WEB00388,CUST00952,2026-07-12 12:28:47,Organic Search,Tablet,Firefox,UK
WEB00389,CUST01007,2025-05-10 15:23:09,Organic Search,Mobile,Edge,Australia
WEB00390,CUST01768,2026-07-20 17:40:17,Advertisement,Desktop,Chrome,USA
WEB00391,CUST01256,2026-05-01 07:09:14,Social Media,Tablet,Firefox,India
WEB00392,CUST00901,2026-02-25 13:47:01,Social Media,Desktop,Safari,France
WEB00393,CUST01709,2025-11-04 13:16:23,Referral,Tablet,Safari,UK
WEB00394,CUST01688,2025-01-02 18:55:45,Advertisement,Tablet,Firefox,Australia
WEB00395,CUST00074,2025-04-03 10:24:37,Direct,Desktop,Firefox,USA
WEB00396,CUST00463,2025-03-09 02:08:35,Advertisement,Tablet,Firefox,USA
WEB00397,CUST01851,2026-03-23 17:55:20,Referral,Tablet,Edge,Germany
WEB00398,CUST01830,2025-06-11 11:35:03,Referral,Tablet,Edge,USA
WEB00399,CUST00953,2026-04-27 19:48:25,Direct,Mobile,Firefox,France
WEB00400,CUST00737,2026-03-21 16:43:50,Social Media,Desktop,Firefox,India
WEB00401,CUST01923,2026-05-25 16:44:49,Referral,Tablet,Chrome,UK
WEB00402,CUST00082,2026-06-04 04:08:57,Direct,Mobile,Edge,UK
WEB00403,CUST00019,2025-03-05 01:55:57,Social Media,Tablet,Chrome,Singapore
WEB00404,CUST01273,2026-01-31 13:49:18,Advertisement,Mobile,Edge,India
WEB00405,CUST00188,2025-10-08 05:16:58,Organic Search,Mobile,Safari,Germany
WEB00406,CUST00395,2026-04-04 20:17:16,Social Media,Mobile,Chrome,France
WEB00407,CUST00150,2025-01-31 20:14:41,Social Media,Desktop,Firefox,France
WEB00408,CUST01867,2025-09-20 23:28:46,Advertisement,Mobile,Chrome,India
WEB00409,CUST00112,2026-07-26 04:34:53,Social Media,Tablet,Firefox,USA
WEB00410,CUST01831,2025-01-06 04:14:27,Social Media,Desktop,Chrome,UK
WEB00411,CUST00268,2025-10-06 08:33:09,Social Media,Mobile,Chrome,USA
WEB00412,CUST01793,2025-07-01 20:36:11,Direct,Mobile,Firefox,UK
WEB00413,CUST00667,2026-03-31 20:50:07,Referral,Desktop,Safari,France
WEB00414,CUST00852,2025-09-06 00:55:29,Advertisement,Tablet,Safari,India
WEB00415,CUST00269,2025-05-30 00:26:09,Referral,Desktop,Safari,UK
WEB00416,CUST00561,2025-12-16 04:25:42,Referral,Desktop,Safari,India
WEB00417,CUST00291,2025-11-01 15:05:15,Organic Search,Desktop,Firefox,Singapore
WEB00418,CUST00420,2025-10-15 00:39:28,Advertisement,Mobile,Firefox,Germany
WEB00419,CUST00900,2026-08-16 23:56:11,Advertisement,Tablet,Edge,UK
WEB00420,CUST00973,2025-12-29 08:58:56,Referral,Desktop,Safari,Singapore
WEB00421,CUST01254,2026-07-03 13:30:41,Referral,Desktop,Chrome,Germany
WEB00422,CUST01835,2025-06-12 11:34:56,Referral,Desktop,Edge,Australia
WEB00423,CUST00090,2025-01-26 03:00:06,Organic Search,Tablet,Safari,France
WEB00424,CUST00547,2025-07-27 15:11:18,Direct,Desktop,Safari,France
WEB00425,CUST01149,2025-09-26 16:47:45,Direct,Tablet,Chrome,Singapore
WEB00426,CUST00941,2025-09-05 12:45:54,Social Media,Mobile,Chrome,Singapore
WEB00427,CUST01164,2025-01-04 16:21:54,Social Media,Desktop,Safari,India
WEB00428,CUST00588,2025-01-06 23:40:48,Referral,Tablet,Firefox,Germany
WEB00429,CUST00642,2025-11-26 19:52:55,Organic Search,Desktop,Safari,Singapore
WEB00430,CUST01422,2025-05-24 04:45:54,Organic Search,Desktop,Edge,France
WEB00431,CUST00378,2025-08-02 00:08:44,Advertisement,Mobile,Safari,France
WEB00432,CUST00170,2026-04-06 20:47:44,Advertisement,Mobile,Firefox,Australia
WEB00433,CUST01266,2025-08-18 01:26:46,Advertisement,Desktop,Firefox,France
WEB00434,CUST01135,2026-04-30 13:01:57,Referral,Mobile,Firefox,Singapore
WEB00435,CUST01563,2025-10-21 11:09:02,Referral,Tablet,Chrome,India
WEB00436,CUST01311,2026-03-15 21:18:37,Direct,Desktop,Safari,UK
WEB00437,CUST00569,2025-06-20 17:09:26,Organic Search,Mobile,Firefox,France
WEB00438,CUST00949,2025-03-25 02:53:25,Social Media,Tablet,Chrome,Singapore
WEB00439,CUST01020,2025-06-05 01:13:00,Advertisement,Desktop,Chrome,Germany
WEB00440,CUST00202,2025-03-26 13:17:08,Advertisement,Mobile,Safari,USA
WEB00441,CUST00198,2025-10-11 04:49:38,Referral,Mobile,Edge,Australia
WEB00442,CUST01939,2025-07-05 03:26:56,Direct,Mobile,Edge,India
WEB00443,CUST01564,2025-06-08 01:15:21,Direct,Mobile,Safari,USA
WEB00444,CUST01644,2025-05-08 14:16:59,Direct,Tablet,Chrome,France
WEB00445,CUST01326,2025-09-01 05:47:44,Organic Search,Tablet,Safari,France
WEB00446,CUST01702,2025-01-14 11:36:12,Referral,Mobile,Edge,India
WEB00447,CUST00857,2025-08-15 00:15:35,Direct,Tablet,Safari,France
WEB00448,CUST00326,2025-05-12 22:59:18,Social Media,Mobile,Chrome,India
WEB00449,CUST01211,2025-11-16 00:34:17,Advertisement,Tablet,Safari,India
WEB00450,CUST00106,2025-10-17 06:10:55,Organic Search,Desktop,Firefox,France
WEB00451,CUST01911,2025-09-30 11:55:22,Referral,Mobile,Safari,UK
WEB00452,CUST01221,2025-12-29 07:56:22,Direct,Tablet,Chrome,Germany
WEB00453,CUST01124,2025-02-03 12:34:00,Advertisement,Desktop,Chrome,USA
WEB00454,CUST01413,2025-02-23 09:27:45,Organic Search,Mobile,Firefox,France
WEB00455,CUST00855,2025-10-13 21:26:15,Direct,Tablet,Firefox,Germany
WEB00456,CUST01274,2025-08-12 21:05:46,Direct,Mobile,Safari,India
WEB00457,CUST00906,2025-06-28 03:18:21,Social Media,Mobile,Safari,UK
WEB00458,CUST00445,2025-08-13 11:50:28,Referral,Mobile,Firefox,France
WEB00459,CUST00364,2025-05-27 00:30:30,Referral,Tablet,Safari,Singapore
WEB00460,CUST00288,2025-03-21 06:50:32,Social Media,Desktop,Firefox,UK
WEB00461,CUST01820,2025-05-15 15:49:41,Organic Search,Desktop,Chrome,Singapore
WEB00462,CUST00727,2026-07-19 21:54:31,Advertisement,Desktop,Edge,Germany
WEB00463,CUST01102,2025-03-11 19:22:29,Organic Search,Desktop,Chrome,Singapore
WEB00464,CUST00391,2026-08-16 05:44:27,Referral,Mobile,Chrome,Germany
WEB00465,CUST00790,2026-02-07 11:10:08,Direct,Tablet,Chrome,India
WEB00466,CUST00957,2025-03-09 11:11:19,Referral,Desktop,Edge,India
WEB00467,CUST01873,2026-04-18 12:01:39,Organic Search,Desktop,Firefox,UK
WEB00468,CUST01798,2025-06-12 19:51:41,Referral,Desktop,Edge,India
WEB00469,CUST01102,2025-10-18 20:25:59,Referral,Mobile,Safari,UK
WEB00470,CUST00622,2025-01-07 22:34:33,Referral,Desktop,Edge,France
WEB00471,CUST00293,2025-01-11 11:34:03,Referral,Mobile,Edge,USA
WEB00472,CUST01903,2026-04-16 12:07:09,Direct,Mobile,Firefox,USA
WEB00473,CUST01387,2025-12-17 07:22:57,Advertisement,Mobile,Chrome,France
WEB00474,CUST00683,2025-09-07 18:04:17,Referral,Desktop,Firefox,USA
WEB00475,CUST01935,2026-07-14 07:39:56,Advertisement,Tablet,Chrome,USA
WEB00476,CUST01371,2026-08-09 01:16:52,Organic Search,Tablet,Safari,France
WEB00477,CUST01654,2026-07-30 15:08:12,Direct,Desktop,Edge,India
WEB00478,CUST00531,2025-10-23 05:41:20,Referral,Tablet,Safari,USA
WEB00479,CUST00761,2026-05-09 21:53:52,Referral,Tablet,Edge,Singapore
WEB00480,CUST00813,2025-02-10 17:24:50,Direct,Desktop,Firefox,India
WEB00481,CUST01618,2026-03-12 11:10:11,Advertisement,Desktop,Chrome,India
WEB00482,CUST01711,2026-05-05 01:23:31,Advertisement,Tablet,Safari,Australia
WEB00483,CUST00963,2025-01-02 16:07:35,Direct,Desktop,Edge,UK
WEB00484,CUST01204,2026-04-13 01:45:05,Advertisement,Mobile,Edge,UK
WEB00485,CUST00810,2026-06-13 16:07:30,Referral,Tablet,Safari,Germany
WEB00486,CUST00794,2025-04-30 23:42:55,Advertisement,Mobile,Safari,USA
WEB00487,CUST01112,2026-07-03 17:34:50,Advertisement,Mobile,Firefox,France
WEB00488,CUST01804,2025-04-19 06:42:05,Advertisement,Mobile,Edge,Australia
WEB00489,CUST00154,2026-07-18 11:35:17,Advertisement,Tablet,Edge,UK
WEB00490,CUST00566,2026-07-11 07:04:58,Referral,Desktop,Edge,Australia
WEB00491,CUST00529,2025-10-19 00:18:04,Direct,Mobile,Edge,USA
WEB00492,CUST01170,2026-08-17 07:09:48,Advertisement,Tablet,Safari,India
WEB00493,CUST01159,2025-11-11 21:34:37,Advertisement,Desktop,Firefox,Australia
WEB00494,CUST01812,2026-03-03 21:48:33,Organic Search,Mobile,Safari,Australia
WEB00495,CUST00235,2025-09-27 06:23:06,Referral,Desktop,Edge,Germany
WEB00496,CUST01424,2025-04-12 21:09:33,Advertisement,Desktop,Edge,Singapore
WEB00497,CUST00821,2025-07-07 12:53:13,Advertisement,Tablet,Chrome,UK
WEB00498,CUST00133,2025-04-28 20:56:55,Referral,Desktop,Firefox,Australia
WEB00499,CUST01656,2025-04-27 10:12:30,Referral,Desktop,Firefox,Australia
WEB00500,CUST00012,2026-02-02 02:12:51,Referral,Tablet,Safari,Singapore
WEB00501,CUST01788,2025-02-09 09:23:51,Organic Search,Tablet,Safari,India
WEB00502,CUST00539,2025-02-21 01:34:20,Social Media,Mobile,Chrome,Australia
WEB00503,CUST00366,2026-07-08 18:14:39,Referral,Desktop,Chrome,India
WEB00504,CUST00611,2025-04-29 18:12:59,Social Media,Mobile,Safari,Singapore
WEB00505,CUST01890,2025-12-19 23:57:10,Social Media,Tablet,Edge,UK
WEB00506,CUST01610,2025-01-06 03:41:42,Direct,Mobile,Edge,France
WEB00507,CUST00935,2026-03-22 01:57:59,Social Media,Tablet,Edge,USA
WEB00508,CUST00684,2025-11-19 10:30:26,Advertisement,Mobile,Safari,France
WEB00509,CUST00305,2025-01-15 16:17:19,Organic Search,Mobile,Safari,India
WEB00510,CUST01062,2026-01-03 07:51:17,Social Media,Tablet,Chrome,India
WEB00511,CUST01502,2025-04-07 05:54:10,Organic Search,Tablet,Firefox,India
WEB00512,CUST00215,2026-08-01 12:17:13,Organic Search,Mobile,Firefox,India
WEB00513,CUST00171,2025-10-28 08:17:02,Social Media,Desktop,Edge,UK
WEB00514,CUST01542,2025-02-27 01:47:38,Social Media,Desktop,Safari,UK
WEB00515,CUST01464,2025-10-12 02:28:37,Organic Search,Desktop,Chrome,UK
WEB00516,CUST00864,2026-07-01 04:06:28,Direct,Desktop,Chrome,UK
WEB00517,CUST01397,2026-04-22 05:33:52,Organic Search,Desktop,Edge,USA
WEB00518,CUST01019,2025-07-01 19:53:14,Direct,Desktop,Safari,UK
WEB00519,CUST01275,2025-11-04 14:27:20,Direct,Desktop,Chrome,Germany
WEB00520,CUST00389,2026-06-10 07:49:29,Social Media,Tablet,Edge,USA
WEB00521,CUST01656,2025-08-24 07:07:26,Advertisement,Desktop,Firefox,France
WEB00522,CUST01592,2026-02-09 00:23:54,Advertisement,Mobile,Chrome,Singapore
WEB00523,CUST01646,2025-10-09 21:17:42,Referral,Mobile,Edge,India
WEB00524,CUST00335,2025-07-16 17:28:41,Organic Search,Desktop,Firefox,France
WEB00525,CUST00882,2025-03-26 09:25:10,Social Media,Mobile,Safari,UK
WEB00526,CUST00587,2025-11-20 16:36:27,Referral,Tablet,Chrome,USA
WEB00527,CUST01033,2025-12-22 06:23:10,Referral,Desktop,Firefox,Germany
WEB00528,CUST00856,2025-01-17 02:07:04,Advertisement,Desktop,Safari,Germany
WEB00529,CUST00836,2026-01-25 16:39:31,Organic Search,Desktop,Edge,UK
WEB00530,CUST01821,2025-05-03 21:16:48,Social Media,Tablet,Firefox,USA
WEB00531,CUST01227,2026-06-16 09:33:44,Social Media,Mobile,Safari,India
WEB00532,CUST01926,2026-01-29 08:26:20,Organic Search,Mobile,Safari,India
WEB00533,CUST01046,2025-09-28 19:19:28,Advertisement,Mobile,Edge,India
WEB00534,CUST01498,2025-08-20 05:11:12,Organic Search,Tablet,Firefox,Australia
WEB00535,CUST00593,2025-03-09 02:36:34,Advertisement,Tablet,Firefox,Australia
WEB00536,CUST00943,2026-02-27 09:24:41,Social Media,Desktop,Safari,UK
WEB00537,CUST00847,2025-02-18 03:43:12,Referral,Mobile,Edge,France
WEB00538,CUST01532,2026-07-25 20:18:54,Social Media,Desktop,Firefox,Germany
WEB00539,CUST01130,2025-07-12 15:20:34,Referral,Tablet,Edge,Australia
WEB00540,CUST00645,2026-06-28 01:27:46,Advertisement,Mobile,Edge,France
WEB00541,CUST01601,2026-05-27 02:03:48,Referral,Tablet,Edge,India
WEB00542,CUST01588,2025-10-05 11:38:57,Social Media,Mobile,Chrome,Singapore
WEB00543,CUST00270,2026-07-21 04:49:31,Social Media,Desktop,Firefox,UK
WEB00544,CUST00798,2026-02-14 19:30:22,Referral,Tablet,Edge,Germany
WEB00545,CUST01125,2025-12-02 22:51:24,Social Media,Mobile,Firefox,France
WEB00546,CUST01783,2025-05-29 01:51:32,Social Media,Desktop,Safari,India
WEB00547,CUST01877,2025-12-06 22:47:07,Referral,Mobile,Edge,Germany
WEB00548,CUST00499,2025-12-30 23:21:57,Direct,Desktop,Safari,India
WEB00549,CUST00818,2025-05-28 08:17:44,Organic Search,Tablet,Chrome,India
WEB00550,CUST00291,2025-12-08 19:02:07,Social Media,Mobile,Chrome,USA
WEB00551,CUST00138,2026-06-11 05:59:59,Referral,Mobile,Edge,India
WEB00552,CUST00673,2025-10-17 05:35:35,Direct,Desktop,Edge,USA
WEB00553,CUST01700,2025-08-21 19:25:07,Organic Search,Desktop,Safari,India
WEB00554,CUST00804,2025-12-27 20:36:05,Organic Search,Mobile,Chrome,Germany
WEB00555,CUST00425,2025-10-15 11:33:32,Organic Search,Desktop,Safari,France
WEB00556,CUST00485,2026-01-31 07:05:59,Organic Search,Mobile,Firefox,France
WEB00557,CUST01395,2026-07-27 04:37:08,Referral,Mobile,Chrome,India
WEB00558,CUST01101,2026-03-10 14:06:35,Social Media,Mobile,Edge,Germany
WEB00559,CUST00924,2026-04-20 19:38:08,Direct,Desktop,Firefox,India
WEB00560,CUST00730,2025-05-11 21:46:07,Social Media,Tablet,Safari,India
WEB00561,CUST01882,2026-04-01 06:24:29,Advertisement,Tablet,Chrome,UK
WEB00562,CUST00283,2025-02-06 13:25:27,Referral,Tablet,Edge,Australia
WEB00563,CUST01548,2025-09-26 23:11:39,Organic Search,Desktop,Edge,Singapore
WEB00564,CUST01993,2025-04-27 19:27:47,Referral,Desktop,Firefox,France
WEB00565,CUST01604,2025-03-28 02:15:04,Social Media,Desktop,Safari,France
WEB00566,CUST01080,2026-07-31 23:04:04,Advertisement,Desktop,Safari,France
WEB00567,CUST01202,2025-07-27 20:42:22,Referral,Tablet,Firefox,Singapore
WEB00568,CUST01711,2025-11-18 15:52:23,Advertisement,Desktop,Chrome,Singapore
WEB00569,CUST00279,2025-09-16 01:06:07,Direct,Mobile,Chrome,France
WEB00570,CUST01618,2026-03-05 08:54:27,Organic Search,Desktop,Safari,Germany
WEB00571,CUST00339,2026-04-21 07:57:56,Social Media,Tablet,Edge,India
WEB00572,CUST00291,2025-01-28 00:28:15,Organic Search,Tablet,Firefox,Germany
WEB00573,CUST00089,2026-04-04 11:09:47,Referral,Desktop,Firefox,Australia
WEB00574,CUST00207,2026-01-29 22:08:17,Social Media,Mobile,Safari,Germany
WEB00575,CUST01259,2026-07-03 10:46:53,Referral,Tablet,Edge,India
WEB00576,CUST00184,2025-02-17 07:39:58,Referral,Tablet,Safari,India
WEB00577,CUST01381,2025-02-12 20:13:14,Social Media,Tablet,Firefox,Singapore
WEB00578,CUST00187,2025-05-22 08:39:34,Social Media,Tablet,Firefox,Singapore
WEB00579,CUST00412,2025-09-21 01:52:22,Organic Search,Mobile,Chrome,India
WEB00580,CUST00728,2026-02-09 04:20:06,Advertisement,Tablet,Firefox,UK
WEB00581,CUST01719,2026-05-10 21:38:48,Referral,Desktop,Safari,USA
WEB00582,CUST00308,2026-02-10 06:40:44,Direct,Desktop,Safari,France
WEB00583,CUST00707,2025-10-06 15:17:11,Social Media,Mobile,Edge,Singapore
WEB00584,CUST00217,2025-03-21 21:19:27,Advertisement,Desktop,Safari,France
WEB00585,CUST00439,2025-05-19 00:32:15,Direct,Mobile,Safari,Australia
WEB00586,CUST01072,2025-09-04 06:42:16,Advertisement,Mobile,Firefox,Germany
WEB00587,CUST01502,2026-04-21 11:59:23,Direct,Mobile,Chrome,France
WEB00588,CUST01051,2026-06-17 18:56:18,Referral,Desktop,Chrome,Australia
WEB00589,CUST01254,2025-01-31 02:56:01,Social Media,Tablet,Firefox,UK
WEB00590,CUST00708,2026-07-02 18:29:50,Referral,Desktop,Edge,France
WEB00591,CUST00400,2025-08-04 17:09:56,Social Media,Desktop,Firefox,USA
WEB00592,CUST01320,2025-12-29 20:26:04,Social Media,Tablet,Safari,USA
WEB00593,CUST01666,2026-02-14 03:30:31,Referral,Desktop,Firefox,USA
WEB00594,CUST01202,2025-08-22 17:56:07,Referral,Desktop,Chrome,France
WEB00595,CUST00210,2025-04-06 12:39:01,Referral,Mobile,Edge,India
WEB00596,CUST01993,2025-04-30 12:43:43,Direct,Mobile,Safari,India
WEB00597,CUST00381,2026-05-15 23:03:57,Referral,Mobile,Safari,USA
WEB00598,CUST01095,2026-01-29 20:41:22,Referral,Tablet,Firefox,Germany
WEB00599,CUST01535,2025-08-25 18:59:20,Advertisement,Desktop,Edge,France
WEB00600,CUST01962,2026-08-06 22:16:44,Organic Search,Tablet,Safari,Australia
WEB00601,CUST01082,2025-08-16 02:01:00,Organic Search,Desktop,Firefox,Australia
WEB00602,CUST01836,2026-03-21 19:47:43,Referral,Tablet,Edge,Australia
WEB00603,CUST00866,2026-07-20 16:16:12,Organic Search,Tablet,Chrome,UK
WEB00604,CUST00160,2025-08-04 07:27:49,Social Media,Desktop,Edge,India
WEB00605,CUST00304,2025-03-29 11:49:40,Advertisement,Mobile,Safari,France
WEB00606,CUST01834,2025-09-30 10:10:51,Referral,Tablet,Safari,India
WEB00607,CUST00180,2025-09-18 01:45:46,Referral,Mobile,Firefox,India
WEB00608,CUST01845,2025-11-01 16:18:05,Advertisement,Mobile,Firefox,USA
WEB00609,CUST00870,2026-01-07 19:27:01,Social Media,Tablet,Firefox,India
WEB00610,CUST01909,2025-02-27 17:05:19,Referral,Tablet,Firefox,Australia
WEB00611,CUST01968,2026-05-25 01:50:11,Advertisement,Tablet,Firefox,Germany
WEB00612,CUST00157,2025-07-08 02:41:05,Social Media,Mobile,Safari,UK
WEB00613,CUST01245,2026-04-12 17:46:56,Advertisement,Tablet,Safari,Germany
WEB00614,CUST00059,2025-11-14 08:12:10,Social Media,Tablet,Edge,India
WEB00615,CUST00636,2025-07-16 19:17:47,Organic Search,Tablet,Edge,India
WEB00616,CUST01896,2026-07-04 14:52:40,Referral,Tablet,Chrome,USA
WEB00617,CUST01999,2025-06-14 02:02:46,Referral,Mobile,Firefox,Singapore
WEB00618,CUST00276,2025-10-08 02:12:45,Advertisement,Desktop,Chrome,Australia
WEB00619,CUST01996,2025-06-27 21:04:55,Direct,Desktop,Chrome,Germany
WEB00620,CUST00366,2025-11-29 22:51:48,Direct,Tablet,Firefox,Germany
WEB00621,CUST00676,2025-03-09 20:40:54,Social Media,Mobile,Firefox,Singapore
WEB00622,CUST01041,2026-02-07 10:00:45,Advertisement,Mobile,Safari,Singapore
WEB00623,CUST00436,2025-01-16 09:40:29,Advertisement,Desktop,Edge,India
WEB00624,CUST00126,2025-03-28 20:36:42,Advertisement,Desktop,Firefox,Singapore
WEB00625,CUST00389,2026-08-11 05:57:55,Social Media,Tablet,Edge,UK
WEB00626,CUST00127,2025-03-29 16:24:58,Social Media,Mobile,Firefox,USA
WEB00627,CUST01176,2025-07-07 01:59:24,Organic Search,Desktop,Edge,USA
WEB00628,CUST01281,2025-10-13 01:54:11,Referral,Tablet,Firefox,Australia
WEB00629,CUST00629,2025-10-22 10:43:42,Referral,Tablet,Chrome,Australia
WEB00630,CUST01674,2026-01-08 00:57:00,Advertisement,Tablet,Chrome,Germany
WEB00631,CUST01560,2025-02-25 22:19:40,Organic Search,Mobile,Edge,USA
WEB00632,CUST00674,2025-07-09 04:36:59,Organic Search,Mobile,Edge,USA
WEB00633,CUST00709,2025-09-20 01:35:38,Direct,Desktop,Firefox,Germany
WEB00634,CUST00797,2025-02-18 10:56:35,Referral,Tablet,Safari,UK
WEB00635,CUST01219,2025-01-01 18:39:33,Organic Search,Tablet,Edge,USA
WEB00636,CUST01684,2026-03-27 05:38:50,Direct,Desktop,Chrome,USA
WEB00637,CUST00498,2026-06-16 23:38:03,Direct,Tablet,Edge,USA
WEB00638,CUST00666,2026-02-21 20:08:41,Direct,Mobile,Firefox,Germany
WEB00639,CUST00962,2026-07-30 06:22:08,Referral,Tablet,Safari,Australia
WEB00640,CUST00506,2026-06-26 08:47:55,Social Media,Tablet,Firefox,Germany
WEB00641,CUST01317,2026-07-23 22:59:30,Direct,Desktop,Edge,UK
WEB00642,CUST00162,2026-04-17 20:08:32,Referral,Desktop,Firefox,Australia
WEB00643,CUST01982,2025-04-26 06:18:04,Direct,Desktop,Edge,India
WEB00644,CUST00563,2026-03-18 09:52:56,Direct,Mobile,Safari,Singapore
WEB00645,CUST00609,2026-04-28 07:09:30,Social Media,Desktop,Chrome,India
WEB00646,CUST00544,2025-11-08 15:11:11,Direct,Desktop,Safari,USA
WEB00647,CUST01510,2025-07-25 13:13:29,Referral,Desktop,Firefox,Germany
WEB00648,CUST00339,2026-07-13 23:55:23,Advertisement,Tablet,Safari,Singapore
WEB00649,CUST01211,2026-01-26 21:04:36,Direct,Desktop,Firefox,Germany
WEB00650,CUST01340,2026-02-15 04:13:07,Referral,Mobile,Edge,Singapore
WEB00651,CUST01510,2026-07-07 03:57:51,Social Media,Tablet,Firefox,France
WEB00652,CUST01061,2025-03-08 12:34:38,Direct,Mobile,Chrome,Germany
WEB00653,CUST01226,2025-11-23 22:11:14,Organic Search,Mobile,Edge,Singapore
WEB00654,CUST00913,2026-04-09 10:15:28,Direct,Desktop,Firefox,France
