deal_id,opportunity_id,customer_id,product,deal_stage,engage_date,close_date,close_value,sales_agent
DEAL00493,OPP01626,CUST00442,CRM License,Won,2025-09-02,2025-12-15,312400.46,Agent D
DEAL00494,OPP01723,CUST00457,AI Platform,Proposal,2026-05-18,2027-01-06,310588.34,Agent A
DEAL00495,OPP01567,CUST01454,CRM License,Won,2025-08-02,2025-12-10,214963.96,Agent E
DEAL00496,OPP01005,CUST00043,AI Platform,Negotiation,2026-01-19,2026-07-10,233702.34,Agent D
DEAL00497,OPP01365,CUST00239,Laptop,Proposal,2025-09-12,2026-05-02,280793.24,Agent B
DEAL00498,OPP01673,CUST01851,Support Package,Negotiation,2025-10-07,2026-03-31,255743.49,Agent D
DEAL00499,OPP00446,CUST01959,Laptop,Qualification,2025-10-24,2026-03-17,86466.5,Agent D
DEAL00500,OPP00299,CUST00158,CRM License,Negotiation,2026-08-05,2027-01-02,181142.64,Agent D
DEAL00501,OPP00533,CUST00285,Support Package,Negotiation,2026-03-29,2026-09-04,61641.21,Agent C
DEAL00502,OPP01059,CUST00659,Analytics Suite,Negotiation,2025-08-09,2026-03-31,285189.49,Agent E
DEAL00503,OPP01573,CUST01172,Support Package,Prospecting,2025-09-06,2026-02-23,232216.13,Agent C
DEAL00504,OPP00901,CUST00381,Analytics Suite,Negotiation,2025-08-30,2025-11-14,342891.01,Agent C
DEAL00505,OPP01966,CUST01965,AI Platform,Lost,2026-03-15,2026-03-27,56413.29,Agent D
DEAL00506,OPP00650,CUST00989,Support Package,Qualification,2025-12-19,2026-06-26,183450.21,Agent E
DEAL00507,OPP00924,CUST01075,CRM License,Negotiation,2025-11-15,2026-03-15,256163.52,Agent A
DEAL00508,OPP01837,CUST00390,Cloud Subscription,Negotiation,2025-09-14,2025-12-26,304896.39,Agent E
DEAL00509,OPP00342,CUST00616,CRM License,Proposal,2025-08-26,2026-04-07,300155.23,Agent B
DEAL00510,OPP01665,CUST01473,Cloud Subscription,Proposal,2025-11-27,2026-01-09,78679.82,Agent C
DEAL00511,OPP00303,CUST01266,Support Package,Lost,2026-05-11,2026-05-26,343989.12,Agent A
DEAL00512,OPP01815,CUST00450,Laptop,Prospecting,2026-07-31,2027-01-26,343656.55,Agent A
DEAL00513,OPP00647,CUST00884,CRM License,Lost,2025-02-06,2025-09-16,339479.94,Agent D
DEAL00514,OPP01271,CUST00371,Cloud Subscription,Prospecting,2025-05-22,2025-12-08,218628.36,Agent A
DEAL00515,OPP01424,CUST00816,Analytics Suite,Proposal,2026-02-13,2026-09-10,292857.99,Agent D
DEAL00516,OPP00753,CUST00434,CRM License,Proposal,2025-03-30,2025-10-24,35851.43,Agent C
DEAL00517,OPP01101,CUST01960,AI Platform,Lost,2025-12-30,2026-06-14,96856.54,Agent C
DEAL00518,OPP01514,CUST00596,CRM License,Prospecting,2025-09-10,2026-04-19,41278.61,Agent E
DEAL00519,OPP01752,CUST00948,AI Platform,Qualification,2025-04-24,2025-07-19,181890.64,Agent A
DEAL00520,OPP00218,CUST01284,CRM License,Lost,2025-10-28,2026-04-26,338008.25,Agent E
DEAL00521,OPP00991,CUST00083,Cloud Subscription,Won,2025-10-31,2025-11-28,230718.06,Agent E
DEAL00522,OPP01707,CUST00420,Laptop,Qualification,2026-03-02,2026-07-09,166825.72,Agent A
DEAL00523,OPP01112,CUST01978,Laptop,Proposal,2026-05-08,2026-07-21,279564.15,Agent E
DEAL00524,OPP00058,CUST01394,AI Platform,Prospecting,2026-07-24,2027-03-06,197114.31,Agent C
DEAL00525,OPP00252,CUST00484,Support Package,Negotiation,2025-09-19,2026-01-05,165600.21,Agent B
DEAL00526,OPP01637,CUST00861,Support Package,Prospecting,2026-02-15,2026-04-11,223971.58,Agent A
DEAL00527,OPP00847,CUST01715,Cloud Subscription,Negotiation,2026-04-15,2026-09-01,184012.23,Agent D
DEAL00528,OPP01408,CUST00395,Support Package,Won,2026-08-12,2026-09-06,228125.37,Agent B
DEAL00529,OPP01786,CUST00598,Cloud Subscription,Negotiation,2026-01-23,2026-02-28,282896.59,Agent B
DEAL00530,OPP00177,CUST00481,Support Package,Lost,2025-05-27,2025-09-11,167222.29,Agent B
DEAL00531,OPP00911,CUST01330,CRM License,Proposal,2025-07-23,2025-12-23,151107.22,Agent B
DEAL00532,OPP00294,CUST01055,Laptop,Won,2025-05-05,2025-09-24,199946.28,Agent D
DEAL00533,OPP01685,CUST01002,Cloud Subscription,Qualification,2025-04-28,2025-05-17,317616.24,Agent A
DEAL00534,OPP00905,CUST00758,Cloud Subscription,Won,2025-07-02,2025-12-14,153813.98,Agent B
DEAL00535,OPP01754,CUST00656,CRM License,Proposal,2025-10-25,2025-11-14,298234.9,Agent B
DEAL00536,OPP00600,CUST01028,Analytics Suite,Won,2026-04-15,2026-10-28,219835.38,Agent C
DEAL00537,OPP00291,CUST01599,Laptop,Lost,2025-06-23,2025-07-09,14215.03,Agent E
DEAL00538,OPP01735,CUST01626,Analytics Suite,Proposal,2025-04-22,2025-05-05,171908.87,Agent D
DEAL00539,OPP01227,CUST01570,AI Platform,Prospecting,2025-03-17,2025-07-22,81582.05,Agent A
DEAL00540,OPP00386,CUST00092,CRM License,Lost,2025-04-27,2025-11-06,61124.56,Agent E
DEAL00541,OPP01389,CUST00981,Cloud Subscription,Won,2025-09-15,2026-03-19,89708.88,Agent C
DEAL00542,OPP00835,CUST00788,AI Platform,Prospecting,2025-09-03,2026-01-27,252222.58,Agent D
DEAL00543,OPP00094,CUST01871,Support Package,Qualification,2025-08-26,2025-10-13,223310.13,Agent C
DEAL00544,OPP00521,CUST00831,AI Platform,Qualification,2025-07-09,2026-02-23,192530.06,Agent D
DEAL00545,OPP01501,CUST00494,Cloud Subscription,Lost,2025-09-28,2025-10-09,178391.3,Agent C
DEAL00546,OPP00255,CUST00502,Analytics Suite,Negotiation,2026-01-21,2026-04-19,142320.52,Agent A
DEAL00547,OPP00676,CUST00390,AI Platform,Prospecting,2025-01-27,2025-07-28,311433.08,Agent A
DEAL00548,OPP00520,CUST00884,Analytics Suite,Qualification,2026-06-15,2026-11-12,327034.44,Agent B
DEAL00549,OPP01466,CUST00529,Laptop,Proposal,2025-07-02,2026-01-09,269908.85,Agent E
DEAL00550,OPP01720,CUST01134,Laptop,Negotiation,2025-03-24,2025-09-25,107996.35,Agent D
DEAL00551,OPP01576,CUST00462,Analytics Suite,Won,2025-04-15,2025-11-26,320713.79,Agent E
DEAL00552,OPP01432,CUST01170,CRM License,Qualification,2025-11-22,2026-03-29,288506.03,Agent D
DEAL00553,OPP00180,CUST01232,CRM License,Proposal,2025-11-07,2026-05-24,52168.99,Agent B
DEAL00554,OPP01829,CUST01340,AI Platform,Won,2025-10-25,2025-12-07,126170.37,Agent A
DEAL00555,OPP00324,CUST01766,CRM License,Lost,2025-05-13,2025-06-29,121386.02,Agent A
DEAL00556,OPP00811,CUST00154,Analytics Suite,Proposal,2026-06-28,2026-07-16,258215.91,Agent B
DEAL00557,OPP01656,CUST00106,Support Package,Won,2025-07-04,2025-08-27,188125.51,Agent B
DEAL00558,OPP00481,CUST00921,CRM License,Negotiation,2026-08-19,2026-09-20,100740.76,Agent A
DEAL00559,OPP00434,CUST01033,Laptop,Negotiation,2025-12-12,2026-06-29,88470.17,Agent D
DEAL00560,OPP00053,CUST01516,Laptop,Won,2026-07-29,2026-11-28,165551.71,Agent D
DEAL00561,OPP00717,CUST00454,CRM License,Prospecting,2025-11-27,2026-03-17,236425.39,Agent B
DEAL00562,OPP00991,CUST00911,Analytics Suite,Qualification,2025-03-17,2025-08-20,182966.82,Agent D
DEAL00563,OPP00935,CUST01223,AI Platform,Prospecting,2026-01-19,2026-04-19,98751.39,Agent D
DEAL00564,OPP00080,CUST01313,AI Platform,Qualification,2025-10-12,2026-02-28,220794.92,Agent D
DEAL00565,OPP00410,CUST01087,Cloud Subscription,Lost,2026-05-04,2026-05-11,349630.18,Agent E
DEAL00566,OPP00009,CUST01181,Laptop,Lost,2025-08-22,2026-02-11,70067.38,Agent D
DEAL00567,OPP00450,CUST00329,AI Platform,Prospecting,2025-04-22,2025-11-18,189655.86,Agent D
DEAL00568,OPP01210,CUST00930,AI Platform,Qualification,2025-03-09,2025-03-25,137723.08,Agent C
DEAL00569,OPP00018,CUST01084,CRM License,Lost,2026-03-20,2026-04-14,84261.4,Agent A
DEAL00570,OPP00330,CUST00158,Analytics Suite,Qualification,2025-05-19,2025-06-26,307667.36,Agent A
DEAL00571,OPP01089,CUST01938,Analytics Suite,Proposal,2026-02-02,2026-06-30,335641.97,Agent C
DEAL00572,OPP01120,CUST01267,Analytics Suite,Negotiation,2025-03-22,2025-09-22,129066.57,Agent C
DEAL00573,OPP01793,CUST01436,Laptop,Negotiation,2025-02-17,2025-09-03,128078.8,Agent A
DEAL00574,OPP01148,CUST01070,CRM License,Lost,2026-02-28,2026-09-05,41199.11,Agent E
DEAL00575,OPP01852,CUST01862,Analytics Suite,Prospecting,2025-07-25,2025-12-13,220036.09,Agent B
DEAL00576,OPP01448,CUST00012,Analytics Suite,Qualification,2025-01-17,2025-07-06,19025.42,Agent B
DEAL00577,OPP01101,CUST01917,CRM License,Lost,2025-04-23,2025-07-04,178711.54,Agent A
DEAL00578,OPP00767,CUST00414,AI Platform,Prospecting,2025-02-23,2025-08-22,61956.94,Agent E
DEAL00579,OPP00223,CUST01770,Support Package,Won,2025-06-16,2025-08-04,238588.22,Agent E
DEAL00580,OPP01411,CUST00123,Cloud Subscription,Qualification,2025-06-19,2026-02-05,325829.43,Agent C
DEAL00581,OPP01877,CUST00626,AI Platform,Won,2025-08-12,2025-08-28,40186.11,Agent D
DEAL00582,OPP00732,CUST01141,Support Package,Won,2025-05-25,2026-01-07,274431.76,Agent C
DEAL00583,OPP00712,CUST01316,AI Platform,Prospecting,2025-09-30,2026-01-22,292393.15,Agent D
DEAL00584,OPP00196,CUST00031,Cloud Subscription,Qualification,2026-06-21,2026-11-25,69910.14,Agent E
DEAL00585,OPP01196,CUST00718,CRM License,Prospecting,2025-02-21,2025-04-06,323698.38,Agent D
DEAL00586,OPP00620,CUST01685,Support Package,Prospecting,2026-06-17,2026-09-06,221112.07,Agent D
DEAL00587,OPP00021,CUST00367,Cloud Subscription,Won,2025-09-03,2026-03-29,191878.56,Agent A
DEAL00588,OPP00016,CUST01895,Cloud Subscription,Proposal,2025-12-11,2025-12-21,238280.25,Agent A
DEAL00589,OPP00672,CUST01421,CRM License,Qualification,2026-02-05,2026-03-28,107957.11,Agent B
DEAL00590,OPP00925,CUST01952,CRM License,Negotiation,2026-03-15,2026-08-16,18639.69,Agent A
DEAL00591,OPP00915,CUST01807,Laptop,Proposal,2026-07-17,2027-01-27,160297.42,Agent C
DEAL00592,OPP01481,CUST00454,AI Platform,Qualification,2026-08-19,2026-12-04,262737.78,Agent C
DEAL00593,OPP01057,CUST01883,Cloud Subscription,Negotiation,2025-02-28,2025-03-27,322341.13,Agent C
DEAL00594,OPP01570,CUST00991,Analytics Suite,Won,2025-09-02,2025-10-13,156235.3,Agent B
DEAL00595,OPP00595,CUST00517,Laptop,Proposal,2025-11-18,2026-06-20,99640.22,Agent A
DEAL00596,OPP00465,CUST01783,Analytics Suite,Prospecting,2025-11-08,2026-01-04,54640.47,Agent D
DEAL00597,OPP01080,CUST00942,Analytics Suite,Won,2026-08-14,2027-01-02,328068.07,Agent B
DEAL00598,OPP00212,CUST01375,Support Package,Won,2026-01-24,2026-09-06,88521.33,Agent E
DEAL00599,OPP01530,CUST01221,Support Package,Prospecting,2025-08-28,2025-11-30,319764.22,Agent D
DEAL00600,OPP00371,CUST00598,Laptop,Proposal,2026-07-03,2026-07-25,72477.11,Agent A
DEAL00601,OPP01831,CUST01966,Laptop,Qualification,2026-03-12,2026-09-24,16165.13,Agent A
DEAL00602,OPP01968,CUST01668,Cloud Subscription,Negotiation,2026-04-21,2026-10-28,86234.91,Agent B
DEAL00603,OPP01075,CUST01059,AI Platform,Won,2026-01-10,2026-06-17,177548.44,Agent D
DEAL00604,OPP00625,CUST01148,Support Package,Negotiation,2025-02-08,2025-09-13,128559.7,Agent D
DEAL00605,OPP00678,CUST00140,Cloud Subscription,Won,2026-08-02,2027-02-05,318625.05,Agent C
DEAL00606,OPP00859,CUST01460,AI Platform,Proposal,2026-03-01,2026-08-15,195328.74,Agent A
DEAL00607,OPP00959,CUST01820,Cloud Subscription,Proposal,2025-03-30,2025-06-22,50041.63,Agent A
DEAL00608,OPP00152,CUST01939,Cloud Subscription,Proposal,2025-05-31,2025-06-21,222612.88,Agent D
DEAL00609,OPP00396,CUST01120,Support Package,Prospecting,2025-07-23,2026-01-15,142241.93,Agent A
DEAL00610,OPP01579,CUST01996,Analytics Suite,Negotiation,2025-06-01,2025-12-22,240840.06,Agent D
DEAL00611,OPP00106,CUST01597,Laptop,Won,2026-01-06,2026-06-23,277300.08,Agent B
DEAL00612,OPP00897,CUST01010,Support Package,Prospecting,2025-11-23,2026-05-01,345087.49,Agent E
DEAL00613,OPP01751,CUST01601,AI Platform,Won,2025-05-07,2025-10-28,206059.66,Agent A
DEAL00614,OPP00175,CUST00314,CRM License,Negotiation,2026-02-19,2026-05-01,134695.23,Agent D
DEAL00615,OPP01852,CUST01352,CRM License,Prospecting,2025-06-20,2025-07-24,157424.12,Agent A
DEAL00616,OPP00946,CUST01240,CRM License,Negotiation,2025-04-05,2025-09-05,146891.39,Agent D
DEAL00617,OPP00847,CUST00987,AI Platform,Qualification,2026-07-25,2027-03-08,163182.69,Agent D
DEAL00618,OPP01427,CUST01288,CRM License,Proposal,2025-07-07,2025-08-14,20219.95,Agent C
DEAL00619,OPP01555,CUST01705,Analytics Suite,Proposal,2025-05-19,2025-06-11,94091.6,Agent C
DEAL00620,OPP00947,CUST01145,Analytics Suite,Proposal,2026-03-03,2026-08-21,345838.67,Agent B
DEAL00621,OPP00167,CUST00759,Laptop,Proposal,2026-04-01,2026-07-15,325524.94,Agent C
DEAL00622,OPP01938,CUST00845,Support Package,Prospecting,2025-04-01,2025-11-04,26418.25,Agent D
DEAL00623,OPP00018,CUST01137,Support Package,Won,2025-02-03,2025-05-30,343057.5,Agent A
DEAL00624,OPP01744,CUST01164,Support Package,Lost,2026-05-22,2026-09-27,279264.42,Agent A
DEAL00625,OPP00869,CUST00628,Cloud Subscription,Prospecting,2025-10-28,2025-11-18,10934.02,Agent D
DEAL00626,OPP01030,CUST01069,CRM License,Prospecting,2025-09-29,2026-05-15,320577.61,Agent C
DEAL00627,OPP01531,CUST00576,CRM License,Proposal,2025-09-08,2025-12-01,336525.54,Agent A
DEAL00628,OPP01882,CUST01890,CRM License,Won,2025-12-16,2026-04-04,223777.73,Agent A
DEAL00629,OPP00301,CUST01070,AI Platform,Won,2026-02-06,2026-07-09,278031.86,Agent C
DEAL00630,OPP01623,CUST01676,Cloud Subscription,Lost,2025-02-17,2025-09-11,123060.76,Agent C
DEAL00631,OPP01323,CUST00759,CRM License,Won,2025-06-08,2025-12-17,204589.23,Agent A
DEAL00632,OPP00737,CUST00788,Analytics Suite,Won,2026-07-23,2027-01-26,258726.98,Agent E
DEAL00633,OPP00852,CUST00577,Analytics Suite,Won,2025-04-10,2025-05-11,200828.7,Agent D
DEAL00634,OPP01543,CUST01142,Laptop,Qualification,2026-06-25,2026-07-22,113565.73,Agent C
DEAL00635,OPP00281,CUST01233,Cloud Subscription,Qualification,2025-08-28,2026-03-16,230728.09,Agent B
DEAL00636,OPP01012,CUST01133,Cloud Subscription,Prospecting,2025-04-24,2025-11-29,295062.43,Agent A
DEAL00637,OPP01445,CUST01674,Analytics Suite,Qualification,2025-12-21,2026-05-22,294242.79,Agent C
DEAL00638,OPP01079,CUST01022,AI Platform,Qualification,2026-01-31,2026-09-07,54938.13,Agent E
DEAL00639,OPP00896,CUST01643,CRM License,Qualification,2025-07-28,2025-10-16,161443.07,Agent A
DEAL00640,OPP01042,CUST00117,Analytics Suite,Qualification,2026-04-18,2026-07-15,23171.34,Agent D
DEAL00641,OPP01024,CUST00721,CRM License,Proposal,2025-02-08,2025-03-26,225140.66,Agent E
DEAL00642,OPP01608,CUST01426,Cloud Subscription,Proposal,2025-03-14,2025-09-21,92335.15,Agent A
DEAL00643,OPP01642,CUST00767,Analytics Suite,Won,2026-01-06,2026-06-17,326320.64,Agent D
DEAL00644,OPP01838,CUST01463,Cloud Subscription,Negotiation,2025-12-11,2026-02-08,220207.02,Agent D
DEAL00645,OPP00145,CUST01184,Support Package,Proposal,2026-02-21,2026-10-18,146209.99,Agent D
DEAL00646,OPP00640,CUST00969,Laptop,Prospecting,2026-05-22,2026-06-05,258697.48,Agent B
DEAL00647,OPP01754,CUST01116,AI Platform,Lost,2026-07-09,2027-01-11,80513.18,Agent B
DEAL00648,OPP01284,CUST01804,Cloud Subscription,Proposal,2025-10-30,2025-12-24,41086.81,Agent E
DEAL00649,OPP00754,CUST01358,Support Package,Proposal,2025-10-26,2026-05-03,39709.72,Agent E
DEAL00650,OPP01257,CUST01968,AI Platform,Won,2026-07-05,2026-11-01,208153.75,Agent D
DEAL00651,OPP00927,CUST00192,Cloud Subscription,Prospecting,2026-07-27,2026-09-26,312215.31,Agent B
DEAL00652,OPP01775,CUST01626,Support Package,Won,2025-01-29,2025-02-18,85737.76,Agent B
DEAL00653,OPP01117,CUST01783,Support Package,Qualification,2025-10-29,2026-03-29,268416.45,Agent A
DEAL00654,OPP00895,CUST01856,AI Platform,Prospecting,2026-07-02,2026-08-15,22792.0,Agent D
DEAL00655,OPP01248,CUST01079,Analytics Suite,Proposal,2025-01-31,2025-05-22,130135.62,Agent B
DEAL00656,OPP00381,CUST00976,Laptop,Proposal,2026-08-06,2027-03-22,232263.61,Agent A
DEAL00657,OPP01542,CUST01168,Analytics Suite,Prospecting,2026-03-23,2026-10-22,290925.19,Agent A
DEAL00658,OPP00407,CUST01829,Laptop,Proposal,2025-04-03,2025-08-03,330685.21,Agent E
DEAL00659,OPP00048,CUST01734,Cloud Subscription,Won,2026-01-17,2026-07-13,225073.92,Agent E
DEAL00660,OPP00103,CUST01871,Laptop,Proposal,2025-09-14,2026-03-31,167309.24,Agent B
DEAL00661,OPP00133,CUST01939,Cloud Subscription,Negotiation,2025-07-19,2025-12-14,30616.37,Agent E
DEAL00662,OPP00202,CUST01248,Laptop,Prospecting,2026-01-05,2026-03-01,103720.2,Agent E
DEAL00663,OPP00102,CUST00519,AI Platform,Lost,2026-03-15,2026-09-27,323858.01,Agent B
DEAL00664,OPP00603,CUST00302,Laptop,Proposal,2026-06-17,2026-07-14,208184.82,Agent A
DEAL00665,OPP01922,CUST01796,Support Package,Negotiation,2025-09-06,2026-01-12,126510.28,Agent C
DEAL00666,OPP00206,CUST00305,Laptop,Lost,2025-04-06,2025-10-11,94597.74,Agent E
DEAL00667,OPP01353,CUST00141,AI Platform,Won,2026-05-30,2026-10-16,48643.39,Agent C
DEAL00668,OPP01743,CUST00945,Cloud Subscription,Negotiation,2025-07-19,2025-10-15,265545.69,Agent E
DEAL00669,OPP01619,CUST01487,Analytics Suite,Negotiation,2026-03-29,2026-07-10,150207.89,Agent C
DEAL00670,OPP00725,CUST01472,AI Platform,Proposal,2026-04-21,2026-08-13,328426.78,Agent D
DEAL00671,OPP00106,CUST00509,CRM License,Proposal,2025-02-04,2025-08-03,164493.18,Agent B
DEAL00672,OPP00737,CUST01003,Laptop,Proposal,2025-09-02,2026-04-28,288248.03,Agent E
DEAL00673,OPP01204,CUST01789,Support Package,Lost,2025-02-20,2025-08-27,54280.79,Agent A
DEAL00674,OPP01516,CUST01600,AI Platform,Negotiation,2025-12-27,2026-03-17,61308.59,Agent D
DEAL00675,OPP00284,CUST01834,Support Package,Won,2026-04-19,2026-05-21,102892.05,Agent B
DEAL00676,OPP00603,CUST01540,AI Platform,Lost,2025-11-30,2026-03-27,75019.78,Agent A
DEAL00677,OPP01203,CUST00183,Laptop,Prospecting,2025-07-13,2026-02-04,342091.8,Agent A
DEAL00678,OPP01431,CUST00408,Analytics Suite,Won,2026-08-04,2027-01-05,284768.2,Agent D
DEAL00679,OPP00622,CUST00339,Laptop,Prospecting,2025-02-21,2025-05-13,128460.16,Agent B
DEAL00680,OPP01645,CUST00266,CRM License,Negotiation,2025-03-26,2025-04-22,186739.87,Agent B
DEAL00681,OPP01604,CUST01717,CRM License,Lost,2025-08-07,2025-10-11,191304.36,Agent B
DEAL00682,OPP00721,CUST01412,Support Package,Lost,2026-07-20,2027-01-09,216451.08,Agent E
DEAL00683,OPP01073,CUST01828,Analytics Suite,Won,2026-06-18,2026-11-28,45229.69,Agent D
DEAL00684,OPP00956,CUST00641,Laptop,Won,2025-12-03,2026-03-25,128653.26,Agent C
DEAL00685,OPP01338,CUST01960,Support Package,Prospecting,2026-07-22,2026-10-14,39216.13,Agent B
DEAL00686,OPP00645,CUST01863,Support Package,Prospecting,2026-06-23,2026-08-09,322482.17,Agent A
DEAL00687,OPP00660,CUST00213,Analytics Suite,Prospecting,2025-12-16,2026-08-06,147174.32,Agent B
DEAL00688,OPP00847,CUST01738,AI Platform,Negotiation,2025-03-12,2025-06-27,257185.8,Agent E
DEAL00689,OPP00432,CUST00222,Cloud Subscription,Qualification,2026-06-21,2026-12-23,323080.98,Agent E
DEAL00690,OPP01162,CUST00903,CRM License,Won,2026-01-18,2026-05-12,115208.69,Agent B
DEAL00691,OPP01917,CUST00362,Laptop,Negotiation,2025-03-26,2025-08-12,39868.73,Agent D
DEAL00692,OPP00700,CUST01162,Analytics Suite,Qualification,2026-05-16,2026-10-19,124313.52,Agent D
DEAL00693,OPP01722,CUST00036,CRM License,Lost,2025-08-26,2025-11-23,238135.76,Agent C
DEAL00694,OPP00929,CUST01695,Cloud Subscription,Lost,2026-04-14,2026-11-25,179931.14,Agent E
DEAL00695,OPP00332,CUST00953,Laptop,Prospecting,2025-06-05,2025-09-26,35484.21,Agent D
DEAL00696,OPP00993,CUST01743,CRM License,Qualification,2025-01-06,2025-07-10,33866.72,Agent D
DEAL00697,OPP00999,CUST00867,AI Platform,Won,2025-09-28,2026-05-06,247850.95,Agent A
DEAL00698,OPP00050,CUST01114,Analytics Suite,Lost,2025-09-27,2026-01-01,260425.42,Agent E
DEAL00699,OPP00959,CUST01477,Support Package,Won,2026-05-30,2026-07-30,47232.65,Agent C
DEAL00700,OPP00328,CUST01944,Support Package,Qualification,2025-03-10,2025-10-28,280204.08,Agent D
DEAL00701,OPP01589,CUST00749,Analytics Suite,Negotiation,2026-06-29,2027-01-05,127490.1,Agent E
DEAL00702,OPP01083,CUST01042,Cloud Subscription,Lost,2025-04-02,2025-10-10,33191.11,Agent B
DEAL00703,OPP00609,CUST00649,Cloud Subscription,Prospecting,2026-07-11,2027-02-23,123512.75,Agent B
DEAL00704,OPP00006,CUST00083,Cloud Subscription,Prospecting,2026-02-25,2026-03-10,258361.54,Agent B
DEAL00705,OPP01142,CUST01747,Support Package,Negotiation,2025-08-03,2026-03-18,232964.6,Agent C
DEAL00706,OPP01409,CUST01126,Laptop,Lost,2026-07-25,2026-08-28,173700.1,Agent B
DEAL00707,OPP00849,CUST00745,AI Platform,Lost,2025-08-03,2025-09-12,105081.91,Agent C
DEAL00708,OPP01811,CUST01555,Analytics Suite,Lost,2026-01-13,2026-03-11,152096.6,Agent B
DEAL00709,OPP00393,CUST01638,Cloud Subscription,Proposal,2025-01-10,2025-02-12,139747.63,Agent D
DEAL00710,OPP01510,CUST01970,Laptop,Proposal,2025-03-03,2025-03-29,142607.73,Agent D
DEAL00711,OPP00992,CUST00874,Support Package,Won,2025-07-30,2025-09-04,176495.6,Agent A
DEAL00712,OPP00629,CUST00211,Support Package,Proposal,2025-05-26,2025-09-23,164796.5,Agent D
DEAL00713,OPP00577,CUST00971,Analytics Suite,Qualification,2025-05-16,2025-08-17,44839.43,Agent A
DEAL00714,OPP00900,CUST00882,Cloud Subscription,Prospecting,2025-08-14,2025-11-08,108657.65,Agent C
DEAL00715,OPP00162,CUST00415,Laptop,Qualification,2025-12-29,2026-02-14,53897.16,Agent A
DEAL00716,OPP01302,CUST01174,Support Package,Lost,2026-03-25,2026-11-13,214712.71,Agent A
DEAL00717,OPP00818,CUST00829,Laptop,Lost,2026-05-21,2026-08-13,153757.11,Agent D
DEAL00718,OPP01361,CUST01763,Support Package,Negotiation,2026-05-14,2026-09-08,238454.74,Agent D
DEAL00719,OPP01031,CUST00096,AI Platform,Lost,2025-04-26,2025-06-05,39785.09,Agent D
DEAL00720,OPP01955,CUST01432,Laptop,Prospecting,2026-06-09,2026-08-04,127269.08,Agent D
DEAL00721,OPP00166,CUST01204,CRM License,Lost,2025-03-19,2025-05-19,71319.59,Agent A
DEAL00722,OPP00986,CUST00463,Analytics Suite,Lost,2025-03-05,2025-10-24,41309.82,Agent B
DEAL00723,OPP01073,CUST00705,AI Platform,Won,2026-03-09,2026-04-26,272971.9,Agent C
DEAL00724,OPP00500,CUST01719,CRM License,Negotiation,2026-03-30,2026-08-03,54518.45,Agent B
DEAL00725,OPP01345,CUST00729,Support Package,Qualification,2025-03-17,2025-07-28,69471.07,Agent B
DEAL00726,OPP00725,CUST01329,Analytics Suite,Won,2025-09-05,2025-09-29,134704.42,Agent A
DEAL00727,OPP01528,CUST01026,Analytics Suite,Won,2025-09-02,2025-11-29,109539.35,Agent B
DEAL00728,OPP01845,CUST01791,Cloud Subscription,Proposal,2026-03-07,2026-04-01,322738.35,Agent D
DEAL00729,OPP01708,CUST01322,Cloud Subscription,Prospecting,2025-11-04,2025-12-21,346139.79,Agent D
DEAL00730,OPP01266,CUST01669,Support Package,Prospecting,2025-12-25,2026-06-07,153616.24,Agent E
DEAL00731,OPP01436,CUST01808,Cloud Subscription,Prospecting,2025-02-17,2025-07-06,78385.84,Agent D
DEAL00732,OPP01729,CUST00259,Analytics Suite,Negotiation,2026-08-06,2026-12-06,179357.97,Agent B
DEAL00733,OPP01962,CUST01668,Laptop,Proposal,2025-11-28,2026-01-23,178527.33,Agent A
DEAL00734,OPP01449,CUST01921,AI Platform,Prospecting,2026-02-03,2026-07-05,168453.14,Agent A
DEAL00735,OPP01826,CUST00073,Analytics Suite,Lost,2025-10-14,2026-05-19,16914.32,Agent C
DEAL00736,OPP01931,CUST00909,Laptop,Proposal,2025-05-27,2025-12-17,53648.16,Agent C
DEAL00737,OPP00352,CUST00510,Laptop,Won,2026-02-03,2026-03-22,57942.92,Agent C
DEAL00738,OPP01003,CUST01966,Cloud Subscription,Lost,2025-06-21,2025-12-03,129598.77,Agent B
DEAL00739,OPP00715,CUST00704,Cloud Subscription,Proposal,2025-05-11,2025-07-13,207467.88,Agent E
DEAL00740,OPP01900,CUST00375,Support Package,Proposal,2025-11-26,2026-06-21,308466.8,Agent D
DEAL00741,OPP01489,CUST00192,Support Package,Qualification,2025-08-01,2025-11-26,85941.1,Agent B
DEAL00742,OPP01772,CUST01587,CRM License,Lost,2026-06-18,2026-12-15,272208.02,Agent B
DEAL00743,OPP00700,CUST00118,Analytics Suite,Won,2026-01-29,2026-06-10,86910.67,Agent B
DEAL00744,OPP01687,CUST00610,Laptop,Negotiation,2025-08-11,2026-01-22,21089.68,Agent A
DEAL00745,OPP00163,CUST01109,CRM License,Lost,2025-01-22,2025-09-03,230951.83,Agent D
DEAL00746,OPP01879,CUST00090,Cloud Subscription,Negotiation,2025-07-23,2025-08-30,82975.2,Agent E
DEAL00747,OPP00460,CUST00350,CRM License,Negotiation,2025-03-11,2025-10-14,322682.7,Agent D
DEAL00748,OPP01052,CUST01989,Laptop,Lost,2025-05-11,2025-09-07,327362.6,Agent B
DEAL00749,OPP01433,CUST00916,AI Platform,Prospecting,2025-06-18,2025-07-28,45710.81,Agent A
