interaction_id,customer_id,agent_id,interaction_datetime,channel,call_reason,duration_minutes,outcome,satisfaction_score
CALL00293,CUST00280,AG001,2025-08-08 00:00:00,Chat,Billing,33,Resolved,5
CALL00294,CUST00230,AG002,2025-08-08 18:00:00,Chat,Technical Support,58,Follow-up Required,5
CALL00295,CUST00337,AG005,2025-08-09 12:00:00,Chat,Product Query,57,Follow-up Required,2
CALL00296,CUST00168,AG003,2025-08-10 06:00:00,Chat,Technical Support,43,Follow-up Required,4
CALL00297,CUST00449,AG004,2025-08-11 00:00:00,Chat,Billing,59,Resolved,1
CALL00298,CUST00441,AG001,2025-08-11 18:00:00,Email,Billing,29,Escalated,1
CALL00299,CUST00328,AG004,2025-08-12 12:00:00,Email,Cancellation,31,No Response,2
CALL00300,CUST00246,AG005,2025-08-13 06:00:00,Email,Product Query,3,Escalated,2
CALL00301,CUST00079,AG004,2025-08-14 00:00:00,Phone,Cancellation,50,Resolved,5
CALL00302,CUST00114,AG004,2025-08-14 18:00:00,Email,Complaint,38,No Response,5
CALL00303,CUST00301,AG001,2025-08-15 12:00:00,Chat,Technical Support,11,Escalated,4
CALL00304,CUST00217,AG005,2025-08-16 06:00:00,Email,Cancellation,5,Resolved,1
CALL00305,CUST00200,AG003,2025-08-17 00:00:00,Phone,Product Query,31,Escalated,2
CALL00306,CUST00381,AG001,2025-08-17 18:00:00,Phone,Technical Support,20,Resolved,4
CALL00307,CUST00500,AG005,2025-08-18 12:00:00,Phone,Technical Support,4,Follow-up Required,1
CALL00308,CUST00352,AG005,2025-08-19 06:00:00,Phone,Technical Support,8,Escalated,4
CALL00309,CUST00242,AG004,2025-08-20 00:00:00,Phone,Technical Support,42,Follow-up Required,4
CALL00310,CUST00013,AG002,2025-08-20 18:00:00,Chat,Technical Support,35,Follow-up Required,5
CALL00311,CUST00366,AG002,2025-08-21 12:00:00,Email,Product Query,13,No Response,4
CALL00312,CUST00207,AG003,2025-08-22 06:00:00,Chat,Complaint,49,No Response,5
CALL00313,CUST00262,AG004,2025-08-23 00:00:00,Chat,Billing,5,Escalated,1
CALL00314,CUST00097,AG002,2025-08-23 18:00:00,Phone,Complaint,40,Resolved,1
CALL00315,CUST00071,AG001,2025-08-24 12:00:00,Email,Billing,19,No Response,5
CALL00316,CUST00481,AG003,2025-08-25 06:00:00,Email,Cancellation,18,No Response,3
CALL00317,CUST00303,AG004,2025-08-26 00:00:00,Email,Technical Support,33,Follow-up Required,4
CALL00318,CUST00349,AG001,2025-08-26 18:00:00,Phone,Cancellation,4,Follow-up Required,1
CALL00319,CUST00230,AG002,2025-08-27 12:00:00,Chat,Cancellation,59,Resolved,4
CALL00320,CUST00357,AG002,2025-08-28 06:00:00,Email,Billing,18,No Response,3
CALL00321,CUST00300,AG002,2025-08-29 00:00:00,Chat,Product Query,46,No Response,4
CALL00322,CUST00032,AG002,2025-08-29 18:00:00,Email,Technical Support,24,Resolved,3
CALL00323,CUST00250,AG005,2025-08-30 12:00:00,Email,Cancellation,43,No Response,2
CALL00324,CUST00254,AG003,2025-08-31 06:00:00,Email,Complaint,29,Escalated,3
CALL00325,CUST00259,AG003,2025-09-01 00:00:00,Email,Technical Support,31,Escalated,1
CALL00326,CUST00182,AG002,2025-09-01 18:00:00,Phone,Product Query,58,Resolved,5
CALL00327,CUST00340,AG003,2025-09-02 12:00:00,Phone,Technical Support,28,Follow-up Required,5
CALL00328,CUST00462,AG001,2025-09-03 06:00:00,Chat,Cancellation,9,Resolved,4
CALL00329,CUST00476,AG001,2025-09-04 00:00:00,Phone,Complaint,45,Escalated,2
CALL00330,CUST00166,AG003,2025-09-04 18:00:00,Email,Cancellation,26,No Response,4
CALL00331,CUST00004,AG002,2025-09-05 12:00:00,Chat,Product Query,49,No Response,3
CALL00332,CUST00463,AG004,2025-09-06 06:00:00,Chat,Billing,47,Follow-up Required,5
CALL00333,CUST00145,AG002,2025-09-07 00:00:00,Chat,Complaint,2,Follow-up Required,3
CALL00334,CUST00165,AG005,2025-09-07 18:00:00,Email,Product Query,6,Escalated,5
CALL00335,CUST00344,AG004,2025-09-08 12:00:00,Email,Product Query,29,Follow-up Required,5
CALL00336,CUST00486,AG005,2025-09-09 06:00:00,Chat,Cancellation,26,Resolved,5
CALL00337,CUST00362,AG003,2025-09-10 00:00:00,Phone,Cancellation,28,Escalated,1
CALL00338,CUST00105,AG005,2025-09-10 18:00:00,Email,Cancellation,7,No Response,3
CALL00339,CUST00036,AG003,2025-09-11 12:00:00,Email,Billing,34,No Response,4
CALL00340,CUST00314,AG005,2025-09-12 06:00:00,Phone,Technical Support,56,No Response,2
CALL00341,CUST00169,AG004,2025-09-13 00:00:00,Chat,Technical Support,45,Follow-up Required,4
CALL00342,CUST00008,AG005,2025-09-13 18:00:00,Phone,Cancellation,10,Escalated,3
CALL00343,CUST00451,AG002,2025-09-14 12:00:00,Email,Cancellation,48,Follow-up Required,2
CALL00344,CUST00414,AG003,2025-09-15 06:00:00,Chat,Billing,41,Resolved,4
CALL00345,CUST00086,AG001,2025-09-16 00:00:00,Chat,Technical Support,40,Escalated,2
CALL00346,CUST00436,AG005,2025-09-16 18:00:00,Phone,Billing,57,Follow-up Required,3
CALL00347,CUST00097,AG003,2025-09-17 12:00:00,Email,Product Query,47,No Response,5
CALL00348,CUST00409,AG001,2025-09-18 06:00:00,Email,Technical Support,22,No Response,3
CALL00349,CUST00436,AG003,2025-09-19 00:00:00,Chat,Cancellation,27,Resolved,1
CALL00350,CUST00315,AG003,2025-09-19 18:00:00,Email,Complaint,39,Resolved,2
CALL00351,CUST00030,AG001,2025-09-20 12:00:00,Chat,Product Query,22,Resolved,3
CALL00352,CUST00101,AG001,2025-09-21 06:00:00,Chat,Complaint,55,No Response,5
CALL00353,CUST00067,AG004,2025-09-22 00:00:00,Chat,Billing,19,Follow-up Required,5
CALL00354,CUST00388,AG005,2025-09-22 18:00:00,Email,Billing,36,No Response,3
CALL00355,CUST00349,AG005,2025-09-23 12:00:00,Phone,Billing,9,No Response,4
CALL00356,CUST00441,AG003,2025-09-24 06:00:00,Chat,Cancellation,19,No Response,3
CALL00357,CUST00063,AG002,2025-09-25 00:00:00,Phone,Billing,2,Follow-up Required,5
CALL00358,CUST00032,AG002,2025-09-25 18:00:00,Phone,Complaint,28,No Response,3
CALL00359,CUST00087,AG003,2025-09-26 12:00:00,Phone,Product Query,59,Resolved,1
CALL00360,CUST00211,AG004,2025-09-27 06:00:00,Phone,Cancellation,39,Resolved,4
CALL00361,CUST00463,AG001,2025-09-28 00:00:00,Phone,Product Query,22,Resolved,3
CALL00362,CUST00051,AG003,2025-09-28 18:00:00,Chat,Billing,51,Resolved,5
CALL00363,CUST00063,AG005,2025-09-29 12:00:00,Email,Technical Support,6,No Response,3
CALL00364,CUST00080,AG002,2025-09-30 06:00:00,Phone,Cancellation,47,No Response,3
CALL00365,CUST00343,AG002,2025-10-01 00:00:00,Email,Billing,7,No Response,2
CALL00366,CUST00232,AG002,2025-10-01 18:00:00,Email,Cancellation,6,Resolved,3
CALL00367,CUST00366,AG004,2025-10-02 12:00:00,Chat,Technical Support,33,Follow-up Required,1
CALL00368,CUST00101,AG005,2025-10-03 06:00:00,Phone,Complaint,14,Escalated,5
CALL00369,CUST00129,AG004,2025-10-04 00:00:00,Email,Complaint,1,Escalated,2
CALL00370,CUST00019,AG001,2025-10-04 18:00:00,Email,Complaint,25,Escalated,3
CALL00371,CUST00357,AG003,2025-10-05 12:00:00,Phone,Technical Support,6,Follow-up Required,4
CALL00372,CUST00419,AG003,2025-10-06 06:00:00,Chat,Product Query,28,No Response,1
CALL00373,CUST00447,AG002,2025-10-07 00:00:00,Chat,Technical Support,18,Escalated,1
CALL00374,CUST00094,AG002,2025-10-07 18:00:00,Phone,Technical Support,27,Escalated,1
CALL00375,CUST00081,AG001,2025-10-08 12:00:00,Email,Billing,49,No Response,2
CALL00376,CUST00103,AG004,2025-10-09 06:00:00,Chat,Complaint,59,Escalated,3
CALL00377,CUST00369,AG005,2025-10-10 00:00:00,Chat,Cancellation,2,No Response,1
CALL00378,CUST00154,AG001,2025-10-10 18:00:00,Email,Product Query,40,Escalated,3
CALL00379,CUST00269,AG003,2025-10-11 12:00:00,Email,Cancellation,21,No Response,4
CALL00380,CUST00118,AG003,2025-10-12 06:00:00,Email,Billing,23,Resolved,3
CALL00381,CUST00342,AG004,2025-10-13 00:00:00,Email,Billing,55,Follow-up Required,3
CALL00382,CUST00494,AG001,2025-10-13 18:00:00,Phone,Product Query,2,Escalated,3
CALL00383,CUST00279,AG005,2025-10-14 12:00:00,Email,Cancellation,16,No Response,5
CALL00384,CUST00492,AG001,2025-10-15 06:00:00,Chat,Product Query,4,Resolved,2
CALL00385,CUST00363,AG001,2025-10-16 00:00:00,Email,Product Query,34,No Response,3
CALL00386,CUST00225,AG004,2025-10-16 18:00:00,Email,Complaint,55,Escalated,1
CALL00387,CUST00475,AG005,2025-10-17 12:00:00,Phone,Cancellation,5,Escalated,5
CALL00388,CUST00419,AG003,2025-10-18 06:00:00,Phone,Complaint,49,Escalated,3
CALL00389,CUST00268,AG002,2025-10-19 00:00:00,Email,Complaint,34,Escalated,5
CALL00390,CUST00137,AG005,2025-10-19 18:00:00,Phone,Complaint,22,Escalated,2
CALL00391,CUST00226,AG003,2025-10-20 12:00:00,Phone,Technical Support,46,Resolved,5
CALL00392,CUST00334,AG004,2025-10-21 06:00:00,Phone,Billing,20,No Response,1
CALL00393,CUST00229,AG005,2025-10-22 00:00:00,Phone,Billing,39,No Response,3
CALL00394,CUST00323,AG005,2025-10-22 18:00:00,Email,Technical Support,47,Escalated,1
CALL00395,CUST00108,AG003,2025-10-23 12:00:00,Phone,Product Query,50,No Response,4
CALL00396,CUST00300,AG003,2025-10-24 06:00:00,Phone,Cancellation,13,Resolved,5
CALL00397,CUST00445,AG001,2025-10-25 00:00:00,Chat,Cancellation,44,Escalated,5
CALL00398,CUST00405,AG001,2025-10-25 18:00:00,Email,Cancellation,34,Follow-up Required,5
CALL00399,CUST00007,AG005,2025-10-26 12:00:00,Phone,Complaint,44,Resolved,2
CALL00400,CUST00128,AG002,2025-10-27 06:00:00,Chat,Cancellation,6,Escalated,1
CALL00401,CUST00353,AG004,2025-10-28 00:00:00,Phone,Cancellation,56,No Response,4
CALL00402,CUST00483,AG003,2025-10-28 18:00:00,Email,Cancellation,29,Resolved,2
CALL00403,CUST00267,AG001,2025-10-29 12:00:00,Chat,Billing,33,Escalated,2
CALL00404,CUST00173,AG004,2025-10-30 06:00:00,Chat,Technical Support,53,No Response,3
CALL00405,CUST00416,AG005,2025-10-31 00:00:00,Email,Product Query,1,No Response,4
CALL00406,CUST00214,AG003,2025-10-31 18:00:00,Chat,Technical Support,47,Escalated,5
CALL00407,CUST00247,AG003,2025-11-01 12:00:00,Chat,Cancellation,59,Resolved,5
CALL00408,CUST00106,AG001,2025-11-02 06:00:00,Phone,Product Query,48,Escalated,3
CALL00409,CUST00083,AG002,2025-11-03 00:00:00,Chat,Product Query,54,Escalated,5
CALL00410,CUST00292,AG003,2025-11-03 18:00:00,Email,Technical Support,7,Escalated,1
CALL00411,CUST00374,AG002,2025-11-04 12:00:00,Phone,Technical Support,22,Escalated,5
CALL00412,CUST00421,AG004,2025-11-05 06:00:00,Chat,Technical Support,32,Escalated,1
CALL00413,CUST00203,AG003,2025-11-06 00:00:00,Phone,Technical Support,14,No Response,3
CALL00414,CUST00041,AG003,2025-11-06 18:00:00,Email,Complaint,57,Escalated,3
CALL00415,CUST00205,AG002,2025-11-07 12:00:00,Chat,Billing,51,Resolved,1
CALL00416,CUST00348,AG001,2025-11-08 06:00:00,Email,Billing,24,Follow-up Required,5
CALL00417,CUST00049,AG005,2025-11-09 00:00:00,Email,Cancellation,19,Escalated,3
CALL00418,CUST00143,AG004,2025-11-09 18:00:00,Chat,Complaint,27,Resolved,3
CALL00419,CUST00141,AG003,2025-11-10 12:00:00,Chat,Product Query,23,Follow-up Required,1
CALL00420,CUST00053,AG001,2025-11-11 06:00:00,Phone,Technical Support,45,Resolved,3
CALL00421,CUST00107,AG003,2025-11-12 00:00:00,Email,Cancellation,21,No Response,5
CALL00422,CUST00033,AG004,2025-11-12 18:00:00,Chat,Product Query,44,No Response,3
CALL00423,CUST00200,AG005,2025-11-13 12:00:00,Email,Billing,29,Follow-up Required,1
CALL00424,CUST00119,AG003,2025-11-14 06:00:00,Chat,Product Query,1,Follow-up Required,5
CALL00425,CUST00288,AG002,2025-11-15 00:00:00,Email,Technical Support,31,Follow-up Required,4
CALL00426,CUST00229,AG001,2025-11-15 18:00:00,Phone,Technical Support,27,No Response,1
CALL00427,CUST00118,AG005,2025-11-16 12:00:00,Email,Billing,44,No Response,4
CALL00428,CUST00176,AG003,2025-11-17 06:00:00,Chat,Technical Support,36,Resolved,3
CALL00429,CUST00452,AG005,2025-11-18 00:00:00,Phone,Complaint,27,No Response,5
CALL00430,CUST00185,AG002,2025-11-18 18:00:00,Phone,Cancellation,15,Follow-up Required,3
CALL00431,CUST00318,AG003,2025-11-19 12:00:00,Chat,Billing,25,Escalated,5
CALL00432,CUST00499,AG005,2025-11-20 06:00:00,Phone,Billing,48,Escalated,2
CALL00433,CUST00338,AG003,2025-11-21 00:00:00,Email,Product Query,15,Follow-up Required,3
CALL00434,CUST00215,AG003,2025-11-21 18:00:00,Email,Billing,40,No Response,3
CALL00435,CUST00221,AG005,2025-11-22 12:00:00,Chat,Cancellation,19,Follow-up Required,3
CALL00436,CUST00130,AG003,2025-11-23 06:00:00,Email,Complaint,47,No Response,1
CALL00437,CUST00333,AG002,2025-11-24 00:00:00,Chat,Product Query,50,Escalated,5
CALL00438,CUST00272,AG005,2025-11-24 18:00:00,Phone,Cancellation,11,Resolved,5
CALL00439,CUST00246,AG005,2025-11-25 12:00:00,Email,Billing,41,No Response,5
CALL00440,CUST00123,AG002,2025-11-26 06:00:00,Chat,Technical Support,33,Resolved,1
CALL00441,CUST00008,AG002,2025-11-27 00:00:00,Email,Technical Support,41,Escalated,5
CALL00442,CUST00403,AG002,2025-11-27 18:00:00,Phone,Cancellation,23,Resolved,3
CALL00443,CUST00416,AG003,2025-11-28 12:00:00,Phone,Complaint,12,Resolved,4
CALL00444,CUST00067,AG003,2025-11-29 06:00:00,Email,Technical Support,2,Follow-up Required,2
CALL00445,CUST00115,AG004,2025-11-30 00:00:00,Phone,Cancellation,43,Resolved,5
CALL00446,CUST00369,AG003,2025-11-30 18:00:00,Chat,Product Query,21,Escalated,1
CALL00447,CUST00288,AG002,2025-12-01 12:00:00,Email,Billing,14,No Response,1
CALL00448,CUST00105,AG004,2025-12-02 06:00:00,Email,Complaint,34,Resolved,5
CALL00449,CUST00469,AG002,2025-12-03 00:00:00,Phone,Complaint,15,No Response,4
CALL00450,CUST00025,AG001,2025-12-03 18:00:00,Chat,Product Query,21,Follow-up Required,5
CALL00451,CUST00053,AG005,2025-12-04 12:00:00,Email,Complaint,23,Escalated,1
CALL00452,CUST00247,AG001,2025-12-05 06:00:00,Email,Cancellation,21,Escalated,2
CALL00453,CUST00337,AG002,2025-12-06 00:00:00,Phone,Complaint,50,No Response,4
CALL00454,CUST00281,AG003,2025-12-06 18:00:00,Phone,Complaint,59,Escalated,5
CALL00455,CUST00033,AG005,2025-12-07 12:00:00,Chat,Complaint,14,Follow-up Required,2
CALL00456,CUST00287,AG003,2025-12-08 06:00:00,Chat,Cancellation,21,No Response,5
CALL00457,CUST00036,AG003,2025-12-09 00:00:00,Phone,Billing,12,Escalated,4
CALL00458,CUST00343,AG005,2025-12-09 18:00:00,Chat,Technical Support,42,Follow-up Required,1
CALL00459,CUST00379,AG005,2025-12-10 12:00:00,Phone,Complaint,46,Follow-up Required,4
CALL00460,CUST00239,AG001,2025-12-11 06:00:00,Email,Product Query,54,Resolved,3
CALL00461,CUST00492,AG002,2025-12-12 00:00:00,Phone,Product Query,47,Escalated,5
CALL00462,CUST00217,AG003,2025-12-12 18:00:00,Phone,Cancellation,5,No Response,2
CALL00463,CUST00177,AG002,2025-12-13 12:00:00,Phone,Billing,2,Resolved,2
CALL00464,CUST00044,AG002,2025-12-14 06:00:00,Email,Complaint,22,No Response,4
CALL00465,CUST00304,AG004,2025-12-15 00:00:00,Chat,Cancellation,6,Resolved,4
CALL00466,CUST00158,AG001,2025-12-15 18:00:00,Chat,Technical Support,44,Follow-up Required,4
CALL00467,CUST00269,AG003,2025-12-16 12:00:00,Chat,Billing,2,Resolved,2
CALL00468,CUST00171,AG005,2025-12-17 06:00:00,Phone,Billing,29,Resolved,1
CALL00469,CUST00495,AG005,2025-12-18 00:00:00,Phone,Cancellation,36,Resolved,2
CALL00470,CUST00221,AG002,2025-12-18 18:00:00,Chat,Product Query,7,Escalated,1
CALL00471,CUST00400,AG001,2025-12-19 12:00:00,Email,Billing,16,Resolved,4
CALL00472,CUST00230,AG001,2025-12-20 06:00:00,Email,Product Query,33,Follow-up Required,3
CALL00473,CUST00091,AG003,2025-12-21 00:00:00,Email,Billing,33,No Response,2
CALL00474,CUST00410,AG003,2025-12-21 18:00:00,Email,Billing,14,Escalated,4
CALL00475,CUST00459,AG002,2025-12-22 12:00:00,Phone,Billing,43,Follow-up Required,2
CALL00476,CUST00431,AG002,2025-12-23 06:00:00,Chat,Technical Support,12,Escalated,4
CALL00477,CUST00421,AG002,2025-12-24 00:00:00,Email,Product Query,43,No Response,2
CALL00478,CUST00131,AG004,2025-12-24 18:00:00,Phone,Technical Support,6,No Response,5
CALL00479,CUST00410,AG001,2025-12-25 12:00:00,Phone,Product Query,55,No Response,2
CALL00480,CUST00226,AG002,2025-12-26 06:00:00,Phone,Technical Support,12,Escalated,5
CALL00481,CUST00225,AG001,2025-12-27 00:00:00,Chat,Technical Support,53,Escalated,1
CALL00482,CUST00143,AG005,2025-12-27 18:00:00,Phone,Technical Support,31,No Response,2
CALL00483,CUST00066,AG005,2025-12-28 12:00:00,Chat,Cancellation,12,No Response,1
CALL00484,CUST00028,AG001,2025-12-29 06:00:00,Chat,Technical Support,10,Follow-up Required,3
CALL00485,CUST00125,AG005,2025-12-30 00:00:00,Chat,Billing,40,No Response,5
CALL00486,CUST00212,AG005,2025-12-30 18:00:00,Chat,Complaint,27,Resolved,2
CALL00487,CUST00422,AG005,2025-12-31 12:00:00,Phone,Technical Support,52,Escalated,1
CALL00488,CUST00428,AG003,2026-01-01 06:00:00,Phone,Complaint,51,Follow-up Required,4
CALL00489,CUST00437,AG003,2026-01-02 00:00:00,Phone,Complaint,7,Escalated,1
CALL00490,CUST00080,AG001,2026-01-02 18:00:00,Email,Billing,46,No Response,2
CALL00491,CUST00238,AG001,2026-01-03 12:00:00,Email,Complaint,36,Resolved,3
CALL00492,CUST00132,AG004,2026-01-04 06:00:00,Chat,Complaint,33,No Response,5
CALL00493,CUST00328,AG003,2026-01-05 00:00:00,Chat,Complaint,27,Escalated,4
CALL00494,CUST00300,AG001,2026-01-05 18:00:00,Chat,Product Query,8,Follow-up Required,1
CALL00495,CUST00119,AG003,2026-01-06 12:00:00,Chat,Technical Support,5,Escalated,2
CALL00496,CUST00046,AG004,2026-01-07 06:00:00,Chat,Technical Support,8,Follow-up Required,2
CALL00497,CUST00084,AG001,2026-01-08 00:00:00,Email,Complaint,40,Resolved,5
CALL00498,CUST00282,AG001,2026-01-08 18:00:00,Chat,Billing,21,No Response,4
CALL00499,CUST00352,AG001,2026-01-09 12:00:00,Phone,Product Query,24,No Response,1
CALL00500,CUST00013,AG001,2026-01-10 06:00:00,Chat,Billing,7,Resolved,1
CALL00501,CUST00125,AG002,2026-01-11 00:00:00,Phone,Billing,19,Escalated,1
CALL00502,CUST00325,AG003,2026-01-11 18:00:00,Phone,Complaint,31,Resolved,5
CALL00503,CUST00172,AG003,2026-01-12 12:00:00,Phone,Cancellation,36,No Response,5
CALL00504,CUST00234,AG003,2026-01-13 06:00:00,Phone,Complaint,27,Follow-up Required,4
CALL00505,CUST00181,AG004,2026-01-14 00:00:00,Chat,Cancellation,29,No Response,1
CALL00506,CUST00051,AG002,2026-01-14 18:00:00,Chat,Product Query,23,Escalated,1
CALL00507,CUST00269,AG003,2026-01-15 12:00:00,Chat,Cancellation,20,Follow-up Required,4
CALL00508,CUST00169,AG003,2026-01-16 06:00:00,Chat,Complaint,6,Escalated,4
CALL00509,CUST00395,AG001,2026-01-17 00:00:00,Chat,Complaint,12,No Response,4
CALL00510,CUST00421,AG001,2026-01-17 18:00:00,Email,Billing,50,No Response,2
CALL00511,CUST00316,AG001,2026-01-18 12:00:00,Phone,Complaint,12,Follow-up Required,4
CALL00512,CUST00288,AG003,2026-01-19 06:00:00,Phone,Complaint,50,Escalated,3
CALL00513,CUST00429,AG001,2026-01-20 00:00:00,Email,Technical Support,3,Follow-up Required,5
CALL00514,CUST00490,AG003,2026-01-20 18:00:00,Email,Technical Support,42,Follow-up Required,4
CALL00515,CUST00274,AG004,2026-01-21 12:00:00,Chat,Billing,39,Escalated,2
CALL00516,CUST00349,AG004,2026-01-22 06:00:00,Chat,Cancellation,35,Follow-up Required,3
CALL00517,CUST00207,AG005,2026-01-23 00:00:00,Phone,Cancellation,19,Resolved,2
CALL00518,CUST00148,AG002,2026-01-23 18:00:00,Chat,Technical Support,45,Follow-up Required,2
CALL00519,CUST00300,AG001,2026-01-24 12:00:00,Phone,Product Query,4,No Response,2
CALL00520,CUST00420,AG001,2026-01-25 06:00:00,Chat,Technical Support,31,Escalated,2
CALL00521,CUST00453,AG002,2026-01-26 00:00:00,Chat,Product Query,42,No Response,1
CALL00522,CUST00488,AG002,2026-01-26 18:00:00,Phone,Cancellation,38,Resolved,5
CALL00523,CUST00037,AG005,2026-01-27 12:00:00,Email,Technical Support,33,Resolved,1
CALL00524,CUST00161,AG002,2026-01-28 06:00:00,Email,Complaint,6,Follow-up Required,3
CALL00525,CUST00466,AG003,2026-01-29 00:00:00,Chat,Product Query,8,No Response,1
CALL00526,CUST00383,AG001,2026-01-29 18:00:00,Email,Product Query,28,Follow-up Required,3
CALL00527,CUST00275,AG002,2026-01-30 12:00:00,Chat,Product Query,15,Follow-up Required,4
CALL00528,CUST00435,AG003,2026-01-31 06:00:00,Email,Cancellation,31,No Response,3
CALL00529,CUST00288,AG002,2026-02-01 00:00:00,Email,Billing,8,Resolved,1
CALL00530,CUST00106,AG003,2026-02-01 18:00:00,Phone,Complaint,54,Resolved,1
CALL00531,CUST00022,AG004,2026-02-02 12:00:00,Email,Technical Support,6,Resolved,3
CALL00532,CUST00233,AG003,2026-02-03 06:00:00,Chat,Product Query,29,Escalated,1
CALL00533,CUST00122,AG005,2026-02-04 00:00:00,Phone,Cancellation,51,Escalated,3
CALL00534,CUST00129,AG003,2026-02-04 18:00:00,Email,Product Query,46,Follow-up Required,2
CALL00535,CUST00310,AG002,2026-02-05 12:00:00,Phone,Technical Support,34,Escalated,5
CALL00536,CUST00217,AG004,2026-02-06 06:00:00,Email,Complaint,7,Escalated,3
CALL00537,CUST00148,AG004,2026-02-07 00:00:00,Chat,Product Query,40,No Response,2
CALL00538,CUST00058,AG003,2026-02-07 18:00:00,Chat,Cancellation,10,Follow-up Required,2
CALL00539,CUST00419,AG002,2026-02-08 12:00:00,Phone,Cancellation,13,Follow-up Required,2
CALL00540,CUST00237,AG004,2026-02-09 06:00:00,Email,Billing,22,No Response,2
CALL00541,CUST00070,AG003,2026-02-10 00:00:00,Email,Cancellation,21,Resolved,3
CALL00542,CUST00454,AG003,2026-02-10 18:00:00,Phone,Billing,52,No Response,1
CALL00543,CUST00189,AG003,2026-02-11 12:00:00,Phone,Complaint,1,Resolved,2
CALL00544,CUST00242,AG004,2026-02-12 06:00:00,Chat,Technical Support,41,Follow-up Required,4
CALL00545,CUST00063,AG001,2026-02-13 00:00:00,Phone,Billing,59,Follow-up Required,2
CALL00546,CUST00485,AG002,2026-02-13 18:00:00,Email,Product Query,42,Escalated,1
CALL00547,CUST00241,AG005,2026-02-14 12:00:00,Phone,Product Query,52,Escalated,1
CALL00548,CUST00445,AG005,2026-02-15 06:00:00,Chat,Technical Support,2,No Response,5
CALL00549,CUST00185,AG002,2026-02-16 00:00:00,Phone,Cancellation,52,Escalated,5
CALL00550,CUST00259,AG001,2026-02-16 18:00:00,Email,Product Query,29,Follow-up Required,2
CALL00551,CUST00229,AG002,2026-02-17 12:00:00,Phone,Billing,11,Follow-up Required,2
CALL00552,CUST00223,AG003,2026-02-18 06:00:00,Phone,Technical Support,37,Resolved,5
CALL00553,CUST00099,AG002,2026-02-19 00:00:00,Phone,Product Query,50,Escalated,2
CALL00554,CUST00247,AG002,2026-02-19 18:00:00,Chat,Cancellation,7,Resolved,4
CALL00555,CUST00045,AG004,2026-02-20 12:00:00,Chat,Cancellation,35,Follow-up Required,3
CALL00556,CUST00399,AG005,2026-02-21 06:00:00,Chat,Product Query,30,Escalated,5
CALL00557,CUST00273,AG005,2026-02-22 00:00:00,Chat,Technical Support,16,Resolved,5
CALL00558,CUST00399,AG003,2026-02-22 18:00:00,Email,Complaint,15,Follow-up Required,1
CALL00559,CUST00005,AG003,2026-02-23 12:00:00,Email,Product Query,40,Resolved,2
CALL00560,CUST00470,AG004,2026-02-24 06:00:00,Chat,Cancellation,20,Escalated,5
CALL00561,CUST00430,AG003,2026-02-25 00:00:00,Chat,Complaint,28,Resolved,5
CALL00562,CUST00011,AG001,2026-02-25 18:00:00,Chat,Technical Support,59,Resolved,4
CALL00563,CUST00448,AG004,2026-02-26 12:00:00,Phone,Cancellation,37,Follow-up Required,2
CALL00564,CUST00348,AG004,2026-02-27 06:00:00,Email,Technical Support,3,Escalated,3
CALL00565,CUST00398,AG002,2026-02-28 00:00:00,Phone,Product Query,29,No Response,4
CALL00566,CUST00039,AG002,2026-02-28 18:00:00,Chat,Technical Support,59,No Response,3
CALL00567,CUST00451,AG001,2026-03-01 12:00:00,Email,Cancellation,37,Resolved,1
CALL00568,CUST00439,AG004,2026-03-02 06:00:00,Chat,Product Query,9,Follow-up Required,5
CALL00569,CUST00500,AG004,2026-03-03 00:00:00,Phone,Cancellation,27,Escalated,4
CALL00570,CUST00042,AG002,2026-03-03 18:00:00,Email,Cancellation,32,Follow-up Required,3
CALL00571,CUST00203,AG005,2026-03-04 12:00:00,Phone,Complaint,48,Escalated,2
CALL00572,CUST00094,AG005,2026-03-05 06:00:00,Email,Billing,46,Follow-up Required,1
CALL00573,CUST00486,AG002,2026-03-06 00:00:00,Chat,Technical Support,50,No Response,1
CALL00574,CUST00005,AG003,2026-03-06 18:00:00,Email,Technical Support,39,No Response,5
CALL00575,CUST00052,AG004,2026-03-07 12:00:00,Phone,Complaint,31,No Response,5
CALL00576,CUST00150,AG001,2026-03-08 06:00:00,Phone,Technical Support,47,Follow-up Required,3
CALL00577,CUST00205,AG005,2026-03-09 00:00:00,Phone,Complaint,26,Follow-up Required,3
CALL00578,CUST00300,AG003,2026-03-09 18:00:00,Phone,Technical Support,40,Resolved,1
CALL00579,CUST00499,AG004,2026-03-10 12:00:00,Chat,Technical Support,3,No Response,3
CALL00580,CUST00371,AG003,2026-03-11 06:00:00,Phone,Cancellation,11,Resolved,5
CALL00581,CUST00469,AG004,2026-03-12 00:00:00,Chat,Complaint,52,Follow-up Required,1
CALL00582,CUST00187,AG004,2026-03-12 18:00:00,Email,Technical Support,29,Escalated,1
CALL00583,CUST00485,AG002,2026-03-13 12:00:00,Phone,Billing,27,No Response,2
CALL00584,CUST00153,AG002,2026-03-14 06:00:00,Email,Complaint,58,No Response,2
CALL00585,CUST00383,AG001,2026-03-15 00:00:00,Email,Complaint,50,No Response,3
CALL00586,CUST00116,AG001,2026-03-15 18:00:00,Chat,Complaint,47,No Response,3
