lead_id,customer_id,lead_source,lead_date,lead_status,lead_score,sales_agent
LEAD00399,CUST00387,Referral,2025-05-31,Qualified,99,Agent B
LEAD00400,CUST00293,Event,2025-04-25,Lost,55,Agent C
LEAD00401,CUST00126,Referral,2025-03-05,Qualified,56,Agent C
LEAD00402,CUST00296,Advertisement,2025-12-09,Lost,90,Agent E
LEAD00403,CUST00072,Event,2026-03-03,Qualified,42,Agent A
LEAD00404,CUST00296,Email,2025-12-29,Lost,60,Agent B
LEAD00405,CUST00236,Event,2026-02-11,Qualified,99,Agent C
LEAD00406,CUST00056,Advertisement,2025-12-18,Qualified,47,Agent B
LEAD00407,CUST00407,Social Media,2025-06-07,Contacted,67,Agent D
LEAD00408,CUST00360,Referral,2025-03-18,Lost,57,Agent C
LEAD00409,CUST00395,Advertisement,2026-05-06,Lost,50,Agent C
LEAD00410,CUST00110,Social Media,2025-05-26,Lost,33,Agent D
LEAD00411,CUST00192,Event,2025-12-09,New,92,Agent E
LEAD00412,CUST00392,Event,2026-04-08,Qualified,96,Agent C
LEAD00413,CUST00093,Advertisement,2025-08-13,Lost,48,Agent B
LEAD00414,CUST00350,Email,2026-02-09,New,70,Agent A
LEAD00415,CUST00056,Event,2025-11-09,Contacted,68,Agent B
LEAD00416,CUST00060,Email,2025-04-13,Lost,62,Agent E
LEAD00417,CUST00138,Email,2026-02-11,Lost,91,Agent A
LEAD00418,CUST00039,Email,2025-12-13,New,24,Agent B
LEAD00419,CUST00028,Website,2025-10-28,Qualified,61,Agent B
LEAD00420,CUST00049,Social Media,2026-03-04,Contacted,26,Agent D
LEAD00421,CUST00420,Social Media,2026-04-11,Lost,61,Agent E
LEAD00422,CUST00125,Event,2025-03-29,Qualified,55,Agent D
LEAD00423,CUST00013,Event,2026-01-06,Contacted,46,Agent A
LEAD00424,CUST00480,Email,2025-10-30,Converted,77,Agent D
LEAD00425,CUST00036,Website,2025-06-17,Converted,65,Agent E
LEAD00426,CUST00101,Email,2026-03-11,Contacted,85,Agent C
LEAD00427,CUST00282,Website,2025-06-19,New,44,Agent C
LEAD00428,CUST00086,Email,2025-05-15,Contacted,92,Agent A
LEAD00429,CUST00004,Referral,2025-02-19,Contacted,46,Agent C
LEAD00430,CUST00223,Referral,2026-03-08,New,20,Agent D
LEAD00431,CUST00338,Advertisement,2025-12-06,New,93,Agent A
LEAD00432,CUST00448,Email,2025-12-13,Qualified,61,Agent E
LEAD00433,CUST00166,Event,2025-05-14,Qualified,71,Agent A
LEAD00434,CUST00383,Social Media,2025-12-13,New,44,Agent A
LEAD00435,CUST00344,Advertisement,2025-05-17,Converted,73,Agent B
LEAD00436,CUST00383,Event,2025-09-02,Converted,86,Agent B
LEAD00437,CUST00376,Referral,2025-04-19,Contacted,25,Agent A
LEAD00438,CUST00471,Email,2025-11-09,Lost,77,Agent C
LEAD00439,CUST00278,Advertisement,2025-10-14,Contacted,89,Agent B
LEAD00440,CUST00130,Email,2025-01-21,Contacted,72,Agent E
LEAD00441,CUST00031,Referral,2025-03-31,Lost,85,Agent D
LEAD00442,CUST00375,Advertisement,2025-10-23,New,77,Agent B
LEAD00443,CUST00011,Referral,2025-04-22,Converted,21,Agent A
LEAD00444,CUST00476,Website,2025-10-28,Contacted,95,Agent C
LEAD00445,CUST00302,Referral,2025-03-18,Lost,41,Agent D
LEAD00446,CUST00096,Email,2025-06-26,Qualified,56,Agent B
LEAD00447,CUST00190,Social Media,2025-12-09,Contacted,39,Agent C
LEAD00448,CUST00453,Referral,2025-05-28,Converted,43,Agent C
LEAD00449,CUST00192,Event,2025-04-11,New,84,Agent C
LEAD00450,CUST00486,Social Media,2025-09-03,Contacted,84,Agent A
LEAD00451,CUST00266,Website,2025-04-27,Contacted,100,Agent E
LEAD00452,CUST00424,Advertisement,2025-04-02,Lost,20,Agent C
LEAD00453,CUST00128,Advertisement,2026-02-05,Qualified,22,Agent D
LEAD00454,CUST00238,Social Media,2025-01-28,Qualified,65,Agent B
LEAD00455,CUST00408,Advertisement,2026-03-01,New,74,Agent D
LEAD00456,CUST00355,Referral,2026-03-26,Converted,94,Agent A
LEAD00457,CUST00428,Social Media,2025-01-25,New,83,Agent A
LEAD00458,CUST00112,Email,2025-02-27,Contacted,64,Agent D
LEAD00459,CUST00316,Referral,2026-05-13,Contacted,45,Agent E
LEAD00460,CUST00446,Referral,2025-10-24,Qualified,96,Agent A
LEAD00461,CUST00343,Referral,2025-05-14,Converted,84,Agent A
LEAD00462,CUST00145,Email,2025-11-27,Lost,43,Agent D
LEAD00463,CUST00065,Website,2025-09-06,Converted,93,Agent A
LEAD00464,CUST00247,Event,2025-02-07,Contacted,54,Agent E
LEAD00465,CUST00223,Advertisement,2026-01-25,Lost,43,Agent E
LEAD00466,CUST00479,Social Media,2026-03-05,Converted,47,Agent E
LEAD00467,CUST00490,Website,2025-03-16,Converted,99,Agent B
LEAD00468,CUST00313,Social Media,2025-05-22,Lost,35,Agent E
LEAD00469,CUST00439,Advertisement,2025-11-18,Contacted,78,Agent E
LEAD00470,CUST00106,Email,2025-06-17,Converted,100,Agent B
LEAD00471,CUST00181,Referral,2025-09-16,Lost,73,Agent C
LEAD00472,CUST00184,Referral,2026-01-08,Contacted,98,Agent A
LEAD00473,CUST00226,Email,2025-12-21,Lost,35,Agent E
LEAD00474,CUST00265,Website,2025-08-13,Lost,34,Agent A
LEAD00475,CUST00278,Website,2025-06-01,Converted,30,Agent D
LEAD00476,CUST00397,Social Media,2025-01-19,Contacted,84,Agent A
LEAD00477,CUST00089,Email,2025-05-26,Converted,98,Agent B
LEAD00478,CUST00176,Website,2026-03-24,New,87,Agent A
LEAD00479,CUST00018,Email,2025-08-29,New,62,Agent A
LEAD00480,CUST00371,Advertisement,2026-01-07,Contacted,88,Agent A
LEAD00481,CUST00460,Referral,2026-01-16,Lost,32,Agent C
LEAD00482,CUST00424,Referral,2025-12-10,Converted,29,Agent C
LEAD00483,CUST00401,Referral,2025-08-25,Converted,94,Agent D
LEAD00484,CUST00399,Email,2025-02-04,Contacted,60,Agent B
LEAD00485,CUST00106,Email,2025-07-09,Contacted,69,Agent A
LEAD00486,CUST00271,Social Media,2025-01-01,New,90,Agent A
LEAD00487,CUST00463,Referral,2026-04-29,Qualified,78,Agent A
LEAD00488,CUST00319,Social Media,2025-06-02,Contacted,58,Agent A
LEAD00489,CUST00167,Referral,2026-03-05,Qualified,22,Agent C
LEAD00490,CUST00013,Social Media,2026-03-09,Contacted,95,Agent D
LEAD00491,CUST00337,Social Media,2025-05-06,Lost,26,Agent E
LEAD00492,CUST00032,Advertisement,2026-05-06,Lost,68,Agent B
LEAD00493,CUST00393,Social Media,2026-04-27,New,45,Agent A
LEAD00494,CUST00040,Email,2025-12-11,New,52,Agent D
LEAD00495,CUST00148,Social Media,2026-02-04,Qualified,67,Agent E
LEAD00496,CUST00218,Referral,2025-08-14,Contacted,98,Agent D
LEAD00497,CUST00219,Social Media,2025-08-09,Converted,21,Agent C
LEAD00498,CUST00469,Website,2026-02-07,New,90,Agent E
LEAD00499,CUST00082,Event,2026-02-11,Converted,51,Agent D
LEAD00500,CUST00333,Referral,2025-07-30,Converted,23,Agent C
LEAD00501,CUST00208,Website,2025-01-25,Contacted,39,Agent D
LEAD00502,CUST00201,Referral,2025-01-16,Qualified,55,Agent D
LEAD00503,CUST00447,Email,2025-07-01,Contacted,51,Agent E
LEAD00504,CUST00332,Event,2026-05-14,New,47,Agent C
LEAD00505,CUST00428,Event,2025-11-25,Converted,96,Agent A
LEAD00506,CUST00038,Email,2025-05-09,Contacted,20,Agent B
LEAD00507,CUST00211,Event,2025-02-11,Contacted,79,Agent E
LEAD00508,CUST00444,Email,2026-02-07,Contacted,75,Agent C
LEAD00509,CUST00327,Website,2026-04-26,New,54,Agent D
LEAD00510,CUST00249,Advertisement,2026-02-22,Qualified,49,Agent C
LEAD00511,CUST00227,Referral,2025-12-02,Contacted,73,Agent B
LEAD00512,CUST00048,Email,2025-08-24,New,55,Agent B
LEAD00513,CUST00018,Referral,2025-12-26,Converted,74,Agent A
LEAD00514,CUST00400,Website,2026-03-15,Lost,99,Agent A
LEAD00515,CUST00439,Advertisement,2026-02-06,New,77,Agent B
LEAD00516,CUST00295,Website,2025-02-03,Lost,84,Agent E
LEAD00517,CUST00196,Event,2025-12-11,Contacted,88,Agent E
LEAD00518,CUST00187,Referral,2026-01-16,Contacted,70,Agent D
LEAD00519,CUST00345,Advertisement,2025-02-14,New,41,Agent A
LEAD00520,CUST00224,Event,2025-05-14,Lost,72,Agent D
LEAD00521,CUST00318,Advertisement,2025-01-21,Contacted,55,Agent A
LEAD00522,CUST00488,Event,2025-05-02,Converted,87,Agent B
LEAD00523,CUST00397,Website,2025-03-11,Qualified,55,Agent E
LEAD00524,CUST00365,Email,2025-12-18,Qualified,71,Agent E
LEAD00525,CUST00337,Referral,2025-12-27,Contacted,72,Agent B
LEAD00526,CUST00497,Social Media,2025-02-17,Lost,69,Agent D
LEAD00527,CUST00229,Social Media,2026-05-06,Contacted,99,Agent D
LEAD00528,CUST00390,Website,2025-02-08,Lost,60,Agent C
LEAD00529,CUST00467,Referral,2025-10-14,Converted,37,Agent A
LEAD00530,CUST00077,Referral,2026-05-05,Lost,41,Agent D
LEAD00531,CUST00188,Website,2025-01-10,Contacted,85,Agent B
LEAD00532,CUST00346,Referral,2025-01-30,Converted,40,Agent D
LEAD00533,CUST00270,Email,2025-09-01,New,63,Agent E
LEAD00534,CUST00095,Website,2025-10-01,Qualified,66,Agent A
LEAD00535,CUST00310,Email,2026-03-20,Contacted,58,Agent C
LEAD00536,CUST00132,Referral,2025-03-29,Contacted,48,Agent A
LEAD00537,CUST00039,Website,2025-09-01,Contacted,73,Agent E
LEAD00538,CUST00072,Referral,2026-01-16,Converted,36,Agent E
LEAD00539,CUST00281,Website,2025-11-25,New,99,Agent E
LEAD00540,CUST00333,Referral,2026-04-24,Lost,79,Agent E
LEAD00541,CUST00160,Email,2025-01-15,New,50,Agent B
LEAD00542,CUST00187,Email,2025-01-04,Converted,92,Agent C
LEAD00543,CUST00486,Referral,2025-07-10,Contacted,97,Agent E
LEAD00544,CUST00191,Website,2025-06-17,Qualified,68,Agent E
LEAD00545,CUST00422,Social Media,2025-01-09,Contacted,21,Agent D
LEAD00546,CUST00120,Email,2025-04-19,Lost,67,Agent C
LEAD00547,CUST00220,Email,2025-05-17,Qualified,33,Agent A
LEAD00548,CUST00053,Event,2025-06-03,Contacted,78,Agent C
LEAD00549,CUST00222,Social Media,2026-01-23,Qualified,77,Agent C
LEAD00550,CUST00451,Referral,2025-07-28,New,77,Agent C
LEAD00551,CUST00412,Website,2025-09-29,Converted,70,Agent E
LEAD00552,CUST00131,Event,2025-05-23,Contacted,21,Agent E
LEAD00553,CUST00237,Referral,2025-04-09,Lost,60,Agent B
LEAD00554,CUST00246,Advertisement,2026-01-12,New,35,Agent A
LEAD00555,CUST00226,Email,2025-11-04,Contacted,23,Agent D
LEAD00556,CUST00208,Advertisement,2025-03-10,New,31,Agent C
LEAD00557,CUST00406,Email,2025-09-04,Lost,48,Agent A
LEAD00558,CUST00096,Email,2025-09-18,Contacted,26,Agent A
LEAD00559,CUST00422,Advertisement,2025-10-03,Lost,33,Agent B
LEAD00560,CUST00200,Advertisement,2025-03-20,Qualified,31,Agent D
LEAD00561,CUST00247,Referral,2025-05-26,Lost,24,Agent C
LEAD00562,CUST00072,Event,2025-04-21,Qualified,100,Agent D
LEAD00563,CUST00318,Event,2025-09-15,Contacted,51,Agent B
LEAD00564,CUST00185,Advertisement,2025-04-03,Qualified,93,Agent E
LEAD00565,CUST00006,Referral,2025-01-13,Contacted,62,Agent A
LEAD00566,CUST00206,Event,2025-09-17,Contacted,100,Agent C
LEAD00567,CUST00032,Referral,2026-03-02,Converted,88,Agent E
LEAD00568,CUST00099,Referral,2025-04-19,Contacted,64,Agent B
LEAD00569,CUST00394,Email,2025-11-26,Qualified,28,Agent D
LEAD00570,CUST00387,Event,2025-07-08,Converted,68,Agent A
LEAD00571,CUST00256,Event,2025-04-05,Converted,52,Agent C
LEAD00572,CUST00187,Email,2025-04-15,Contacted,37,Agent E
LEAD00573,CUST00076,Advertisement,2025-01-08,Lost,28,Agent E
LEAD00574,CUST00177,Email,2025-03-08,Lost,81,Agent A
LEAD00575,CUST00315,Event,2026-05-11,Converted,76,Agent D
LEAD00576,CUST00287,Event,2025-07-10,Contacted,48,Agent B
LEAD00577,CUST00349,Advertisement,2026-01-01,Lost,97,Agent D
LEAD00578,CUST00255,Email,2025-09-13,Contacted,44,Agent D
LEAD00579,CUST00325,Website,2025-01-09,Contacted,34,Agent D
LEAD00580,CUST00190,Website,2026-04-23,Converted,25,Agent A
LEAD00581,CUST00308,Advertisement,2025-04-27,Converted,61,Agent A
LEAD00582,CUST00345,Email,2025-09-24,New,48,Agent B
LEAD00583,CUST00127,Email,2025-04-09,Lost,98,Agent D
LEAD00584,CUST00425,Referral,2026-04-30,Lost,23,Agent A
LEAD00585,CUST00287,Event,2025-10-25,Lost,76,Agent B
LEAD00586,CUST00254,Social Media,2026-02-01,Qualified,68,Agent B
LEAD00587,CUST00213,Advertisement,2025-06-13,Contacted,63,Agent D
LEAD00588,CUST00250,Social Media,2026-01-11,Converted,99,Agent C
LEAD00589,CUST00084,Social Media,2025-05-21,Lost,94,Agent D
LEAD00590,CUST00487,Advertisement,2025-09-25,New,33,Agent C
LEAD00591,CUST00383,Email,2025-02-06,Lost,22,Agent B
LEAD00592,CUST00406,Advertisement,2025-03-15,Contacted,81,Agent A
LEAD00593,CUST00388,Social Media,2025-03-14,Contacted,83,Agent E
LEAD00594,CUST00013,Event,2025-11-04,Converted,64,Agent B
LEAD00595,CUST00045,Event,2025-07-18,Qualified,77,Agent A
LEAD00596,CUST00127,Event,2025-05-10,Converted,39,Agent B
LEAD00597,CUST00426,Email,2025-09-03,Lost,77,Agent D
LEAD00598,CUST00114,Website,2025-11-08,New,76,Agent C
LEAD00599,CUST00433,Advertisement,2025-03-01,Converted,96,Agent B
LEAD00600,CUST00276,Event,2025-10-06,Qualified,87,Agent A
LEAD00601,CUST00500,Advertisement,2025-04-13,Converted,97,Agent D
LEAD00602,CUST00205,Event,2025-10-23,Contacted,71,Agent E
LEAD00603,CUST00337,Email,2025-11-16,Lost,56,Agent D
LEAD00604,CUST00438,Website,2026-05-02,Lost,27,Agent C
LEAD00605,CUST00420,Website,2025-12-07,Lost,63,Agent D
LEAD00606,CUST00481,Event,2025-05-31,Lost,24,Agent E
LEAD00607,CUST00385,Email,2025-06-06,Lost,88,Agent A
LEAD00608,CUST00399,Referral,2025-07-25,Lost,50,Agent B
LEAD00609,CUST00461,Advertisement,2026-04-19,New,64,Agent C
LEAD00610,CUST00273,Advertisement,2025-06-28,Qualified,28,Agent E
LEAD00611,CUST00408,Social Media,2025-07-16,Lost,51,Agent C
LEAD00612,CUST00058,Email,2025-08-11,Qualified,52,Agent D
LEAD00613,CUST00328,Social Media,2025-03-30,Lost,86,Agent C
LEAD00614,CUST00498,Event,2025-10-14,Converted,49,Agent E
LEAD00615,CUST00219,Social Media,2026-03-10,Lost,95,Agent B
LEAD00616,CUST00109,Website,2025-10-03,Contacted,48,Agent B
LEAD00617,CUST00279,Advertisement,2025-08-24,New,22,Agent C
LEAD00618,CUST00174,Social Media,2025-07-02,Converted,76,Agent A
LEAD00619,CUST00328,Website,2025-07-28,Converted,49,Agent C
LEAD00620,CUST00264,Email,2026-05-08,Contacted,28,Agent D
LEAD00621,CUST00315,Social Media,2025-05-10,Lost,45,Agent B
LEAD00622,CUST00474,Event,2025-06-02,New,21,Agent B
LEAD00623,CUST00111,Event,2025-01-13,Converted,81,Agent B
LEAD00624,CUST00187,Event,2025-05-02,New,22,Agent A
LEAD00625,CUST00269,Advertisement,2025-12-25,Converted,65,Agent A
LEAD00626,CUST00423,Social Media,2025-08-08,Lost,87,Agent E
LEAD00627,CUST00229,Email,2025-04-16,Converted,44,Agent C
LEAD00628,CUST00497,Social Media,2026-01-10,Converted,70,Agent C
LEAD00629,CUST00156,Advertisement,2025-03-11,Qualified,32,Agent D
LEAD00630,CUST00473,Website,2025-07-14,Lost,63,Agent B
LEAD00631,CUST00189,Advertisement,2025-07-05,Contacted,54,Agent A
LEAD00632,CUST00272,Event,2025-04-09,Contacted,74,Agent D
LEAD00633,CUST00375,Website,2025-03-23,Lost,28,Agent D
LEAD00634,CUST00002,Event,2025-03-16,Contacted,21,Agent A
LEAD00635,CUST00246,Referral,2026-01-09,Lost,80,Agent C
LEAD00636,CUST00210,Advertisement,2025-12-06,Contacted,60,Agent B
LEAD00637,CUST00401,Advertisement,2025-07-11,Qualified,63,Agent C
LEAD00638,CUST00286,Email,2025-11-21,Contacted,83,Agent D
LEAD00639,CUST00359,Social Media,2026-04-12,Converted,50,Agent B
LEAD00640,CUST00013,Website,2025-08-02,Lost,66,Agent E
LEAD00641,CUST00096,Website,2025-11-11,New,21,Agent D
LEAD00642,CUST00498,Email,2026-03-20,New,96,Agent C
LEAD00643,CUST00221,Email,2026-04-12,Lost,88,Agent C
LEAD00644,CUST00238,Social Media,2026-01-17,Qualified,77,Agent C
LEAD00645,CUST00094,Event,2026-01-02,Contacted,63,Agent A
LEAD00646,CUST00338,Social Media,2025-11-14,Qualified,93,Agent D
LEAD00647,CUST00269,Advertisement,2025-05-24,New,75,Agent B
LEAD00648,CUST00171,Event,2026-01-19,Lost,62,Agent C
LEAD00649,CUST00469,Referral,2025-08-04,Lost,53,Agent C
LEAD00650,CUST00094,Social Media,2025-12-27,Qualified,49,Agent A
LEAD00651,CUST00149,Email,2025-11-20,Qualified,90,Agent B
LEAD00652,CUST00112,Event,2025-01-15,Contacted,89,Agent D
LEAD00653,CUST00055,Social Media,2025-08-05,Converted,74,Agent E
LEAD00654,CUST00337,Website,2026-05-07,Converted,86,Agent A
LEAD00655,CUST00424,Referral,2026-03-15,Contacted,32,Agent D
LEAD00656,CUST00467,Advertisement,2025-02-04,Converted,22,Agent E
LEAD00657,CUST00116,Website,2025-07-02,New,45,Agent C
LEAD00658,CUST00143,Website,2025-09-27,Converted,76,Agent C
LEAD00659,CUST00201,Referral,2026-03-09,Contacted,43,Agent B
LEAD00660,CUST00180,Advertisement,2026-04-12,Converted,72,Agent E
LEAD00661,CUST00202,Email,2025-12-24,Lost,89,Agent C
LEAD00662,CUST00364,Event,2025-04-10,Qualified,62,Agent C
LEAD00663,CUST00479,Advertisement,2025-01-07,New,79,Agent B
LEAD00664,CUST00053,Social Media,2025-01-30,Lost,77,Agent D
LEAD00665,CUST00471,Website,2026-04-12,Lost,68,Agent C
LEAD00666,CUST00384,Social Media,2025-11-01,Contacted,61,Agent A
LEAD00667,CUST00180,Email,2026-04-18,Qualified,95,Agent A
LEAD00668,CUST00414,Social Media,2025-05-24,Qualified,85,Agent D
LEAD00669,CUST00417,Advertisement,2025-04-21,New,30,Agent E
LEAD00670,CUST00313,Social Media,2025-08-20,Contacted,37,Agent B
LEAD00671,CUST00308,Email,2025-06-28,New,71,Agent A
LEAD00672,CUST00137,Email,2025-03-13,Converted,65,Agent A
LEAD00673,CUST00182,Email,2025-07-29,Lost,63,Agent D
LEAD00674,CUST00367,Advertisement,2025-08-08,New,41,Agent E
LEAD00675,CUST00001,Email,2025-03-21,Lost,72,Agent E
LEAD00676,CUST00044,Website,2026-05-15,Contacted,78,Agent D
LEAD00677,CUST00227,Email,2025-03-24,Converted,49,Agent A
LEAD00678,CUST00331,Social Media,2025-02-11,Contacted,27,Agent B
LEAD00679,CUST00098,Event,2025-09-30,Converted,76,Agent A
LEAD00680,CUST00208,Social Media,2025-07-10,Converted,92,Agent E
LEAD00681,CUST00265,Event,2025-06-22,Lost,39,Agent A
LEAD00682,CUST00288,Social Media,2026-04-06,Contacted,44,Agent B
LEAD00683,CUST00271,Advertisement,2025-01-07,Contacted,38,Agent C
LEAD00684,CUST00140,Social Media,2025-06-04,New,24,Agent A
LEAD00685,CUST00481,Advertisement,2025-01-10,Contacted,94,Agent D
LEAD00686,CUST00237,Advertisement,2025-02-03,New,98,Agent C
LEAD00687,CUST00462,Email,2025-02-05,Qualified,91,Agent D
LEAD00688,CUST00441,Website,2026-02-13,Qualified,46,Agent D
LEAD00689,CUST00392,Event,2025-01-06,Qualified,59,Agent D
LEAD00690,CUST00072,Email,2026-02-12,Contacted,45,Agent A
LEAD00691,CUST00155,Email,2026-02-06,Contacted,46,Agent E
LEAD00692,CUST00190,Advertisement,2025-08-03,New,81,Agent C
LEAD00693,CUST00268,Advertisement,2025-05-14,Converted,69,Agent B
LEAD00694,CUST00321,Event,2025-10-12,New,61,Agent E
LEAD00695,CUST00107,Social Media,2025-05-06,Qualified,48,Agent A
LEAD00696,CUST00232,Social Media,2026-02-13,New,58,Agent D
LEAD00697,CUST00042,Email,2026-03-15,Converted,79,Agent B
LEAD00698,CUST00190,Referral,2025-12-03,Contacted,60,Agent C
LEAD00699,CUST00371,Referral,2025-06-23,New,52,Agent E
LEAD00700,CUST00139,Social Media,2025-06-01,Qualified,35,Agent E
LEAD00701,CUST00103,Referral,2025-11-27,Qualified,42,Agent B
LEAD00702,CUST00171,Social Media,2025-01-26,Contacted,26,Agent A
LEAD00703,CUST00351,Advertisement,2026-01-18,New,45,Agent C
LEAD00704,CUST00273,Email,2025-04-25,Converted,31,Agent B
LEAD00705,CUST00481,Website,2026-01-17,Contacted,91,Agent D
LEAD00706,CUST00416,Email,2026-04-27,New,24,Agent C
LEAD00707,CUST00221,Social Media,2025-10-11,Lost,88,Agent E
LEAD00708,CUST00213,Social Media,2026-01-22,Qualified,68,Agent B
LEAD00709,CUST00341,Email,2025-03-16,Converted,45,Agent E
LEAD00710,CUST00424,Event,2025-06-15,Converted,24,Agent E
LEAD00711,CUST00407,Social Media,2025-07-08,Converted,41,Agent E
LEAD00712,CUST00056,Referral,2025-03-19,Qualified,98,Agent A
LEAD00713,CUST00390,Referral,2026-03-11,New,32,Agent E
LEAD00714,CUST00342,Social Media,2025-03-31,Contacted,47,Agent D
LEAD00715,CUST00434,Social Media,2025-06-25,New,52,Agent D
LEAD00716,CUST00102,Event,2025-01-21,Contacted,42,Agent C
LEAD00717,CUST00421,Referral,2025-02-23,Converted,37,Agent E
LEAD00718,CUST00493,Social Media,2025-07-03,New,49,Agent E
LEAD00719,CUST00192,Social Media,2025-12-25,Converted,45,Agent B
LEAD00720,CUST00499,Event,2025-08-10,Lost,35,Agent A
LEAD00721,CUST00310,Event,2025-11-11,Converted,96,Agent C
LEAD00722,CUST00200,Email,2025-11-24,Converted,58,Agent E
LEAD00723,CUST00233,Event,2025-06-28,Contacted,52,Agent B
LEAD00724,CUST00433,Website,2025-10-03,Lost,45,Agent A
LEAD00725,CUST00227,Referral,2025-04-22,Converted,67,Agent C
LEAD00726,CUST00371,Email,2025-08-12,Converted,84,Agent C
LEAD00727,CUST00139,Website,2025-08-02,Lost,57,Agent E
LEAD00728,CUST00344,Social Media,2025-02-28,Lost,21,Agent C
LEAD00729,CUST00305,Social Media,2025-11-23,New,25,Agent B
LEAD00730,CUST00149,Email,2026-01-28,Contacted,65,Agent C
LEAD00731,CUST00115,Event,2025-04-19,Lost,69,Agent D
LEAD00732,CUST00450,Social Media,2026-01-20,Lost,57,Agent B
LEAD00733,CUST00063,Advertisement,2025-06-06,Qualified,37,Agent A
LEAD00734,CUST00104,Email,2025-07-10,Lost,46,Agent A
LEAD00735,CUST00339,Website,2025-07-19,Contacted,60,Agent E
LEAD00736,CUST00359,Email,2025-11-08,Converted,91,Agent E
LEAD00737,CUST00156,Referral,2025-07-15,Converted,93,Agent D
LEAD00738,CUST00273,Event,2025-02-04,Converted,36,Agent A
LEAD00739,CUST00006,Event,2026-01-14,Converted,81,Agent A
LEAD00740,CUST00147,Email,2026-01-22,Qualified,48,Agent A
LEAD00741,CUST00184,Social Media,2025-09-03,Lost,77,Agent A
LEAD00742,CUST00486,Social Media,2025-08-25,Converted,89,Agent C
LEAD00743,CUST00028,Advertisement,2025-04-14,New,97,Agent B
LEAD00744,CUST00450,Advertisement,2025-01-07,Converted,41,Agent B
LEAD00745,CUST00038,Event,2025-10-10,Lost,25,Agent D
LEAD00746,CUST00119,Advertisement,2025-01-01,Converted,45,Agent C
LEAD00747,CUST00293,Website,2025-08-07,Qualified,58,Agent A
LEAD00748,CUST00371,Advertisement,2026-04-09,Contacted,31,Agent A
LEAD00749,CUST00244,Website,2025-08-18,Contacted,33,Agent E
LEAD00750,CUST00068,Advertisement,2026-03-31,Lost,41,Agent E
LEAD00751,CUST00214,Event,2025-06-21,Contacted,70,Agent D
LEAD00752,CUST00218,Event,2025-03-28,Contacted,42,Agent A
LEAD00753,CUST00177,Website,2025-02-10,New,67,Agent D
LEAD00754,CUST00299,Email,2025-05-03,Lost,90,Agent C
LEAD00755,CUST00164,Event,2025-11-27,Lost,69,Agent B
LEAD00756,CUST00058,Email,2025-10-25,Contacted,32,Agent A
LEAD00757,CUST00269,Social Media,2026-01-08,Contacted,29,Agent C
LEAD00758,CUST00308,Website,2026-02-21,Contacted,74,Agent A
LEAD00759,CUST00058,Event,2025-06-27,Qualified,28,Agent E
LEAD00760,CUST00288,Referral,2025-03-04,Converted,98,Agent D
LEAD00761,CUST00465,Social Media,2026-04-29,Qualified,71,Agent E
LEAD00762,CUST00105,Email,2025-06-14,Lost,21,Agent B
LEAD00763,CUST00228,Event,2026-05-04,New,44,Agent E
LEAD00764,CUST00247,Website,2025-07-06,Converted,32,Agent A
LEAD00765,CUST00188,Advertisement,2026-01-18,New,70,Agent E
LEAD00766,CUST00494,Referral,2025-07-28,Lost,77,Agent A
LEAD00767,CUST00083,Email,2025-08-15,Lost,53,Agent B
LEAD00768,CUST00186,Social Media,2026-03-08,New,54,Agent E
LEAD00769,CUST00252,Website,2026-01-24,New,22,Agent D
LEAD00770,CUST00355,Referral,2025-02-17,New,78,Agent D
LEAD00771,CUST00238,Website,2025-08-12,Lost,89,Agent D
LEAD00772,CUST00360,Event,2025-01-03,Contacted,67,Agent E
LEAD00773,CUST00184,Advertisement,2026-01-07,New,83,Agent E
LEAD00774,CUST00284,Social Media,2025-06-24,Converted,38,Agent E
LEAD00775,CUST00385,Website,2026-03-22,Lost,86,Agent A
LEAD00776,CUST00426,Email,2025-04-09,Qualified,92,Agent B
LEAD00777,CUST00210,Event,2025-04-26,Qualified,95,Agent D
LEAD00778,CUST00304,Event,2025-09-27,Converted,24,Agent A
LEAD00779,CUST00296,Social Media,2026-03-23,Contacted,86,Agent D
LEAD00780,CUST00097,Event,2026-01-03,New,30,Agent A
LEAD00781,CUST00447,Email,2025-09-10,Lost,87,Agent E
LEAD00782,CUST00460,Website,2025-11-13,New,88,Agent D
LEAD00783,CUST00456,Social Media,2026-02-19,Lost,20,Agent E
LEAD00784,CUST00472,Event,2025-04-05,Qualified,82,Agent D
LEAD00785,CUST00208,Event,2025-09-30,New,48,Agent C
LEAD00786,CUST00370,Email,2026-01-15,Converted,31,Agent A
LEAD00787,CUST00388,Advertisement,2025-01-24,Contacted,96,Agent C
LEAD00788,CUST00422,Advertisement,2025-04-26,Converted,60,Agent A
LEAD00789,CUST00492,Event,2025-05-31,Contacted,21,Agent B
LEAD00790,CUST00411,Website,2025-12-04,New,56,Agent D
LEAD00791,CUST00137,Social Media,2025-02-19,New,64,Agent B
LEAD00792,CUST00367,Event,2025-07-25,Contacted,99,Agent B
LEAD00793,CUST00400,Referral,2026-05-13,Qualified,67,Agent A
LEAD00794,CUST00184,Social Media,2025-12-01,Lost,43,Agent C
LEAD00795,CUST00076,Advertisement,2025-03-20,Converted,41,Agent E
LEAD00796,CUST00287,Event,2025-03-11,Converted,30,Agent A
