engagement_id,campaign_id,customer_id,platform,post_date,post_type,impressions,clicks,likes,comments,shares,engagement_rate
SOC00263,CAMP00187,CUST00364,YouTube,2025-05-10,Reel,181017,7561,512,2349,4286,0.0813
SOC00264,CAMP00438,CUST00616,Facebook,2025-06-06,Video,135593,10398,6387,308,949,0.1331
SOC00265,CAMP00814,CUST00963,Facebook,2026-01-20,Image,30493,7735,11940,621,3903,0.5
SOC00266,CAMP01157,CUST01366,YouTube,2025-07-23,Story,29436,3490,6846,159,3077,0.4611
SOC00267,CAMP01876,CUST01595,Facebook,2025-10-27,Reel,81923,12466,11335,909,3147,0.34
SOC00268,CAMP01235,CUST01641,Instagram,2025-01-09,Video,62108,1970,1023,1112,3083,0.1157
SOC00269,CAMP00742,CUST01582,Instagram,2026-02-01,Image,44809,13856,8019,362,2494,0.5
SOC00270,CAMP01496,CUST01112,Instagram,2026-07-17,Story,95998,6590,2523,336,727,0.106
SOC00271,CAMP01511,CUST01564,Instagram,2026-08-03,Image,98670,7137,614,1406,4623,0.1397
SOC00272,CAMP00397,CUST00638,YouTube,2026-07-02,Reel,182380,10218,5493,420,3124,0.1056
SOC00273,CAMP01605,CUST00432,Instagram,2025-04-07,Story,156453,12527,7816,2188,4692,0.174
SOC00274,CAMP00946,CUST00730,X,2025-05-22,Reel,33379,10775,10838,2038,1537,0.5
SOC00275,CAMP01633,CUST00798,X,2025-05-13,Text,115888,2398,6632,1731,1267,0.1038
SOC00276,CAMP01192,CUST01031,Facebook,2026-04-24,Text,15450,10117,11273,1426,514,0.5
SOC00277,CAMP00109,CUST01821,X,2025-05-14,Text,198840,11407,6970,2635,2495,0.1182
SOC00278,CAMP00733,CUST01103,YouTube,2026-02-25,Reel,27486,9723,6813,1944,2777,0.5
SOC00279,CAMP00136,CUST01762,Facebook,2026-03-08,Image,189834,5861,2418,2684,3003,0.0736
SOC00280,CAMP00444,CUST01638,X,2026-07-16,Text,47653,2415,6878,1042,3421,0.2887
SOC00281,CAMP00161,CUST00289,YouTube,2025-01-19,Reel,199185,1468,11778,1590,4049,0.0948
SOC00282,CAMP00157,CUST01913,Instagram,2025-03-16,Video,122455,11878,6392,282,1312,0.1622
SOC00283,CAMP00786,CUST00571,YouTube,2025-07-20,Story,111204,13057,7519,1463,314,0.201
SOC00284,CAMP00557,CUST00401,X,2026-03-15,Video,7108,7108,3499,193,3880,0.5
SOC00285,CAMP01273,CUST00133,YouTube,2025-11-24,Video,145363,13358,10937,1111,3482,0.1987
SOC00286,CAMP01044,CUST01850,YouTube,2025-07-11,Story,7706,1042,5477,50,320,0.5
SOC00287,CAMP01797,CUST00379,Instagram,2025-01-09,Text,104649,13807,4730,729,3159,0.2143
SOC00288,CAMP00337,CUST01158,LinkedIn,2025-01-13,Story,177973,3842,6843,2589,1347,0.0822
SOC00289,CAMP00534,CUST00608,YouTube,2026-07-10,Story,150371,5652,8157,2156,3953,0.1325
SOC00290,CAMP01752,CUST00713,Facebook,2026-08-19,Image,24719,4003,10395,2893,2224,0.5
SOC00291,CAMP01858,CUST01134,LinkedIn,2026-07-28,Video,33983,5548,6584,2869,1495,0.4854
SOC00292,CAMP01414,CUST00377,YouTube,2026-03-15,Video,66227,2009,4142,449,2414,0.1361
SOC00293,CAMP01964,CUST00846,Facebook,2026-05-05,Story,145940,7441,3709,541,2229,0.0954
SOC00294,CAMP00204,CUST01311,Facebook,2025-10-30,Reel,72760,2133,2512,2838,3090,0.1453
SOC00295,CAMP01932,CUST01030,Facebook,2025-10-08,Story,120828,2534,3227,2420,3632,0.0978
SOC00296,CAMP00406,CUST01357,Facebook,2026-07-30,Reel,159146,13371,1791,790,1565,0.1101
SOC00297,CAMP01843,CUST01912,LinkedIn,2025-12-15,Reel,140574,1646,9300,933,2143,0.0997
SOC00298,CAMP00104,CUST01800,LinkedIn,2026-04-03,Video,182507,6756,3809,1934,811,0.0729
SOC00299,CAMP01825,CUST00436,Instagram,2025-01-16,Text,173395,7688,11612,1643,4827,0.1486
SOC00300,CAMP01712,CUST00654,LinkedIn,2025-04-28,Story,154519,6226,6071,1139,4839,0.1183
SOC00301,CAMP00827,CUST00138,Facebook,2026-04-25,Video,50069,7402,1230,1013,996,0.2125
SOC00302,CAMP00464,CUST01076,Instagram,2025-09-30,Text,100764,12155,11817,1856,578,0.2621
SOC00303,CAMP00187,CUST01242,YouTube,2025-01-08,Text,160127,5326,8058,2758,1546,0.1105
SOC00304,CAMP01935,CUST01280,X,2026-01-03,Story,108721,5473,2355,2528,28,0.0955
SOC00305,CAMP01859,CUST00142,Facebook,2026-01-10,Story,166581,2958,9072,2243,2406,0.1001
SOC00306,CAMP01953,CUST01557,X,2025-06-19,Text,88278,4783,595,2582,2715,0.1209
SOC00307,CAMP01645,CUST00475,Instagram,2025-02-23,Text,186200,13039,1033,176,2572,0.0903
SOC00308,CAMP00489,CUST01707,YouTube,2025-09-03,Reel,196068,3100,3259,2606,764,0.0496
SOC00309,CAMP01549,CUST00583,X,2026-04-17,Text,62510,2846,8358,1182,4654,0.2726
SOC00310,CAMP01851,CUST01473,LinkedIn,2025-01-05,Video,192246,1330,7324,793,3305,0.0663
SOC00311,CAMP01554,CUST00299,YouTube,2025-11-12,Story,81656,14704,3850,2596,4483,0.3139
SOC00312,CAMP00706,CUST00600,Instagram,2025-11-27,Story,152426,2998,11452,2330,3287,0.1317
SOC00313,CAMP01121,CUST00672,Facebook,2025-04-04,Reel,130289,3114,8744,243,1581,0.105
SOC00314,CAMP00666,CUST01007,YouTube,2025-09-30,Story,176287,12282,8114,1047,2515,0.1359
SOC00315,CAMP01340,CUST01046,YouTube,2025-02-09,Story,179170,13350,477,2007,177,0.0894
SOC00316,CAMP01819,CUST01063,Facebook,2025-07-30,Image,111433,8467,9440,541,1684,0.1807
SOC00317,CAMP00100,CUST01428,LinkedIn,2025-05-27,Text,26557,4447,1662,507,4360,0.4133
SOC00318,CAMP01188,CUST01959,LinkedIn,2025-10-26,Story,113014,8834,7421,925,3445,0.1825
SOC00319,CAMP00639,CUST00039,Facebook,2026-08-01,Image,123508,12174,3314,943,1519,0.1453
SOC00320,CAMP01370,CUST01074,YouTube,2025-05-12,Image,149202,5526,11561,1044,2960,0.1414
SOC00321,CAMP00895,CUST01954,LinkedIn,2025-03-14,Text,139230,11922,11636,2381,749,0.1917
SOC00322,CAMP00831,CUST00082,X,2025-11-28,Reel,70831,7383,7054,1690,1393,0.2473
SOC00323,CAMP00493,CUST01663,Facebook,2025-09-29,Text,165717,10330,6001,1337,1747,0.1172
SOC00324,CAMP01045,CUST01500,Facebook,2025-01-22,Video,132635,9890,8139,1851,571,0.1542
SOC00325,CAMP01011,CUST01676,Facebook,2025-06-12,Video,150209,6584,10583,2927,2601,0.1511
SOC00326,CAMP01549,CUST00789,Facebook,2026-01-17,Story,85151,6257,11804,1196,661,0.2339
SOC00327,CAMP00573,CUST01214,X,2026-01-30,Image,67863,12158,11117,1401,2776,0.4045
SOC00328,CAMP00342,CUST01035,Facebook,2026-05-04,Text,184443,4980,6697,2481,2856,0.0922
SOC00329,CAMP00395,CUST00816,Facebook,2026-04-02,Text,135577,9857,1381,607,1808,0.1007
SOC00330,CAMP01976,CUST01481,Instagram,2025-08-20,Image,71800,3786,2850,159,2269,0.1262
SOC00331,CAMP01138,CUST01141,YouTube,2026-07-14,Text,75496,9904,4601,1822,1831,0.2405
SOC00332,CAMP01602,CUST01927,X,2025-09-02,Image,127600,3189,11394,2601,3382,0.1612
SOC00333,CAMP01094,CUST01609,Facebook,2025-10-05,Story,93521,7630,4119,1858,2675,0.1741
SOC00334,CAMP00536,CUST01610,X,2025-03-26,Video,4907,4907,6618,2190,225,0.5
SOC00335,CAMP00927,CUST01195,X,2025-10-03,Story,18677,2215,8922,504,3966,0.5
SOC00336,CAMP01401,CUST00511,Facebook,2026-07-15,Video,116807,1102,9695,1092,4857,0.1434
SOC00337,CAMP01607,CUST01286,LinkedIn,2025-06-16,Reel,35342,3746,2841,945,1938,0.268
SOC00338,CAMP00027,CUST00434,X,2026-08-14,Text,155337,2416,4836,1847,2786,0.0765
SOC00339,CAMP01449,CUST00376,Facebook,2026-03-22,Text,69874,4605,10669,768,3303,0.2769
SOC00340,CAMP01503,CUST01956,X,2025-05-08,Text,166766,8881,11528,1291,1060,0.1365
SOC00341,CAMP01557,CUST00565,YouTube,2026-08-15,Image,155996,5060,7002,406,3404,0.1017
SOC00342,CAMP01595,CUST00427,Facebook,2026-05-14,Story,175616,12106,9458,324,1017,0.1304
SOC00343,CAMP00951,CUST01066,LinkedIn,2025-08-01,Text,125126,7082,6086,909,493,0.1164
SOC00344,CAMP00281,CUST00276,Facebook,2026-06-12,Reel,101514,3989,7611,2891,4377,0.1859
SOC00345,CAMP01481,CUST01751,Facebook,2026-02-23,Video,136115,229,11826,277,3803,0.1185
SOC00346,CAMP00611,CUST01789,YouTube,2025-01-09,Reel,117724,162,9189,1059,417,0.092
SOC00347,CAMP00181,CUST01182,Instagram,2026-04-05,Image,182948,14016,9244,1609,374,0.138
SOC00348,CAMP01298,CUST00891,LinkedIn,2026-06-08,Text,64295,10029,9832,2526,536,0.3565
SOC00349,CAMP00096,CUST00916,X,2026-05-01,Text,21565,12771,172,124,4469,0.5
SOC00350,CAMP01414,CUST00098,Facebook,2025-10-02,Video,190751,624,10255,2336,3905,0.0898
SOC00351,CAMP00698,CUST00785,YouTube,2025-12-27,Video,165659,3333,7305,2187,4914,0.1071
SOC00352,CAMP00138,CUST01187,X,2026-03-26,Text,126828,4993,6669,2278,4737,0.1473
SOC00353,CAMP01790,CUST01249,LinkedIn,2025-08-30,Video,30866,1551,11286,1814,4046,0.5
SOC00354,CAMP00854,CUST00738,Facebook,2025-08-24,Reel,51973,6756,8436,106,2204,0.3368
SOC00355,CAMP00155,CUST01420,LinkedIn,2025-12-19,Story,64592,13865,7067,64,4138,0.3891
SOC00356,CAMP00961,CUST00876,Facebook,2025-01-11,Video,178484,11341,11626,2501,484,0.1454
SOC00357,CAMP00590,CUST00996,LinkedIn,2025-03-01,Text,72963,4120,6831,2549,769,0.1956
SOC00358,CAMP01365,CUST01199,Facebook,2026-05-28,Image,127784,11598,6872,1433,3446,0.1827
SOC00359,CAMP01564,CUST01904,Instagram,2026-08-02,Image,187500,3400,1304,1123,10,0.0311
SOC00360,CAMP00700,CUST01984,Instagram,2025-09-24,Reel,137219,6270,113,2622,1360,0.0755
SOC00361,CAMP00858,CUST01185,X,2025-04-03,Image,112733,11411,4651,2496,1535,0.1782
SOC00362,CAMP00720,CUST00221,X,2025-03-14,Story,26158,13109,148,1173,4746,0.5
SOC00363,CAMP00308,CUST00565,LinkedIn,2025-05-10,Reel,54008,10791,6808,500,651,0.3472
SOC00364,CAMP00435,CUST00474,X,2025-08-20,Image,5147,5147,9244,1946,4506,0.5
SOC00365,CAMP01147,CUST01784,LinkedIn,2025-12-23,Reel,33476,4102,3954,2623,3818,0.4331
SOC00366,CAMP01819,CUST01673,X,2025-06-19,Story,117909,7127,562,901,4397,0.1101
SOC00367,CAMP01594,CUST00580,Facebook,2025-11-18,Story,135128,12220,10567,456,3908,0.2009
SOC00368,CAMP00190,CUST00274,Instagram,2026-02-10,Reel,34474,5959,8195,2168,14,0.4739
SOC00369,CAMP01465,CUST00811,LinkedIn,2025-02-09,Image,66828,6941,1016,179,355,0.1271
SOC00370,CAMP00979,CUST01948,Instagram,2025-12-01,Image,137986,9294,10692,2975,4698,0.2004
SOC00371,CAMP00580,CUST00037,X,2025-11-30,Image,14573,8991,5464,1160,1996,0.5
SOC00372,CAMP00286,CUST00657,Facebook,2026-03-04,Image,121173,6062,6733,961,3422,0.1418
SOC00373,CAMP00582,CUST00276,X,2026-02-01,Reel,94065,3738,9695,2950,4627,0.2234
SOC00374,CAMP00061,CUST01261,Instagram,2026-08-01,Story,65907,13975,2802,996,242,0.2733
SOC00375,CAMP00909,CUST01730,LinkedIn,2025-10-13,Story,93859,14733,2339,597,1579,0.2051
SOC00376,CAMP01390,CUST00393,Facebook,2025-05-23,Image,87763,12611,11144,2235,3591,0.3371
SOC00377,CAMP00785,CUST00771,Facebook,2025-12-11,Reel,175380,2780,1331,1744,2778,0.0492
SOC00378,CAMP00332,CUST00633,X,2025-04-17,Story,166035,5853,6074,1446,4599,0.1082
SOC00379,CAMP00766,CUST00265,Instagram,2025-03-11,Reel,187567,5859,3116,58,2441,0.0612
SOC00380,CAMP01165,CUST01110,X,2026-02-02,Story,136304,380,2153,839,1723,0.0374
SOC00381,CAMP01235,CUST00332,X,2026-06-19,Text,96386,7742,10785,2092,1567,0.2302
SOC00382,CAMP01250,CUST01930,Instagram,2025-12-03,Text,62691,8198,4956,2910,3396,0.3104
SOC00383,CAMP00368,CUST00625,Facebook,2026-08-16,Reel,117612,10833,11784,106,1208,0.2035
SOC00384,CAMP01953,CUST00758,Facebook,2025-11-29,Video,100826,3649,9206,199,1662,0.146
SOC00385,CAMP01298,CUST01317,LinkedIn,2026-01-02,Reel,171513,6916,7782,142,2078,0.0986
SOC00386,CAMP00862,CUST01806,YouTube,2026-01-13,Video,91381,4816,6909,2623,3277,0.1929
SOC00387,CAMP01652,CUST00211,X,2025-11-24,Video,138337,2207,1779,1666,92,0.0415
SOC00388,CAMP00151,CUST00417,LinkedIn,2025-06-08,Reel,10610,6893,6738,155,2634,0.5
SOC00389,CAMP00636,CUST01959,Facebook,2026-02-22,Video,87894,3047,11503,1960,2369,0.2148
SOC00390,CAMP00921,CUST00072,Instagram,2025-11-17,Story,72337,12073,506,1934,646,0.2096
SOC00391,CAMP01956,CUST00437,Facebook,2026-06-12,Image,128854,7088,10109,434,1697,0.15
SOC00392,CAMP00268,CUST01681,YouTube,2025-03-26,Text,25279,11223,5043,1062,37,0.5
SOC00393,CAMP01469,CUST01828,LinkedIn,2025-04-20,Video,28659,3222,5300,956,4993,0.5
SOC00394,CAMP01037,CUST01408,Facebook,2026-01-14,Image,34929,8372,8248,2037,3820,0.5
SOC00395,CAMP00850,CUST01178,LinkedIn,2025-10-24,Text,113277,4717,9255,1495,4030,0.1721
SOC00396,CAMP00959,CUST00231,Instagram,2025-08-28,Image,68109,10928,2053,1986,1108,0.236
SOC00397,CAMP01002,CUST00245,LinkedIn,2025-08-30,Story,17373,13425,8553,1784,2175,0.5
SOC00398,CAMP00909,CUST00042,Facebook,2026-01-28,Story,199136,4621,11779,864,2046,0.097
SOC00399,CAMP01190,CUST00488,Facebook,2025-04-06,Text,125434,7007,2814,84,471,0.0827
SOC00400,CAMP01585,CUST01642,X,2025-10-15,Story,119390,7402,332,1054,4468,0.111
SOC00401,CAMP01080,CUST00681,LinkedIn,2025-09-03,Text,129446,3271,3058,1429,300,0.0622
SOC00402,CAMP00746,CUST00343,Facebook,2025-12-02,Story,62636,1084,3159,2235,4232,0.171
SOC00403,CAMP00614,CUST00421,LinkedIn,2026-06-08,Image,7491,7491,5676,2401,814,0.5
SOC00404,CAMP01521,CUST00958,X,2025-01-25,Reel,33705,806,432,34,3187,0.1323
SOC00405,CAMP00153,CUST00837,YouTube,2025-03-09,Text,162723,286,6892,2768,4995,0.0918
SOC00406,CAMP01564,CUST01706,LinkedIn,2025-10-12,Text,76912,2425,3077,1118,1384,0.1041
SOC00407,CAMP00358,CUST01671,Facebook,2025-04-18,Story,196046,6951,6713,2453,1319,0.0889
SOC00408,CAMP00730,CUST01140,Facebook,2025-11-29,Video,55769,11270,3734,584,622,0.2907
SOC00409,CAMP01810,CUST01940,Facebook,2026-01-18,Image,94207,13715,10882,2601,4948,0.3412
SOC00410,CAMP00631,CUST01801,X,2026-08-03,Text,174792,13833,5766,1490,894,0.1258
SOC00411,CAMP00593,CUST00183,X,2025-05-07,Video,146246,14021,11812,1970,3884,0.2167
SOC00412,CAMP00040,CUST00075,Facebook,2025-04-12,Text,105782,9265,10363,633,4744,0.2364
SOC00413,CAMP01996,CUST00287,Instagram,2025-04-14,Story,117050,7417,8885,2735,3617,0.1935
SOC00414,CAMP01557,CUST00848,X,2026-03-21,Reel,187010,627,3610,2085,3153,0.0507
SOC00415,CAMP00610,CUST00919,Instagram,2026-07-05,Reel,99730,6931,10094,831,498,0.184
SOC00416,CAMP01471,CUST00394,YouTube,2025-07-05,Story,65739,9355,2432,2370,2067,0.2468
SOC00417,CAMP01714,CUST01391,YouTube,2025-09-20,Text,152771,10588,9689,581,3234,0.1577
SOC00418,CAMP00302,CUST00804,Facebook,2026-08-12,Image,26613,4143,2455,896,4722,0.459
SOC00419,CAMP00081,CUST00271,Facebook,2025-05-08,Image,9158,4726,6319,564,1547,0.5
SOC00420,CAMP00314,CUST01523,Instagram,2025-01-30,Reel,170684,13187,1027,1681,2664,0.1087
SOC00421,CAMP00922,CUST01480,X,2025-10-29,Image,180976,12622,6806,2293,26,0.1202
SOC00422,CAMP01536,CUST01786,X,2025-12-01,Video,128222,10967,1790,1447,2013,0.1265
SOC00423,CAMP00943,CUST01997,Instagram,2025-02-09,Image,40469,5695,10223,1969,2976,0.5
SOC00424,CAMP00257,CUST00297,LinkedIn,2025-12-10,Video,138586,5435,3570,708,629,0.0746
SOC00425,CAMP00434,CUST00496,X,2025-05-19,Video,189644,7805,11862,2344,4408,0.1393
SOC00426,CAMP01594,CUST00693,Facebook,2025-03-23,Story,31789,6619,2774,2242,422,0.3793
SOC00427,CAMP01597,CUST01820,Facebook,2025-12-06,Story,38047,11929,9037,2728,3806,0.5
SOC00428,CAMP00443,CUST00888,Instagram,2026-05-29,Reel,63460,10784,944,869,3348,0.2513
SOC00429,CAMP00417,CUST01801,X,2025-04-19,Text,56986,2573,6737,763,4292,0.2521
SOC00430,CAMP00966,CUST00497,Facebook,2025-03-29,Story,12571,12571,11507,1782,276,0.5
SOC00431,CAMP00140,CUST00621,YouTube,2026-07-05,Image,18000,6938,2677,214,4741,0.5
SOC00432,CAMP00379,CUST00397,YouTube,2026-04-26,Story,55337,4489,937,2583,410,0.1521
SOC00433,CAMP01289,CUST00723,Instagram,2025-05-26,Reel,51397,6347,7233,1206,4844,0.3819
SOC00434,CAMP00511,CUST01644,X,2025-06-24,Story,134910,11562,8852,1969,4807,0.2015
SOC00435,CAMP01592,CUST00643,LinkedIn,2025-06-20,Story,154466,5338,3250,744,893,0.0662
SOC00436,CAMP01158,CUST01736,X,2025-09-18,Reel,161729,10327,3198,1161,2965,0.1091
SOC00437,CAMP00679,CUST00448,Facebook,2026-02-26,Video,177246,9182,7078,1511,3560,0.1203
SOC00438,CAMP01705,CUST00061,Facebook,2026-04-13,Reel,187218,3605,6639,1596,4471,0.0871
SOC00439,CAMP00920,CUST01128,X,2026-06-01,Image,150194,8522,3211,2080,999,0.0986
SOC00440,CAMP01184,CUST01843,Instagram,2026-08-16,Image,69869,3762,27,2659,847,0.1044
SOC00441,CAMP01028,CUST00515,LinkedIn,2025-02-19,Image,47207,12003,4676,2372,3013,0.4674
SOC00442,CAMP00422,CUST01580,LinkedIn,2026-01-27,Image,52720,3215,96,1902,4750,0.189
SOC00443,CAMP00640,CUST01879,LinkedIn,2025-11-28,Reel,143825,4945,9701,131,2874,0.1227
SOC00444,CAMP01107,CUST00578,YouTube,2026-06-18,Video,170288,2620,4050,1647,3534,0.0696
SOC00445,CAMP00023,CUST00233,X,2026-03-14,Text,8934,4697,921,320,4300,0.5
SOC00446,CAMP00351,CUST01278,LinkedIn,2026-05-10,Video,72536,4672,8450,1227,1577,0.2196
SOC00447,CAMP00061,CUST01450,X,2026-05-31,Story,93625,5817,8775,2883,1995,0.208
SOC00448,CAMP01033,CUST00926,YouTube,2026-04-26,Reel,82648,1954,11669,2265,4528,0.247
SOC00449,CAMP00675,CUST01265,Instagram,2025-02-22,Image,110843,10483,9137,605,1100,0.1924
SOC00450,CAMP00443,CUST00414,X,2026-01-06,Reel,44289,3791,5429,516,523,0.2316
SOC00451,CAMP01942,CUST00601,Instagram,2026-08-16,Reel,19765,5582,4382,831,275,0.5
SOC00452,CAMP01565,CUST00221,LinkedIn,2025-10-03,Video,11532,5427,8163,2146,4473,0.5
SOC00453,CAMP01048,CUST01024,X,2025-03-01,Story,1686,1686,2207,935,3665,0.5
SOC00454,CAMP01707,CUST01182,X,2025-01-29,Video,39309,8354,6807,1678,3305,0.5
SOC00455,CAMP00017,CUST01691,YouTube,2026-04-24,Text,153310,12830,3923,1531,1643,0.13
SOC00456,CAMP01249,CUST00068,YouTube,2026-05-24,Image,37657,6553,11273,270,2542,0.5
SOC00457,CAMP01964,CUST01573,LinkedIn,2025-03-30,Video,77831,11904,2148,1950,2480,0.2375
SOC00458,CAMP00790,CUST01605,Facebook,2026-07-26,Reel,148665,4780,6741,2508,4402,0.124
SOC00459,CAMP01933,CUST01581,LinkedIn,2026-01-03,Video,199941,8042,3413,1396,4865,0.0886
SOC00460,CAMP01677,CUST01321,Facebook,2025-07-14,Text,128227,1763,3301,1728,68,0.0535
SOC00461,CAMP01518,CUST01457,LinkedIn,2025-07-22,Video,25165,4085,8375,2148,3049,0.5
SOC00462,CAMP00727,CUST01300,X,2025-05-19,Text,14043,8421,8465,1836,2781,0.5
SOC00463,CAMP00995,CUST00411,LinkedIn,2025-07-22,Reel,30662,5754,10050,955,3157,0.5
SOC00464,CAMP00704,CUST01087,Instagram,2025-03-09,Image,4337,4337,10320,1734,2539,0.5
SOC00465,CAMP01329,CUST00542,Facebook,2025-08-09,Video,42326,7630,10629,1642,4828,0.5
SOC00466,CAMP00250,CUST01234,Instagram,2025-04-03,Story,95138,9228,10182,2742,775,0.241
SOC00467,CAMP01464,CUST01637,Facebook,2026-03-05,Text,167276,2344,1487,2789,1077,0.046
SOC00468,CAMP01737,CUST01835,Instagram,2026-03-08,Video,113878,8512,9623,1639,1297,0.185
SOC00469,CAMP01286,CUST01357,YouTube,2025-08-20,Story,171495,1274,10715,2708,3478,0.106
SOC00470,CAMP00278,CUST01117,YouTube,2026-08-17,Video,134587,5759,1114,2295,920,0.075
SOC00471,CAMP00041,CUST00401,LinkedIn,2026-07-11,Image,18646,1507,9759,1252,1413,0.5
SOC00472,CAMP01895,CUST00554,YouTube,2026-04-02,Image,61247,7977,5586,1611,1232,0.2679
SOC00473,CAMP00676,CUST00327,LinkedIn,2025-04-29,Story,96326,9696,4366,1802,1288,0.1781
SOC00474,CAMP01464,CUST01446,Facebook,2025-10-16,Video,112836,10069,5152,2400,3519,0.1874
SOC00475,CAMP01269,CUST00975,X,2025-01-03,Image,152923,13546,5456,500,889,0.1333
SOC00476,CAMP01683,CUST00672,LinkedIn,2025-02-01,Story,121460,4371,11813,2357,4825,0.1924
SOC00477,CAMP00376,CUST01120,Instagram,2025-04-15,Image,157452,11234,10509,2818,512,0.1592
SOC00478,CAMP00970,CUST01731,YouTube,2026-02-16,Video,7110,7110,1777,2975,3249,0.5
SOC00479,CAMP00988,CUST00747,LinkedIn,2026-07-26,Story,70103,8192,10956,95,114,0.2761
SOC00480,CAMP00503,CUST00881,Instagram,2025-01-13,Image,198181,347,5514,1787,2760,0.0525
SOC00481,CAMP01880,CUST00724,X,2026-01-18,Reel,28930,11776,10373,1472,130,0.5
SOC00482,CAMP00982,CUST00534,Facebook,2025-10-02,Image,189066,5041,8772,1080,2462,0.0918
SOC00483,CAMP01650,CUST00937,Facebook,2026-01-02,Video,68125,1280,8492,1735,1088,0.1849
SOC00484,CAMP01604,CUST00156,LinkedIn,2025-09-10,Story,75841,14731,783,2716,699,0.2496
SOC00485,CAMP00695,CUST00175,Facebook,2026-08-06,Video,21790,6179,4760,26,1428,0.5
SOC00486,CAMP00943,CUST00668,Instagram,2025-05-27,Reel,119106,12164,10720,1956,3751,0.24
SOC00487,CAMP00755,CUST01580,YouTube,2025-09-28,Story,49851,4659,4038,721,1460,0.2182
SOC00488,CAMP00550,CUST01036,Instagram,2026-02-22,Video,76523,855,8482,1840,4558,0.2056
SOC00489,CAMP00225,CUST00915,Facebook,2025-07-06,Text,147601,7977,4308,2276,4326,0.128
SOC00490,CAMP01119,CUST00160,Instagram,2026-08-11,Image,167950,5421,1647,2229,1866,0.0665
SOC00491,CAMP00343,CUST00141,LinkedIn,2025-01-07,Reel,145427,10054,5141,357,2251,0.1224
SOC00492,CAMP00064,CUST01953,Instagram,2026-01-08,Video,19004,10319,8226,1514,581,0.5
SOC00493,CAMP00545,CUST01023,Facebook,2025-06-16,Story,124382,13079,11109,2128,16,0.2117
SOC00494,CAMP01485,CUST01212,YouTube,2025-03-10,Image,35746,8273,7642,2136,3491,0.5
SOC00495,CAMP00568,CUST00691,X,2025-10-12,Image,184690,10590,5574,1174,4113,0.1161
SOC00496,CAMP01329,CUST01533,YouTube,2025-12-22,Text,145627,14016,1461,2950,3729,0.1521
SOC00497,CAMP01914,CUST01585,LinkedIn,2025-01-01,Video,115085,14470,10415,673,3189,0.2498
SOC00498,CAMP00449,CUST00159,Instagram,2026-01-13,Story,49772,11838,11575,2149,709,0.5
SOC00499,CAMP01938,CUST01061,Facebook,2026-05-29,Video,198146,9396,6221,678,3276,0.0988
SOC00500,CAMP00435,CUST00813,Instagram,2025-01-05,Image,197346,9900,6092,2284,1206,0.0987
SOC00501,CAMP01386,CUST01691,Instagram,2025-11-22,Reel,120559,12908,9810,1091,4464,0.2345
SOC00502,CAMP01548,CUST00775,LinkedIn,2026-07-29,Image,167221,9085,6429,2100,1700,0.1155
SOC00503,CAMP00268,CUST00411,X,2026-06-08,Text,140422,9204,1618,296,232,0.0808
SOC00504,CAMP00589,CUST01343,YouTube,2025-10-09,Reel,166057,14976,8209,1914,1617,0.1609
SOC00505,CAMP00910,CUST00612,Instagram,2026-02-27,Image,27190,11688,2310,1738,2088,0.5
SOC00506,CAMP01130,CUST00945,YouTube,2025-07-04,Text,34378,7541,2420,1915,1378,0.3855
SOC00507,CAMP01453,CUST00477,Facebook,2026-01-09,Reel,56909,8474,2956,2887,600,0.2621
SOC00508,CAMP01115,CUST00502,Instagram,2025-03-25,Video,40757,94,7130,2959,2931,0.3218
SOC00509,CAMP00160,CUST01869,X,2026-02-28,Video,143609,7442,2113,1552,1441,0.0874
SOC00510,CAMP01215,CUST01497,LinkedIn,2025-10-05,Image,162482,11141,3918,1976,4256,0.131
SOC00511,CAMP00188,CUST00617,LinkedIn,2026-03-17,Video,140108,4748,9945,331,2317,0.1238
SOC00512,CAMP00076,CUST01389,YouTube,2026-04-28,Reel,85275,7869,10560,139,2933,0.2521
SOC00513,CAMP01295,CUST01065,Instagram,2025-08-27,Story,141184,7226,3783,1128,689,0.0908
SOC00514,CAMP00922,CUST00819,Instagram,2025-06-24,Text,149251,12644,10752,636,802,0.1664
SOC00515,CAMP00724,CUST00328,LinkedIn,2026-03-04,Text,17616,4726,3984,1572,3786,0.5
SOC00516,CAMP01547,CUST01752,LinkedIn,2025-08-18,Video,125459,6766,9080,826,706,0.1385
SOC00517,CAMP00716,CUST00022,X,2026-06-01,Reel,4566,3341,352,1204,3989,0.5
SOC00518,CAMP01499,CUST00282,Instagram,2025-10-07,Story,174178,2454,2044,2038,4834,0.0653
SOC00519,CAMP00640,CUST00949,X,2026-03-24,Image,8317,8317,3822,1250,1847,0.5
SOC00520,CAMP00865,CUST01029,Facebook,2026-07-19,Video,159667,9846,5660,488,42,0.1004
SOC00521,CAMP00586,CUST01180,X,2026-02-07,Story,12640,8613,6596,1466,3286,0.5
SOC00522,CAMP00229,CUST01700,Instagram,2025-12-21,Story,134264,13726,11551,2679,4672,0.243
SOC00523,CAMP00474,CUST01974,X,2026-05-13,Image,16044,10601,670,2366,2529,0.5
SOC00524,CAMP01065,CUST01413,LinkedIn,2026-05-01,Reel,127370,1376,4346,506,2326,0.0672
SOC00525,CAMP00873,CUST01944,YouTube,2025-05-06,Text,47060,8734,4905,2464,3823,0.4234
