opportunity_id,lead_id,customer_id,product,opportunity_stage,opportunity_value,probability,created_date,sales_agent
OPP00285,LEAD00597,CUST00324,AI Platform,Qualification,204109.8,68,2025-08-20,Agent C
OPP00286,LEAD00028,CUST00239,Support Package,Won,37487.98,56,2025-11-12,Agent B
OPP00287,LEAD00708,CUST00393,Analytics Suite,Negotiation,62182.09,22,2025-05-04,Agent C
OPP00288,LEAD00446,CUST00231,CRM License,Prospecting,116075.8,87,2025-10-06,Agent A
OPP00289,LEAD00208,CUST00362,Analytics Suite,Lost,131694.62,98,2026-04-24,Agent B
OPP00290,LEAD00470,CUST00381,Laptop,Negotiation,192084.57,42,2025-04-21,Agent B
OPP00291,LEAD00716,CUST00092,Analytics Suite,Negotiation,114596.44,71,2025-05-04,Agent D
OPP00292,LEAD00104,CUST00279,Analytics Suite,Qualification,198516.83,88,2026-02-17,Agent B
OPP00293,LEAD00742,CUST00447,Laptop,Qualification,156494.85,25,2026-03-07,Agent E
OPP00294,LEAD00426,CUST00109,Laptop,Qualification,32709.44,53,2025-01-30,Agent C
OPP00295,LEAD00101,CUST00317,CRM License,Negotiation,43301.2,67,2025-04-25,Agent A
OPP00296,LEAD00541,CUST00168,Analytics Suite,Prospecting,112073.26,15,2025-03-31,Agent E
OPP00297,LEAD00639,CUST00300,AI Platform,Qualification,102237.9,98,2025-07-31,Agent E
OPP00298,LEAD00522,CUST00470,Laptop,Proposal,187168.35,24,2025-02-07,Agent E
OPP00299,LEAD00106,CUST00408,Support Package,Prospecting,147280.6,13,2025-03-24,Agent E
OPP00300,LEAD00679,CUST00435,Analytics Suite,Proposal,100092.6,65,2025-01-27,Agent A
OPP00301,LEAD00769,CUST00442,Laptop,Prospecting,46836.27,73,2025-08-05,Agent D
OPP00302,LEAD00277,CUST00218,AI Platform,Qualification,60575.09,77,2025-12-26,Agent B
OPP00303,LEAD00065,CUST00222,CRM License,Lost,145997.75,43,2026-05-01,Agent E
OPP00304,LEAD00783,CUST00161,Analytics Suite,Won,108742.51,100,2026-01-07,Agent B
OPP00305,LEAD00188,CUST00016,Laptop,Qualification,131157.24,65,2025-08-03,Agent B
OPP00306,LEAD00317,CUST00278,Laptop,Negotiation,46815.97,41,2025-08-09,Agent E
OPP00307,LEAD00138,CUST00497,Support Package,Lost,167412.03,18,2025-01-15,Agent D
OPP00308,LEAD00343,CUST00057,Support Package,Negotiation,213871.99,72,2026-03-19,Agent B
OPP00309,LEAD00105,CUST00062,Analytics Suite,Prospecting,68195.18,81,2025-09-16,Agent C
OPP00310,LEAD00546,CUST00498,Laptop,Negotiation,125420.99,87,2025-09-23,Agent B
OPP00311,LEAD00380,CUST00363,Analytics Suite,Lost,244004.2,42,2026-04-08,Agent E
OPP00312,LEAD00110,CUST00466,Laptop,Lost,86644.23,96,2025-04-30,Agent A
OPP00313,LEAD00545,CUST00327,Support Package,Qualification,150786.35,30,2026-04-09,Agent B
OPP00314,LEAD00354,CUST00242,AI Platform,Proposal,27097.95,64,2026-02-05,Agent D
OPP00315,LEAD00743,CUST00090,Cloud Subscription,Qualification,153473.68,85,2025-05-08,Agent C
OPP00316,LEAD00317,CUST00072,Cloud Subscription,Prospecting,26959.78,66,2025-07-30,Agent C
OPP00317,LEAD00266,CUST00326,Laptop,Negotiation,240012.68,11,2025-01-11,Agent A
OPP00318,LEAD00694,CUST00030,Support Package,Proposal,180337.35,22,2025-06-25,Agent A
OPP00319,LEAD00065,CUST00359,CRM License,Won,198099.15,13,2025-05-13,Agent B
OPP00320,LEAD00333,CUST00407,CRM License,Lost,177505.57,93,2025-11-21,Agent E
OPP00321,LEAD00513,CUST00288,Cloud Subscription,Proposal,149483.61,59,2025-11-16,Agent D
OPP00322,LEAD00133,CUST00086,AI Platform,Proposal,115228.63,57,2025-01-14,Agent C
OPP00323,LEAD00592,CUST00234,Cloud Subscription,Qualification,215301.48,87,2025-02-19,Agent A
OPP00324,LEAD00783,CUST00235,Laptop,Won,239424.74,39,2026-02-14,Agent D
OPP00325,LEAD00753,CUST00313,AI Platform,Lost,127263.86,38,2025-03-13,Agent E
OPP00326,LEAD00540,CUST00365,CRM License,Prospecting,233226.09,17,2025-03-10,Agent C
OPP00327,LEAD00735,CUST00265,Support Package,Prospecting,147916.56,21,2026-01-26,Agent C
OPP00328,LEAD00535,CUST00287,Support Package,Proposal,136904.13,50,2026-01-18,Agent E
OPP00329,LEAD00496,CUST00327,Laptop,Proposal,116348.27,35,2025-01-16,Agent C
OPP00330,LEAD00621,CUST00393,Cloud Subscription,Negotiation,56275.5,59,2026-03-15,Agent E
OPP00331,LEAD00619,CUST00269,Laptop,Won,5911.32,11,2025-11-30,Agent C
OPP00332,LEAD00657,CUST00186,Support Package,Lost,64169.03,64,2025-12-23,Agent B
OPP00333,LEAD00369,CUST00131,CRM License,Proposal,129882.18,65,2025-02-25,Agent E
OPP00334,LEAD00651,CUST00291,Support Package,Negotiation,98090.19,23,2025-04-15,Agent D
OPP00335,LEAD00796,CUST00481,AI Platform,Won,114878.88,15,2025-05-12,Agent B
OPP00336,LEAD00099,CUST00277,Analytics Suite,Lost,245258.81,90,2026-04-29,Agent D
OPP00337,LEAD00317,CUST00320,Support Package,Prospecting,90816.73,98,2025-02-17,Agent C
OPP00338,LEAD00123,CUST00351,Support Package,Negotiation,115784.82,70,2025-09-05,Agent D
OPP00339,LEAD00320,CUST00180,Analytics Suite,Won,37711.31,21,2025-09-30,Agent B
OPP00340,LEAD00799,CUST00290,AI Platform,Negotiation,16749.64,22,2025-04-21,Agent E
OPP00341,LEAD00593,CUST00480,Cloud Subscription,Proposal,194975.33,28,2026-02-24,Agent A
OPP00342,LEAD00495,CUST00377,Support Package,Qualification,144817.38,53,2025-11-22,Agent D
OPP00343,LEAD00457,CUST00163,Laptop,Prospecting,191372.68,98,2025-12-02,Agent A
OPP00344,LEAD00522,CUST00271,Support Package,Proposal,41716.39,68,2025-12-15,Agent D
OPP00345,LEAD00520,CUST00376,Laptop,Proposal,145098.05,46,2026-04-29,Agent D
OPP00346,LEAD00717,CUST00096,AI Platform,Won,67142.41,34,2025-02-07,Agent E
OPP00347,LEAD00315,CUST00262,Support Package,Negotiation,60875.15,25,2025-12-23,Agent C
OPP00348,LEAD00709,CUST00365,AI Platform,Prospecting,7823.87,47,2025-08-28,Agent B
OPP00349,LEAD00710,CUST00469,AI Platform,Proposal,36933.48,52,2025-11-14,Agent B
OPP00350,LEAD00542,CUST00353,Cloud Subscription,Won,80770.69,96,2025-05-01,Agent B
OPP00351,LEAD00479,CUST00288,Support Package,Prospecting,33635.3,23,2025-02-17,Agent C
OPP00352,LEAD00020,CUST00436,Laptop,Negotiation,246535.32,15,2025-01-10,Agent A
OPP00353,LEAD00560,CUST00083,Laptop,Proposal,80615.0,98,2025-08-21,Agent B
OPP00354,LEAD00130,CUST00225,Support Package,Lost,36929.37,32,2025-02-05,Agent A
OPP00355,LEAD00293,CUST00412,Analytics Suite,Proposal,53775.17,69,2026-02-17,Agent C
OPP00356,LEAD00132,CUST00223,Cloud Subscription,Proposal,148987.29,21,2026-04-07,Agent C
OPP00357,LEAD00356,CUST00469,Cloud Subscription,Prospecting,20690.66,22,2025-01-04,Agent E
OPP00358,LEAD00054,CUST00118,Cloud Subscription,Prospecting,216296.36,15,2025-02-13,Agent B
OPP00359,LEAD00793,CUST00482,Laptop,Prospecting,240567.42,72,2025-02-25,Agent E
OPP00360,LEAD00387,CUST00192,AI Platform,Prospecting,65453.12,47,2025-02-11,Agent B
OPP00361,LEAD00265,CUST00079,Analytics Suite,Won,115273.34,59,2025-09-12,Agent C
OPP00362,LEAD00215,CUST00078,Cloud Subscription,Qualification,10422.94,61,2025-08-16,Agent C
OPP00363,LEAD00460,CUST00147,Laptop,Won,161974.01,49,2025-04-24,Agent D
OPP00364,LEAD00458,CUST00107,Laptop,Proposal,106411.88,17,2025-08-25,Agent D
OPP00365,LEAD00043,CUST00382,AI Platform,Won,71164.32,70,2026-02-01,Agent C
OPP00366,LEAD00586,CUST00271,Support Package,Negotiation,55675.09,17,2025-06-23,Agent C
OPP00367,LEAD00278,CUST00390,Support Package,Lost,165235.65,43,2025-09-12,Agent A
OPP00368,LEAD00754,CUST00244,Cloud Subscription,Prospecting,106973.17,88,2026-04-11,Agent A
OPP00369,LEAD00130,CUST00073,Cloud Subscription,Negotiation,49016.53,69,2026-02-21,Agent E
OPP00370,LEAD00350,CUST00357,Analytics Suite,Lost,173831.72,66,2025-10-04,Agent D
OPP00371,LEAD00706,CUST00468,AI Platform,Negotiation,143442.71,55,2026-04-09,Agent D
OPP00372,LEAD00544,CUST00354,Cloud Subscription,Proposal,215374.65,31,2025-12-01,Agent C
OPP00373,LEAD00106,CUST00422,AI Platform,Prospecting,33781.6,96,2026-03-17,Agent C
OPP00374,LEAD00716,CUST00026,Laptop,Negotiation,197488.32,49,2025-03-10,Agent E
OPP00375,LEAD00001,CUST00210,Cloud Subscription,Proposal,170011.61,54,2025-11-22,Agent D
OPP00376,LEAD00757,CUST00092,Laptop,Prospecting,33177.68,64,2025-08-18,Agent A
OPP00377,LEAD00584,CUST00125,CRM License,Qualification,175231.08,60,2025-03-08,Agent B
OPP00378,LEAD00432,CUST00435,AI Platform,Proposal,113179.09,95,2025-10-31,Agent E
OPP00379,LEAD00306,CUST00073,CRM License,Won,236521.27,14,2026-04-05,Agent B
OPP00380,LEAD00527,CUST00480,Cloud Subscription,Prospecting,39694.78,22,2026-04-29,Agent A
OPP00381,LEAD00053,CUST00123,Laptop,Negotiation,162494.18,37,2026-02-21,Agent A
OPP00382,LEAD00520,CUST00309,Cloud Subscription,Lost,98585.11,93,2025-02-05,Agent B
OPP00383,LEAD00330,CUST00184,CRM License,Negotiation,239419.59,89,2026-02-21,Agent E
OPP00384,LEAD00558,CUST00187,Cloud Subscription,Won,85843.85,71,2025-06-08,Agent B
OPP00385,LEAD00325,CUST00198,Analytics Suite,Won,240735.55,96,2025-05-29,Agent E
OPP00386,LEAD00114,CUST00078,Support Package,Negotiation,225864.03,33,2025-01-27,Agent E
OPP00387,LEAD00147,CUST00348,CRM License,Lost,71243.89,16,2026-04-20,Agent C
OPP00388,LEAD00166,CUST00186,Cloud Subscription,Prospecting,201867.74,47,2025-03-13,Agent D
OPP00389,LEAD00379,CUST00344,Laptop,Proposal,248923.03,46,2025-09-05,Agent D
OPP00390,LEAD00139,CUST00253,Cloud Subscription,Won,66902.44,77,2025-04-11,Agent A
OPP00391,LEAD00629,CUST00013,Laptop,Won,112010.41,51,2025-07-09,Agent C
OPP00392,LEAD00299,CUST00299,Support Package,Won,132444.28,95,2025-04-06,Agent D
OPP00393,LEAD00276,CUST00076,Cloud Subscription,Lost,77258.13,14,2026-01-19,Agent E
OPP00394,LEAD00789,CUST00051,Support Package,Qualification,8739.89,73,2025-10-09,Agent E
OPP00395,LEAD00178,CUST00275,CRM License,Lost,58931.66,59,2025-11-18,Agent B
OPP00396,LEAD00354,CUST00149,Laptop,Prospecting,74074.54,96,2026-01-31,Agent B
OPP00397,LEAD00154,CUST00219,Analytics Suite,Prospecting,113681.93,24,2025-10-05,Agent E
OPP00398,LEAD00201,CUST00122,CRM License,Prospecting,46920.11,82,2025-01-17,Agent E
OPP00399,LEAD00115,CUST00211,Laptop,Prospecting,218947.32,62,2025-09-20,Agent B
OPP00400,LEAD00671,CUST00280,Support Package,Prospecting,177703.23,34,2025-04-17,Agent D
OPP00401,LEAD00554,CUST00026,AI Platform,Negotiation,25874.12,98,2025-03-09,Agent A
OPP00402,LEAD00759,CUST00173,Cloud Subscription,Won,164272.65,94,2025-05-08,Agent B
OPP00403,LEAD00068,CUST00156,Support Package,Lost,165145.84,18,2025-10-20,Agent D
OPP00404,LEAD00445,CUST00238,Laptop,Negotiation,239274.19,47,2025-10-21,Agent D
OPP00405,LEAD00445,CUST00376,Laptop,Lost,5740.11,31,2025-04-06,Agent D
OPP00406,LEAD00326,CUST00082,Laptop,Qualification,65743.45,96,2026-01-30,Agent C
OPP00407,LEAD00708,CUST00492,Laptop,Proposal,232308.91,58,2025-01-01,Agent C
OPP00408,LEAD00602,CUST00356,Cloud Subscription,Won,233372.81,77,2026-02-13,Agent D
OPP00409,LEAD00623,CUST00490,CRM License,Qualification,181543.67,24,2025-10-25,Agent E
OPP00410,LEAD00359,CUST00413,Analytics Suite,Negotiation,192612.01,74,2025-06-29,Agent C
OPP00411,LEAD00145,CUST00273,AI Platform,Proposal,27413.32,63,2026-02-12,Agent B
OPP00412,LEAD00275,CUST00068,Cloud Subscription,Qualification,130899.58,39,2025-06-30,Agent C
OPP00413,LEAD00509,CUST00044,Laptop,Lost,61737.83,29,2025-08-23,Agent E
OPP00414,LEAD00179,CUST00493,Cloud Subscription,Proposal,49398.42,42,2026-03-16,Agent A
OPP00415,LEAD00753,CUST00061,Support Package,Lost,203524.31,95,2025-11-15,Agent C
OPP00416,LEAD00477,CUST00123,Analytics Suite,Qualification,38084.34,86,2025-12-03,Agent D
OPP00417,LEAD00414,CUST00349,Laptop,Negotiation,119819.65,16,2025-01-08,Agent D
OPP00418,LEAD00153,CUST00196,AI Platform,Lost,234951.67,17,2026-03-19,Agent D
OPP00419,LEAD00104,CUST00330,Laptop,Proposal,50528.85,37,2026-03-05,Agent A
OPP00420,LEAD00075,CUST00409,Analytics Suite,Qualification,244608.39,54,2025-01-27,Agent E
OPP00421,LEAD00128,CUST00479,AI Platform,Lost,248600.56,82,2025-11-04,Agent B
OPP00422,LEAD00711,CUST00323,Analytics Suite,Negotiation,141126.2,98,2025-05-26,Agent E
OPP00423,LEAD00666,CUST00111,AI Platform,Won,46684.97,89,2025-04-01,Agent A
OPP00424,LEAD00568,CUST00258,CRM License,Negotiation,82445.7,83,2025-12-08,Agent D
OPP00425,LEAD00790,CUST00089,CRM License,Negotiation,109000.74,20,2025-09-29,Agent E
OPP00426,LEAD00345,CUST00433,Cloud Subscription,Won,80784.43,40,2025-11-18,Agent B
OPP00427,LEAD00531,CUST00198,Cloud Subscription,Negotiation,73755.72,21,2025-01-05,Agent D
OPP00428,LEAD00159,CUST00282,AI Platform,Won,243196.28,87,2025-03-23,Agent B
OPP00429,LEAD00538,CUST00200,Laptop,Won,42574.38,60,2026-01-22,Agent C
OPP00430,LEAD00426,CUST00099,Support Package,Lost,184665.34,53,2025-08-07,Agent B
OPP00431,LEAD00681,CUST00027,Support Package,Lost,5100.52,59,2025-04-28,Agent D
OPP00432,LEAD00023,CUST00089,Laptop,Won,151064.75,26,2025-03-22,Agent C
OPP00433,LEAD00047,CUST00146,Laptop,Qualification,229406.04,44,2026-04-09,Agent D
OPP00434,LEAD00525,CUST00182,CRM License,Proposal,75543.85,10,2025-03-11,Agent D
OPP00435,LEAD00729,CUST00257,Support Package,Qualification,50453.86,38,2025-04-25,Agent C
OPP00436,LEAD00706,CUST00189,AI Platform,Won,164661.55,60,2025-09-20,Agent B
OPP00437,LEAD00144,CUST00240,Analytics Suite,Proposal,179587.34,73,2025-11-02,Agent A
OPP00438,LEAD00585,CUST00359,Cloud Subscription,Lost,173567.48,13,2025-05-22,Agent A
OPP00439,LEAD00668,CUST00387,Analytics Suite,Proposal,83232.64,96,2026-02-26,Agent A
OPP00440,LEAD00589,CUST00196,CRM License,Won,66789.59,37,2026-05-03,Agent A
OPP00441,LEAD00419,CUST00297,Support Package,Lost,239200.11,25,2025-07-26,Agent E
OPP00442,LEAD00681,CUST00165,Laptop,Proposal,231208.38,72,2025-04-21,Agent A
OPP00443,LEAD00799,CUST00307,Support Package,Proposal,117042.57,85,2025-10-30,Agent C
OPP00444,LEAD00085,CUST00271,AI Platform,Qualification,212317.5,62,2025-04-22,Agent A
OPP00445,LEAD00416,CUST00008,CRM License,Proposal,115819.25,94,2026-02-21,Agent D
OPP00446,LEAD00694,CUST00038,Laptop,Won,108975.31,26,2025-02-12,Agent A
OPP00447,LEAD00482,CUST00114,Analytics Suite,Prospecting,43406.92,49,2025-12-13,Agent B
OPP00448,LEAD00456,CUST00339,AI Platform,Prospecting,109469.48,22,2025-10-12,Agent C
OPP00449,LEAD00297,CUST00056,Analytics Suite,Prospecting,136667.15,61,2025-05-08,Agent C
OPP00450,LEAD00112,CUST00431,Cloud Subscription,Won,10513.56,67,2025-07-04,Agent E
OPP00451,LEAD00230,CUST00474,CRM License,Prospecting,113807.69,46,2025-08-17,Agent D
OPP00452,LEAD00096,CUST00359,AI Platform,Qualification,196432.27,88,2026-01-24,Agent C
OPP00453,LEAD00680,CUST00138,AI Platform,Won,171611.28,85,2025-08-09,Agent B
OPP00454,LEAD00378,CUST00102,Analytics Suite,Lost,160613.46,70,2025-12-18,Agent A
OPP00455,LEAD00156,CUST00334,Laptop,Won,227841.08,88,2026-03-20,Agent C
OPP00456,LEAD00421,CUST00177,Cloud Subscription,Won,9417.84,43,2025-04-27,Agent B
OPP00457,LEAD00105,CUST00169,Analytics Suite,Proposal,141476.66,79,2025-03-11,Agent A
OPP00458,LEAD00705,CUST00339,AI Platform,Proposal,197900.47,26,2026-01-21,Agent E
OPP00459,LEAD00330,CUST00286,CRM License,Proposal,137627.17,29,2025-03-11,Agent C
OPP00460,LEAD00439,CUST00261,AI Platform,Negotiation,84354.41,82,2025-04-20,Agent C
OPP00461,LEAD00132,CUST00375,Support Package,Qualification,38381.39,68,2026-03-03,Agent B
OPP00462,LEAD00382,CUST00223,CRM License,Won,222452.95,78,2025-05-12,Agent D
OPP00463,LEAD00138,CUST00199,CRM License,Won,120336.79,96,2025-02-25,Agent E
OPP00464,LEAD00270,CUST00211,AI Platform,Proposal,220138.22,42,2026-04-22,Agent D
OPP00465,LEAD00550,CUST00287,Laptop,Won,148533.77,87,2026-03-19,Agent C
OPP00466,LEAD00396,CUST00180,CRM License,Lost,170177.07,26,2025-03-30,Agent D
OPP00467,LEAD00557,CUST00250,Support Package,Won,202043.98,66,2025-05-17,Agent A
OPP00468,LEAD00464,CUST00231,Analytics Suite,Prospecting,166493.11,92,2025-05-11,Agent E
OPP00469,LEAD00675,CUST00472,Laptop,Lost,102523.44,10,2025-08-06,Agent D
OPP00470,LEAD00450,CUST00482,Laptop,Lost,130840.18,22,2025-06-25,Agent A
OPP00471,LEAD00331,CUST00023,Laptop,Won,201746.15,36,2025-06-20,Agent B
OPP00472,LEAD00253,CUST00048,CRM License,Negotiation,96544.32,79,2026-04-20,Agent D
OPP00473,LEAD00681,CUST00109,Laptop,Proposal,100089.76,68,2025-04-10,Agent E
OPP00474,LEAD00285,CUST00296,AI Platform,Qualification,28444.08,15,2026-04-25,Agent A
OPP00475,LEAD00274,CUST00006,Laptop,Qualification,229073.19,32,2025-05-09,Agent D
OPP00476,LEAD00020,CUST00038,Support Package,Prospecting,27303.9,19,2025-02-26,Agent B
OPP00477,LEAD00239,CUST00169,Cloud Subscription,Qualification,163811.25,60,2025-06-30,Agent D
OPP00478,LEAD00270,CUST00356,Support Package,Qualification,106232.65,28,2025-09-03,Agent A
OPP00479,LEAD00418,CUST00283,CRM License,Proposal,104376.75,60,2025-05-24,Agent D
OPP00480,LEAD00310,CUST00203,Laptop,Proposal,171490.2,96,2025-02-20,Agent E
OPP00481,LEAD00031,CUST00325,Laptop,Negotiation,21437.96,77,2026-01-03,Agent C
OPP00482,LEAD00104,CUST00313,AI Platform,Prospecting,150457.92,93,2026-04-04,Agent A
OPP00483,LEAD00682,CUST00273,Analytics Suite,Qualification,194147.79,92,2025-08-06,Agent A
OPP00484,LEAD00186,CUST00244,Laptop,Negotiation,207912.13,51,2025-04-14,Agent A
OPP00485,LEAD00128,CUST00327,Support Package,Prospecting,46779.95,100,2026-01-18,Agent A
OPP00486,LEAD00210,CUST00475,CRM License,Lost,224867.67,66,2025-02-24,Agent D
OPP00487,LEAD00414,CUST00047,Cloud Subscription,Qualification,165755.79,77,2025-09-14,Agent E
OPP00488,LEAD00281,CUST00249,Laptop,Qualification,221054.43,47,2025-12-12,Agent B
OPP00489,LEAD00253,CUST00079,Cloud Subscription,Proposal,123893.78,71,2025-06-05,Agent E
OPP00490,LEAD00019,CUST00110,Laptop,Won,137798.17,16,2025-02-22,Agent A
OPP00491,LEAD00712,CUST00013,CRM License,Prospecting,230164.38,80,2026-03-18,Agent D
OPP00492,LEAD00732,CUST00395,Analytics Suite,Qualification,225477.84,59,2025-11-25,Agent D
OPP00493,LEAD00136,CUST00380,Support Package,Prospecting,114799.41,61,2026-03-20,Agent A
OPP00494,LEAD00223,CUST00365,CRM License,Negotiation,72231.09,35,2025-07-06,Agent D
OPP00495,LEAD00003,CUST00090,Cloud Subscription,Negotiation,101326.76,35,2025-12-30,Agent A
OPP00496,LEAD00236,CUST00342,Laptop,Won,100002.26,28,2025-05-30,Agent E
OPP00497,LEAD00465,CUST00348,Cloud Subscription,Qualification,75282.38,18,2025-09-21,Agent C
OPP00498,LEAD00228,CUST00280,Support Package,Proposal,70802.0,70,2025-09-07,Agent D
OPP00499,LEAD00654,CUST00221,CRM License,Qualification,215960.42,29,2026-03-09,Agent A
OPP00500,LEAD00499,CUST00073,Cloud Subscription,Prospecting,22116.17,59,2025-10-25,Agent A
OPP00501,LEAD00521,CUST00234,Cloud Subscription,Lost,171014.74,89,2026-02-15,Agent D
OPP00502,LEAD00702,CUST00260,Support Package,Negotiation,47340.91,90,2026-02-27,Agent B
OPP00503,LEAD00677,CUST00113,Laptop,Prospecting,89403.94,31,2025-07-30,Agent A
OPP00504,LEAD00139,CUST00046,Cloud Subscription,Won,20078.04,22,2025-01-25,Agent D
OPP00505,LEAD00276,CUST00274,Support Package,Negotiation,71143.54,21,2025-10-21,Agent A
OPP00506,LEAD00291,CUST00043,Laptop,Proposal,193263.16,19,2025-12-07,Agent B
OPP00507,LEAD00053,CUST00208,Analytics Suite,Negotiation,221828.75,74,2025-06-01,Agent C
OPP00508,LEAD00687,CUST00417,Laptop,Lost,59274.15,39,2025-01-24,Agent B
OPP00509,LEAD00110,CUST00349,Analytics Suite,Qualification,118569.22,17,2025-09-09,Agent E
OPP00510,LEAD00715,CUST00103,CRM License,Lost,120229.39,30,2025-03-01,Agent D
OPP00511,LEAD00648,CUST00124,Support Package,Lost,219025.95,31,2026-04-12,Agent B
OPP00512,LEAD00004,CUST00010,Laptop,Qualification,191885.77,27,2026-03-10,Agent C
OPP00513,LEAD00667,CUST00329,Analytics Suite,Negotiation,130703.92,75,2026-01-02,Agent A
OPP00514,LEAD00684,CUST00187,Analytics Suite,Won,169333.06,57,2025-03-07,Agent D
OPP00515,LEAD00047,CUST00031,CRM License,Qualification,212601.99,53,2026-02-02,Agent B
OPP00516,LEAD00094,CUST00156,AI Platform,Qualification,7337.04,18,2025-02-22,Agent C
OPP00517,LEAD00560,CUST00060,Support Package,Proposal,103708.06,76,2026-02-20,Agent B
OPP00518,LEAD00752,CUST00249,AI Platform,Negotiation,227274.58,63,2025-04-16,Agent E
OPP00519,LEAD00213,CUST00387,Laptop,Qualification,186376.69,35,2025-04-06,Agent D
OPP00520,LEAD00436,CUST00374,Support Package,Won,137996.14,94,2026-04-21,Agent A
OPP00521,LEAD00508,CUST00439,CRM License,Prospecting,134762.91,35,2025-06-25,Agent C
OPP00522,LEAD00651,CUST00270,Laptop,Negotiation,90203.67,43,2025-02-08,Agent B
OPP00523,LEAD00205,CUST00442,Support Package,Proposal,132527.53,17,2025-06-17,Agent D
OPP00524,LEAD00381,CUST00217,Support Package,Lost,165568.88,19,2025-02-11,Agent B
OPP00525,LEAD00073,CUST00399,AI Platform,Qualification,107498.94,57,2026-01-02,Agent D
OPP00526,LEAD00516,CUST00002,Laptop,Won,179967.52,64,2025-04-14,Agent E
OPP00527,LEAD00076,CUST00024,CRM License,Negotiation,216001.9,63,2025-11-29,Agent B
OPP00528,LEAD00077,CUST00206,CRM License,Won,42897.79,87,2025-07-23,Agent E
OPP00529,LEAD00768,CUST00320,Laptop,Won,115629.02,49,2025-01-08,Agent C
OPP00530,LEAD00410,CUST00496,Laptop,Lost,104964.92,24,2026-04-08,Agent E
OPP00531,LEAD00614,CUST00199,Analytics Suite,Proposal,173428.88,90,2025-10-09,Agent D
OPP00532,LEAD00106,CUST00356,Cloud Subscription,Negotiation,66217.53,27,2026-01-31,Agent C
OPP00533,LEAD00551,CUST00114,AI Platform,Qualification,161861.47,32,2025-02-12,Agent B
OPP00534,LEAD00476,CUST00280,Laptop,Proposal,219984.86,71,2026-03-11,Agent B
OPP00535,LEAD00275,CUST00155,Laptop,Qualification,107442.24,55,2025-04-20,Agent D
OPP00536,LEAD00088,CUST00165,Cloud Subscription,Prospecting,228198.85,96,2026-04-20,Agent A
OPP00537,LEAD00723,CUST00486,Cloud Subscription,Won,248325.12,48,2025-07-29,Agent A
OPP00538,LEAD00077,CUST00222,Support Package,Prospecting,30992.55,24,2025-08-25,Agent B
OPP00539,LEAD00077,CUST00091,CRM License,Won,62098.03,62,2025-12-22,Agent D
OPP00540,LEAD00442,CUST00167,AI Platform,Lost,237843.04,97,2025-11-15,Agent A
OPP00541,LEAD00540,CUST00447,Support Package,Proposal,239790.28,73,2025-02-18,Agent E
OPP00542,LEAD00245,CUST00207,Laptop,Qualification,28938.28,72,2025-04-25,Agent B
OPP00543,LEAD00578,CUST00282,Cloud Subscription,Lost,8674.63,89,2025-06-04,Agent E
OPP00544,LEAD00778,CUST00065,Analytics Suite,Qualification,44469.51,25,2025-05-17,Agent D
OPP00545,LEAD00382,CUST00376,CRM License,Proposal,249023.13,79,2025-06-16,Agent E
OPP00546,LEAD00717,CUST00004,Support Package,Negotiation,49099.91,75,2025-11-17,Agent A
OPP00547,LEAD00570,CUST00157,Analytics Suite,Prospecting,128124.16,22,2025-07-18,Agent A
OPP00548,LEAD00713,CUST00249,CRM License,Prospecting,212862.34,56,2026-04-19,Agent C
OPP00549,LEAD00737,CUST00257,Analytics Suite,Qualification,9998.39,18,2025-03-12,Agent B
OPP00550,LEAD00142,CUST00235,Cloud Subscription,Qualification,153099.8,72,2026-05-15,Agent D
OPP00551,LEAD00368,CUST00306,Support Package,Qualification,72871.23,43,2025-01-07,Agent B
OPP00552,LEAD00084,CUST00366,Support Package,Proposal,216272.05,90,2025-07-19,Agent E
OPP00553,LEAD00143,CUST00470,CRM License,Negotiation,74447.98,100,2025-12-02,Agent D
OPP00554,LEAD00352,CUST00395,Analytics Suite,Prospecting,173255.15,38,2025-03-08,Agent D
OPP00555,LEAD00545,CUST00074,Cloud Subscription,Lost,170183.81,46,2026-05-08,Agent A
OPP00556,LEAD00152,CUST00187,Laptop,Won,59265.92,52,2025-05-18,Agent E
OPP00557,LEAD00158,CUST00062,Support Package,Proposal,13525.8,95,2025-08-30,Agent A
OPP00558,LEAD00446,CUST00337,Laptop,Prospecting,105266.15,73,2026-03-31,Agent A
OPP00559,LEAD00653,CUST00164,Cloud Subscription,Negotiation,75852.32,33,2025-08-01,Agent C
OPP00560,LEAD00763,CUST00056,Support Package,Proposal,203199.55,80,2025-06-30,Agent A
OPP00561,LEAD00303,CUST00111,Support Package,Lost,201089.23,43,2025-09-11,Agent B
OPP00562,LEAD00624,CUST00218,Analytics Suite,Prospecting,116970.87,57,2025-04-11,Agent D
OPP00563,LEAD00656,CUST00240,Laptop,Proposal,153595.5,21,2025-12-17,Agent A
OPP00564,LEAD00450,CUST00021,Analytics Suite,Prospecting,153043.58,32,2025-03-28,Agent B
OPP00565,LEAD00721,CUST00141,AI Platform,Prospecting,207653.75,88,2025-07-04,Agent E
OPP00566,LEAD00224,CUST00265,Laptop,Negotiation,109125.59,22,2025-04-01,Agent D
OPP00567,LEAD00043,CUST00139,Laptop,Won,72484.44,96,2025-09-05,Agent E
OPP00568,LEAD00264,CUST00459,AI Platform,Negotiation,69933.55,54,2025-08-02,Agent B
