opportunity_id,lead_id,customer_id,product,opportunity_stage,opportunity_value,probability,created_date,sales_agent
OPP00283,LEAD00071,CUST00460,CRM License,Negotiation,182081.8,54,2025-08-06,Agent B
OPP00284,LEAD00544,CUST01047,Analytics Suite,Prospecting,23290.55,9,2025-06-28,Agent E
OPP00285,LEAD01962,CUST00234,AI Platform,Won,55990.35,98,2025-07-08,Agent E
OPP00286,LEAD00310,CUST01941,Analytics Suite,Qualification,91073.64,27,2026-05-24,Agent D
OPP00287,LEAD01672,CUST00756,Analytics Suite,Won,86290.76,87,2026-01-22,Agent A
OPP00288,LEAD01858,CUST01210,Laptop,Qualification,169033.39,16,2025-07-12,Agent A
OPP00289,LEAD00429,CUST00973,Laptop,Proposal,125838.65,27,2026-03-06,Agent C
OPP00290,LEAD01118,CUST01191,Laptop,Prospecting,265842.82,55,2025-05-20,Agent B
OPP00291,LEAD01200,CUST00911,CRM License,Proposal,218629.1,55,2025-06-08,Agent D
OPP00292,LEAD01588,CUST00147,AI Platform,Negotiation,274112.45,62,2025-01-01,Agent B
OPP00293,LEAD01597,CUST01659,Analytics Suite,Lost,260217.4,21,2026-07-30,Agent A
OPP00294,LEAD00121,CUST01285,Support Package,Won,277197.05,30,2025-05-21,Agent B
OPP00295,LEAD00639,CUST00508,Analytics Suite,Negotiation,294203.32,30,2026-03-25,Agent A
OPP00296,LEAD01881,CUST00169,AI Platform,Lost,100391.97,47,2025-03-12,Agent B
OPP00297,LEAD00708,CUST01775,CRM License,Negotiation,70807.38,93,2025-01-22,Agent C
OPP00298,LEAD00492,CUST00666,Laptop,Proposal,57894.19,49,2026-02-07,Agent A
OPP00299,LEAD01258,CUST01817,CRM License,Prospecting,192145.65,100,2025-02-28,Agent D
OPP00300,LEAD00391,CUST01532,AI Platform,Proposal,207480.34,29,2025-03-28,Agent C
OPP00301,LEAD00295,CUST01920,Analytics Suite,Proposal,35472.87,28,2025-07-16,Agent B
OPP00302,LEAD01596,CUST01320,Cloud Subscription,Negotiation,248110.76,14,2025-12-15,Agent B
OPP00303,LEAD00237,CUST00362,Cloud Subscription,Negotiation,237089.29,25,2025-01-11,Agent C
OPP00304,LEAD01783,CUST00071,AI Platform,Won,192257.44,34,2025-03-17,Agent B
OPP00305,LEAD00500,CUST00492,Analytics Suite,Negotiation,136327.62,41,2025-07-21,Agent D
OPP00306,LEAD00214,CUST00879,AI Platform,Proposal,54560.61,73,2026-02-24,Agent B
OPP00307,LEAD01483,CUST01248,Laptop,Prospecting,156621.76,47,2025-02-28,Agent B
OPP00308,LEAD00354,CUST01792,AI Platform,Qualification,56159.1,70,2025-06-20,Agent C
OPP00309,LEAD00734,CUST00282,AI Platform,Negotiation,185443.85,13,2025-04-25,Agent C
OPP00310,LEAD00703,CUST01270,Cloud Subscription,Proposal,99889.77,95,2025-07-03,Agent D
OPP00311,LEAD01015,CUST00172,Cloud Subscription,Lost,81718.82,19,2025-06-03,Agent C
OPP00312,LEAD00947,CUST00963,CRM License,Negotiation,137904.9,8,2026-01-17,Agent C
OPP00313,LEAD00391,CUST00148,Cloud Subscription,Won,178406.71,45,2025-02-10,Agent D
OPP00314,LEAD00470,CUST00748,Analytics Suite,Qualification,116564.58,67,2026-07-14,Agent B
OPP00315,LEAD00389,CUST01213,AI Platform,Prospecting,289444.99,27,2025-05-26,Agent C
OPP00316,LEAD00112,CUST01478,Cloud Subscription,Prospecting,11710.31,20,2026-08-14,Agent A
OPP00317,LEAD01301,CUST01610,Support Package,Negotiation,274729.7,86,2026-03-11,Agent B
OPP00318,LEAD00942,CUST01050,AI Platform,Proposal,10198.37,84,2025-08-01,Agent C
OPP00319,LEAD00217,CUST00518,Cloud Subscription,Negotiation,72846.46,77,2025-06-30,Agent C
OPP00320,LEAD00663,CUST01827,Analytics Suite,Won,298941.86,26,2026-07-19,Agent A
OPP00321,LEAD01336,CUST01868,AI Platform,Negotiation,221147.66,56,2026-08-17,Agent D
OPP00322,LEAD00571,CUST01936,Analytics Suite,Lost,196904.53,71,2025-12-31,Agent C
OPP00323,LEAD00802,CUST01584,Cloud Subscription,Negotiation,220566.94,46,2025-01-29,Agent D
OPP00324,LEAD01488,CUST01556,Laptop,Proposal,128405.89,22,2026-06-25,Agent E
OPP00325,LEAD01343,CUST00155,Cloud Subscription,Negotiation,237420.82,84,2025-10-12,Agent D
OPP00326,LEAD01402,CUST01146,Analytics Suite,Qualification,54911.73,95,2025-01-17,Agent D
OPP00327,LEAD00764,CUST00815,Laptop,Prospecting,240228.79,20,2026-04-23,Agent B
OPP00328,LEAD00968,CUST00518,Support Package,Negotiation,282462.74,72,2025-01-20,Agent B
OPP00329,LEAD01693,CUST00137,Support Package,Prospecting,258729.19,90,2025-08-10,Agent B
OPP00330,LEAD01745,CUST00427,Cloud Subscription,Won,224501.68,56,2025-02-14,Agent E
OPP00331,LEAD00112,CUST01831,Laptop,Proposal,198899.42,9,2025-09-18,Agent B
OPP00332,LEAD01677,CUST01818,Cloud Subscription,Proposal,161116.73,71,2026-04-25,Agent E
OPP00333,LEAD01787,CUST01486,Laptop,Won,124614.75,93,2025-03-18,Agent D
OPP00334,LEAD01885,CUST00204,Analytics Suite,Won,261039.54,30,2025-03-24,Agent C
OPP00335,LEAD00538,CUST01374,Analytics Suite,Won,197762.99,18,2026-07-25,Agent D
OPP00336,LEAD01003,CUST00254,Laptop,Negotiation,136121.09,29,2025-04-16,Agent B
OPP00337,LEAD00086,CUST01366,Cloud Subscription,Proposal,237589.6,82,2025-03-09,Agent D
OPP00338,LEAD00220,CUST00068,CRM License,Negotiation,25690.09,58,2025-12-15,Agent B
OPP00339,LEAD01125,CUST00571,CRM License,Prospecting,245804.58,6,2025-06-14,Agent A
OPP00340,LEAD00413,CUST00246,CRM License,Won,245103.63,61,2026-07-25,Agent E
OPP00341,LEAD00449,CUST01868,AI Platform,Prospecting,76273.53,83,2025-04-08,Agent C
OPP00342,LEAD00594,CUST01138,Cloud Subscription,Lost,20924.76,22,2025-12-04,Agent C
OPP00343,LEAD00919,CUST01846,Cloud Subscription,Proposal,216975.31,61,2026-07-03,Agent A
OPP00344,LEAD00306,CUST00041,Laptop,Prospecting,67962.77,26,2026-03-13,Agent B
OPP00345,LEAD01605,CUST01479,Support Package,Lost,298846.32,6,2025-01-18,Agent B
OPP00346,LEAD01337,CUST00960,AI Platform,Prospecting,12662.91,43,2025-04-22,Agent D
OPP00347,LEAD01584,CUST00938,CRM License,Qualification,76639.67,79,2025-03-16,Agent C
OPP00348,LEAD01853,CUST01747,CRM License,Won,22198.1,69,2026-06-29,Agent C
OPP00349,LEAD01201,CUST00095,AI Platform,Negotiation,236970.16,14,2025-05-01,Agent A
OPP00350,LEAD00724,CUST01889,Analytics Suite,Won,177821.69,22,2025-02-03,Agent A
OPP00351,LEAD01956,CUST00057,Analytics Suite,Qualification,256046.02,56,2025-08-17,Agent B
OPP00352,LEAD01132,CUST00726,Support Package,Proposal,289157.88,35,2025-06-18,Agent E
OPP00353,LEAD00928,CUST00277,Analytics Suite,Won,186933.31,36,2025-04-08,Agent E
OPP00354,LEAD00833,CUST01047,Cloud Subscription,Qualification,77208.52,46,2025-09-28,Agent A
OPP00355,LEAD00079,CUST01192,Support Package,Proposal,36868.34,77,2026-06-21,Agent C
OPP00356,LEAD01912,CUST01285,Cloud Subscription,Won,261215.7,60,2025-05-15,Agent B
OPP00357,LEAD01639,CUST01597,CRM License,Qualification,81082.84,86,2026-08-08,Agent D
OPP00358,LEAD01399,CUST01502,Laptop,Won,269120.29,14,2026-01-31,Agent B
OPP00359,LEAD00443,CUST01897,AI Platform,Qualification,264703.4,49,2025-08-16,Agent E
OPP00360,LEAD01857,CUST00900,Support Package,Lost,192064.67,57,2026-02-09,Agent A
OPP00361,LEAD00353,CUST00351,AI Platform,Negotiation,185158.79,77,2025-07-27,Agent E
OPP00362,LEAD00484,CUST00312,Laptop,Prospecting,285739.68,54,2025-05-07,Agent B
OPP00363,LEAD00141,CUST00552,Analytics Suite,Prospecting,229244.38,92,2025-05-20,Agent A
OPP00364,LEAD00577,CUST01206,Support Package,Prospecting,208151.71,85,2025-01-06,Agent D
OPP00365,LEAD00656,CUST00109,Analytics Suite,Won,136364.82,71,2026-01-22,Agent C
OPP00366,LEAD01590,CUST01910,CRM License,Qualification,150359.55,43,2025-02-14,Agent B
OPP00367,LEAD00653,CUST01979,Support Package,Lost,122787.12,35,2025-04-29,Agent D
OPP00368,LEAD01912,CUST00330,CRM License,Won,284433.1,56,2025-01-01,Agent B
OPP00369,LEAD00606,CUST01562,Support Package,Proposal,195054.57,49,2025-02-08,Agent C
OPP00370,LEAD01050,CUST01193,Analytics Suite,Proposal,236305.44,7,2026-06-24,Agent E
OPP00371,LEAD01187,CUST00962,AI Platform,Lost,20787.92,27,2025-01-15,Agent E
OPP00372,LEAD01659,CUST01470,Support Package,Won,257203.63,85,2026-01-06,Agent B
OPP00373,LEAD01504,CUST01152,CRM License,Proposal,131115.11,49,2025-07-15,Agent A
OPP00374,LEAD01736,CUST00648,Analytics Suite,Won,223776.51,96,2025-03-24,Agent A
OPP00375,LEAD01876,CUST01125,Analytics Suite,Won,21607.34,28,2025-06-28,Agent C
OPP00376,LEAD00235,CUST00272,Analytics Suite,Proposal,269223.22,97,2025-02-25,Agent C
OPP00377,LEAD00189,CUST00509,Support Package,Won,201355.22,82,2025-07-06,Agent D
OPP00378,LEAD00899,CUST01946,CRM License,Prospecting,142675.23,39,2026-05-03,Agent D
OPP00379,LEAD00301,CUST00371,Laptop,Prospecting,98031.85,63,2026-01-05,Agent A
OPP00380,LEAD00988,CUST01197,AI Platform,Prospecting,100197.0,99,2026-04-29,Agent A
OPP00381,LEAD01180,CUST00594,CRM License,Won,97985.46,65,2026-02-20,Agent E
OPP00382,LEAD00553,CUST00930,AI Platform,Proposal,47997.5,94,2026-07-07,Agent E
OPP00383,LEAD00197,CUST00495,CRM License,Negotiation,144504.77,15,2025-03-06,Agent D
OPP00384,LEAD01930,CUST01138,Support Package,Qualification,141511.04,20,2025-04-05,Agent A
OPP00385,LEAD00742,CUST01116,AI Platform,Lost,129461.63,5,2025-09-03,Agent A
OPP00386,LEAD01679,CUST01236,Support Package,Negotiation,213897.33,36,2025-11-08,Agent A
OPP00387,LEAD01250,CUST00617,Analytics Suite,Lost,131746.31,80,2026-04-13,Agent D
OPP00388,LEAD01325,CUST01158,Analytics Suite,Prospecting,35811.08,97,2025-03-14,Agent E
OPP00389,LEAD01562,CUST01458,AI Platform,Won,257097.29,57,2025-03-07,Agent D
OPP00390,LEAD00531,CUST01440,Support Package,Negotiation,133279.25,45,2026-04-20,Agent E
OPP00391,LEAD00436,CUST01136,Support Package,Won,200032.84,94,2025-11-24,Agent E
OPP00392,LEAD01994,CUST00599,Analytics Suite,Prospecting,279669.94,61,2025-09-03,Agent E
OPP00393,LEAD01336,CUST01065,CRM License,Proposal,232550.38,56,2025-05-13,Agent D
OPP00394,LEAD00585,CUST01074,Support Package,Won,166251.67,13,2026-02-19,Agent A
OPP00395,LEAD01292,CUST01903,CRM License,Prospecting,168056.45,25,2026-04-24,Agent D
OPP00396,LEAD00788,CUST00755,Laptop,Prospecting,256364.0,71,2025-01-19,Agent C
OPP00397,LEAD01720,CUST00645,AI Platform,Prospecting,248853.36,72,2025-02-02,Agent E
OPP00398,LEAD01017,CUST01500,Support Package,Proposal,61809.29,52,2026-04-09,Agent A
OPP00399,LEAD00628,CUST01271,CRM License,Won,191685.31,72,2026-06-11,Agent D
OPP00400,LEAD01381,CUST00855,Cloud Subscription,Lost,261057.54,71,2025-05-17,Agent B
OPP00401,LEAD01501,CUST00001,Cloud Subscription,Won,242959.15,11,2026-02-25,Agent D
OPP00402,LEAD00746,CUST01410,Laptop,Won,46167.64,85,2026-05-18,Agent A
OPP00403,LEAD01504,CUST01474,Cloud Subscription,Won,136350.92,71,2025-03-09,Agent B
OPP00404,LEAD00469,CUST01861,Cloud Subscription,Qualification,160287.6,26,2025-04-21,Agent E
OPP00405,LEAD00479,CUST01006,Cloud Subscription,Negotiation,84764.77,25,2025-03-19,Agent B
OPP00406,LEAD01654,CUST01031,Analytics Suite,Qualification,207054.82,96,2026-04-16,Agent B
OPP00407,LEAD01243,CUST00417,Analytics Suite,Lost,148105.68,29,2026-04-05,Agent B
OPP00408,LEAD00071,CUST00920,CRM License,Qualification,96277.53,8,2025-03-21,Agent E
OPP00409,LEAD01351,CUST00004,CRM License,Lost,107690.71,8,2025-04-14,Agent B
OPP00410,LEAD00612,CUST01002,Analytics Suite,Proposal,258433.82,26,2026-01-31,Agent E
OPP00411,LEAD00549,CUST01414,Support Package,Prospecting,261197.94,65,2026-06-19,Agent C
OPP00412,LEAD00849,CUST01572,Laptop,Won,245588.94,48,2026-04-10,Agent B
OPP00413,LEAD00904,CUST01326,Analytics Suite,Prospecting,275021.96,75,2025-04-10,Agent A
OPP00414,LEAD01784,CUST01611,Cloud Subscription,Lost,286168.89,27,2025-08-19,Agent D
OPP00415,LEAD00872,CUST01331,Support Package,Negotiation,152630.09,27,2025-02-09,Agent E
OPP00416,LEAD00594,CUST01560,AI Platform,Lost,38044.05,43,2025-05-26,Agent E
OPP00417,LEAD01548,CUST00875,Cloud Subscription,Won,242020.59,81,2025-12-02,Agent B
OPP00418,LEAD01086,CUST01205,CRM License,Proposal,193695.26,53,2025-07-25,Agent D
OPP00419,LEAD00002,CUST01279,AI Platform,Proposal,120349.99,78,2025-12-28,Agent A
OPP00420,LEAD01265,CUST01146,Support Package,Qualification,292904.61,13,2025-06-26,Agent C
OPP00421,LEAD01003,CUST01143,Laptop,Lost,108218.71,44,2025-12-02,Agent C
OPP00422,LEAD01150,CUST01564,Cloud Subscription,Prospecting,273213.85,46,2026-01-13,Agent D
OPP00423,LEAD00369,CUST00478,Cloud Subscription,Negotiation,181849.49,11,2025-04-26,Agent D
OPP00424,LEAD00957,CUST00634,Laptop,Prospecting,20626.18,35,2025-01-27,Agent B
OPP00425,LEAD01294,CUST01038,Support Package,Negotiation,259497.18,31,2025-07-21,Agent C
OPP00426,LEAD01354,CUST01291,Laptop,Negotiation,231041.47,48,2025-01-25,Agent B
OPP00427,LEAD01361,CUST01030,Support Package,Won,196321.39,20,2025-04-06,Agent E
OPP00428,LEAD01996,CUST00399,Laptop,Qualification,188230.27,30,2025-06-21,Agent B
OPP00429,LEAD01003,CUST01648,Support Package,Prospecting,73462.29,97,2025-07-21,Agent E
OPP00430,LEAD00860,CUST01092,AI Platform,Won,72200.98,18,2025-06-15,Agent E
OPP00431,LEAD01085,CUST00867,Cloud Subscription,Proposal,18460.0,83,2025-02-01,Agent C
OPP00432,LEAD00658,CUST01757,Cloud Subscription,Lost,54699.86,57,2025-04-16,Agent D
OPP00433,LEAD00631,CUST00873,Support Package,Negotiation,107579.57,12,2026-06-10,Agent D
OPP00434,LEAD01381,CUST00324,Laptop,Prospecting,166810.22,43,2026-03-04,Agent D
OPP00435,LEAD00627,CUST01969,Laptop,Won,47934.48,54,2025-09-22,Agent C
OPP00436,LEAD01498,CUST00766,AI Platform,Negotiation,171695.93,31,2025-01-15,Agent C
OPP00437,LEAD01491,CUST01789,Analytics Suite,Proposal,86362.84,30,2025-08-02,Agent E
OPP00438,LEAD01907,CUST01034,Laptop,Prospecting,83648.73,73,2026-07-05,Agent E
OPP00439,LEAD00264,CUST00485,CRM License,Won,284903.82,8,2026-04-28,Agent B
OPP00440,LEAD00727,CUST00754,Laptop,Lost,297779.92,94,2026-03-28,Agent B
OPP00441,LEAD01544,CUST01821,Cloud Subscription,Negotiation,245317.19,35,2025-05-29,Agent C
OPP00442,LEAD00859,CUST01890,Laptop,Negotiation,25773.67,41,2025-08-29,Agent C
OPP00443,LEAD01311,CUST00276,Support Package,Won,221303.2,17,2025-01-18,Agent B
OPP00444,LEAD01471,CUST01975,Laptop,Won,61743.46,89,2026-05-27,Agent D
OPP00445,LEAD01769,CUST01707,CRM License,Proposal,175074.18,26,2025-03-09,Agent D
OPP00446,LEAD00453,CUST01296,Support Package,Won,269176.95,82,2026-01-04,Agent E
OPP00447,LEAD00521,CUST00367,CRM License,Negotiation,120256.73,36,2025-06-18,Agent B
OPP00448,LEAD00942,CUST01174,Analytics Suite,Negotiation,279364.09,8,2025-12-06,Agent C
OPP00449,LEAD01013,CUST00852,Cloud Subscription,Negotiation,215427.94,44,2026-05-09,Agent E
OPP00450,LEAD01811,CUST00249,Cloud Subscription,Proposal,97293.43,55,2025-07-06,Agent E
OPP00451,LEAD00078,CUST01968,Analytics Suite,Qualification,37525.99,49,2025-01-11,Agent A
OPP00452,LEAD00491,CUST01207,Analytics Suite,Qualification,246451.87,99,2026-01-31,Agent C
OPP00453,LEAD01826,CUST00195,AI Platform,Negotiation,142837.23,54,2025-11-14,Agent D
OPP00454,LEAD01230,CUST00684,Cloud Subscription,Proposal,31081.11,79,2025-03-25,Agent E
OPP00455,LEAD01351,CUST01680,Cloud Subscription,Qualification,39905.48,40,2025-01-29,Agent E
OPP00456,LEAD00500,CUST00885,AI Platform,Qualification,290418.8,18,2025-11-09,Agent B
OPP00457,LEAD01246,CUST00990,Analytics Suite,Qualification,80470.57,52,2026-01-01,Agent B
OPP00458,LEAD00740,CUST00285,Analytics Suite,Prospecting,290311.44,58,2025-03-11,Agent C
OPP00459,LEAD01466,CUST00222,Support Package,Proposal,207536.28,45,2025-12-24,Agent A
OPP00460,LEAD00182,CUST01956,AI Platform,Prospecting,97142.42,78,2025-09-23,Agent C
OPP00461,LEAD00569,CUST01905,AI Platform,Won,121281.08,97,2025-03-23,Agent D
OPP00462,LEAD01290,CUST00191,Support Package,Proposal,235341.15,12,2026-01-03,Agent B
OPP00463,LEAD01208,CUST01099,Support Package,Proposal,136270.34,11,2026-01-20,Agent C
OPP00464,LEAD01681,CUST01363,Support Package,Prospecting,31677.73,31,2025-04-03,Agent E
OPP00465,LEAD01602,CUST01762,Analytics Suite,Won,76646.1,61,2026-02-06,Agent D
OPP00466,LEAD00029,CUST01120,Laptop,Lost,259500.04,9,2025-05-13,Agent C
OPP00467,LEAD00181,CUST01739,AI Platform,Proposal,211890.5,23,2025-12-22,Agent D
OPP00468,LEAD00709,CUST00242,AI Platform,Negotiation,155294.67,44,2026-04-30,Agent E
OPP00469,LEAD01918,CUST00030,Analytics Suite,Proposal,81193.74,41,2026-07-13,Agent B
OPP00470,LEAD00955,CUST00930,CRM License,Qualification,147631.28,86,2025-06-02,Agent B
OPP00471,LEAD01784,CUST00530,Cloud Subscription,Lost,238766.23,57,2025-07-21,Agent C
OPP00472,LEAD00119,CUST01511,Cloud Subscription,Prospecting,33647.53,88,2025-02-26,Agent E
OPP00473,LEAD01927,CUST00674,Support Package,Negotiation,298482.67,77,2026-08-01,Agent A
OPP00474,LEAD00123,CUST00815,Cloud Subscription,Won,259331.14,44,2025-07-17,Agent B
OPP00475,LEAD01617,CUST01070,AI Platform,Negotiation,102210.08,98,2026-04-24,Agent E
OPP00476,LEAD01754,CUST01923,Support Package,Won,262467.25,85,2026-07-12,Agent E
OPP00477,LEAD00589,CUST00144,AI Platform,Qualification,207697.21,52,2025-10-11,Agent A
OPP00478,LEAD00602,CUST01106,Support Package,Negotiation,203242.78,86,2026-02-18,Agent D
OPP00479,LEAD01164,CUST00778,Laptop,Prospecting,50515.83,29,2025-10-09,Agent E
OPP00480,LEAD01445,CUST00073,AI Platform,Won,272709.45,24,2025-12-09,Agent C
OPP00481,LEAD00241,CUST01630,Cloud Subscription,Lost,140599.12,80,2025-05-29,Agent A
OPP00482,LEAD00474,CUST01828,Cloud Subscription,Negotiation,242936.05,80,2026-05-16,Agent D
OPP00483,LEAD01509,CUST00347,Analytics Suite,Lost,96861.9,26,2025-03-15,Agent E
OPP00484,LEAD01615,CUST01520,Support Package,Negotiation,99321.06,77,2026-01-29,Agent C
OPP00485,LEAD00308,CUST01403,CRM License,Lost,289759.86,53,2026-07-03,Agent B
OPP00486,LEAD01780,CUST01411,AI Platform,Won,154031.38,58,2026-04-29,Agent B
OPP00487,LEAD01734,CUST00921,CRM License,Qualification,27368.31,86,2026-03-29,Agent B
OPP00488,LEAD01736,CUST00641,Cloud Subscription,Negotiation,252354.93,20,2026-01-27,Agent E
OPP00489,LEAD00482,CUST00142,Support Package,Lost,75896.71,43,2026-07-18,Agent A
OPP00490,LEAD01339,CUST00070,Support Package,Prospecting,264838.59,32,2026-05-31,Agent E
OPP00491,LEAD00321,CUST00355,Cloud Subscription,Prospecting,275767.56,58,2025-06-13,Agent C
OPP00492,LEAD00393,CUST01056,Cloud Subscription,Won,31102.14,20,2026-01-07,Agent B
OPP00493,LEAD00142,CUST00283,Laptop,Lost,178904.48,16,2025-09-13,Agent A
OPP00494,LEAD00987,CUST01374,AI Platform,Qualification,294641.99,71,2025-06-07,Agent E
OPP00495,LEAD01423,CUST01240,Laptop,Proposal,279966.69,10,2026-05-03,Agent A
OPP00496,LEAD00398,CUST00690,Laptop,Lost,162320.55,45,2025-01-25,Agent C
OPP00497,LEAD00373,CUST00175,Support Package,Qualification,207343.03,99,2025-03-18,Agent D
OPP00498,LEAD00554,CUST01035,CRM License,Prospecting,185235.99,100,2025-03-04,Agent A
OPP00499,LEAD00396,CUST01647,Laptop,Lost,68943.47,22,2025-05-01,Agent A
OPP00500,LEAD01666,CUST00788,Support Package,Lost,199369.3,94,2025-11-02,Agent B
OPP00501,LEAD00340,CUST01614,Cloud Subscription,Negotiation,106610.94,37,2026-07-16,Agent E
OPP00502,LEAD00557,CUST00573,Analytics Suite,Qualification,108011.86,24,2026-08-03,Agent B
OPP00503,LEAD00612,CUST00161,Analytics Suite,Negotiation,131796.57,53,2026-06-21,Agent E
OPP00504,LEAD00406,CUST01300,Analytics Suite,Qualification,257131.3,51,2026-03-29,Agent D
OPP00505,LEAD01883,CUST01777,Support Package,Negotiation,79120.29,40,2025-10-02,Agent A
OPP00506,LEAD00420,CUST01768,Support Package,Negotiation,82729.58,46,2026-04-08,Agent A
OPP00507,LEAD00974,CUST01919,AI Platform,Qualification,12128.57,14,2025-06-09,Agent B
OPP00508,LEAD01133,CUST00216,Support Package,Proposal,54951.99,30,2026-01-31,Agent A
OPP00509,LEAD00522,CUST00087,Analytics Suite,Proposal,293816.99,23,2025-01-05,Agent E
OPP00510,LEAD00943,CUST01139,Laptop,Lost,135822.28,94,2026-06-23,Agent A
OPP00511,LEAD00341,CUST01901,Cloud Subscription,Proposal,66597.76,52,2026-08-03,Agent A
OPP00512,LEAD00966,CUST01996,Cloud Subscription,Qualification,290047.73,57,2026-03-15,Agent E
OPP00513,LEAD00038,CUST00559,Analytics Suite,Negotiation,17864.18,47,2025-04-15,Agent E
OPP00514,LEAD00879,CUST00751,AI Platform,Negotiation,150408.25,89,2025-06-03,Agent D
OPP00515,LEAD00730,CUST01330,AI Platform,Proposal,243334.62,81,2026-03-17,Agent C
OPP00516,LEAD00702,CUST01828,Support Package,Negotiation,234119.31,71,2025-10-25,Agent E
OPP00517,LEAD00221,CUST00350,Support Package,Proposal,64873.01,34,2025-11-23,Agent E
OPP00518,LEAD01998,CUST01952,AI Platform,Proposal,215259.01,34,2025-08-29,Agent E
OPP00519,LEAD00055,CUST01635,Cloud Subscription,Won,190463.7,95,2026-05-14,Agent D
OPP00520,LEAD00293,CUST00137,Laptop,Lost,205830.1,94,2025-04-09,Agent C
OPP00521,LEAD00206,CUST01684,Cloud Subscription,Negotiation,87170.4,32,2025-09-21,Agent E
OPP00522,LEAD01956,CUST01284,Support Package,Lost,245112.97,37,2025-05-13,Agent A
OPP00523,LEAD00638,CUST01957,AI Platform,Won,172178.88,36,2026-02-17,Agent D
OPP00524,LEAD00862,CUST00419,AI Platform,Lost,220272.63,80,2025-06-19,Agent D
OPP00525,LEAD01502,CUST01986,Laptop,Prospecting,282476.32,96,2025-06-28,Agent B
OPP00526,LEAD00101,CUST00096,Laptop,Won,258094.21,90,2025-04-14,Agent E
OPP00527,LEAD00134,CUST00152,Laptop,Won,236877.87,85,2026-05-30,Agent D
OPP00528,LEAD00366,CUST00896,CRM License,Proposal,93998.14,38,2025-05-10,Agent C
OPP00529,LEAD01358,CUST01316,Analytics Suite,Proposal,25684.1,35,2026-06-02,Agent D
OPP00530,LEAD01957,CUST00334,Cloud Subscription,Prospecting,176646.89,90,2026-07-01,Agent E
OPP00531,LEAD01242,CUST00547,AI Platform,Lost,20008.79,42,2026-07-29,Agent D
OPP00532,LEAD01745,CUST00780,Laptop,Proposal,217115.03,25,2025-07-24,Agent B
OPP00533,LEAD01764,CUST00252,Analytics Suite,Lost,223678.28,85,2026-01-26,Agent D
OPP00534,LEAD00553,CUST00352,Analytics Suite,Lost,173244.27,51,2026-05-09,Agent A
OPP00535,LEAD00368,CUST00298,CRM License,Lost,58764.05,13,2025-02-16,Agent C
OPP00536,LEAD00321,CUST01909,Laptop,Lost,263959.22,91,2025-02-08,Agent A
OPP00537,LEAD01589,CUST01873,Laptop,Negotiation,182817.16,33,2025-05-04,Agent A
OPP00538,LEAD01339,CUST01258,CRM License,Negotiation,159318.67,34,2026-08-09,Agent C
OPP00539,LEAD01730,CUST01368,Laptop,Lost,174601.61,56,2025-02-23,Agent A
OPP00540,LEAD01015,CUST00275,Analytics Suite,Proposal,34037.26,30,2026-04-01,Agent C
OPP00541,LEAD01953,CUST00101,AI Platform,Lost,224726.75,84,2026-05-15,Agent B
OPP00542,LEAD01789,CUST00754,AI Platform,Prospecting,27624.92,71,2026-06-25,Agent D
OPP00543,LEAD01618,CUST01969,AI Platform,Won,177732.57,59,2025-11-12,Agent D
OPP00544,LEAD01607,CUST00956,Laptop,Proposal,59084.56,24,2025-11-10,Agent D
OPP00545,LEAD00248,CUST01616,CRM License,Lost,70233.56,52,2026-03-19,Agent D
OPP00546,LEAD01490,CUST00740,AI Platform,Proposal,77643.73,31,2026-04-14,Agent D
OPP00547,LEAD01895,CUST00619,CRM License,Prospecting,14148.64,97,2025-08-04,Agent D
OPP00548,LEAD00585,CUST01625,CRM License,Qualification,268633.26,81,2026-07-11,Agent D
OPP00549,LEAD01630,CUST00942,AI Platform,Proposal,243228.23,16,2025-09-15,Agent C
OPP00550,LEAD00701,CUST01464,AI Platform,Negotiation,19073.07,55,2025-05-28,Agent B
OPP00551,LEAD00425,CUST01454,CRM License,Negotiation,26525.97,79,2026-03-24,Agent A
OPP00552,LEAD01462,CUST01455,Analytics Suite,Won,237034.29,55,2026-01-06,Agent D
OPP00553,LEAD00331,CUST01353,Support Package,Proposal,11972.95,17,2025-01-30,Agent E
OPP00554,LEAD00963,CUST01619,CRM License,Proposal,146009.68,18,2025-04-10,Agent B
OPP00555,LEAD01873,CUST00927,Analytics Suite,Proposal,41116.2,75,2025-01-22,Agent A
OPP00556,LEAD00314,CUST00607,Analytics Suite,Proposal,181573.35,55,2025-12-10,Agent C
OPP00557,LEAD00312,CUST01025,Cloud Subscription,Negotiation,299518.72,57,2026-06-06,Agent E
OPP00558,LEAD01886,CUST00650,Support Package,Prospecting,59886.24,30,2025-07-12,Agent C
OPP00559,LEAD01555,CUST00087,Laptop,Won,287438.32,30,2025-03-07,Agent A
OPP00560,LEAD00924,CUST00724,AI Platform,Prospecting,260988.78,44,2026-05-23,Agent B
OPP00561,LEAD00811,CUST01002,Analytics Suite,Prospecting,295897.94,57,2026-03-06,Agent B
OPP00562,LEAD01928,CUST01041,CRM License,Proposal,232194.7,49,2025-11-21,Agent D
OPP00563,LEAD01448,CUST00681,Analytics Suite,Proposal,258528.33,89,2025-04-29,Agent B
OPP00564,LEAD01817,CUST01451,Cloud Subscription,Won,182433.32,23,2026-02-05,Agent C
OPP00565,LEAD00184,CUST00571,Support Package,Proposal,261512.38,50,2025-08-07,Agent B
