campaign_id,company,campaign_type,target_audience,duration_days,channel_used,conversion_rate,acquisition_cost,roi,location
CAMP00298,Delta Solutions,Social Media,18-25,7,LinkedIn,0.0336,16146.55,3.95,India
CAMP00299,Gamma Inc,Email,36-45,15,Facebook,0.0601,20651.42,8.2,Germany
CAMP00300,Gamma Inc,Influencer,18-25,7,LinkedIn,0.2856,2550.12,9.12,USA
CAMP00301,Beta Ltd,Search,46-60,33,Instagram,0.2922,3824.49,2.1,UK
CAMP00302,Gamma Inc,Influencer,36-45,21,YouTube,0.2168,17100.4,3.21,India
CAMP00303,Gamma Inc,Social Media,18-25,6,Instagram,0.0153,19887.6,9.07,India
CAMP00304,Alpha Corp,Display,36-45,72,LinkedIn,0.1178,9152.2,5.97,India
CAMP00305,Gamma Inc,Influencer,36-45,80,LinkedIn,0.1463,18513.91,4.37,USA
CAMP00306,Alpha Corp,Social Media,46-60,82,Google,0.1067,4600.52,2.81,UK
CAMP00307,Gamma Inc,Influencer,18-25,76,Facebook,0.2076,11378.13,1.57,USA
CAMP00308,Gamma Inc,Social Media,46-60,16,YouTube,0.0312,18825.36,1.53,India
CAMP00309,Delta Solutions,Search,18-25,19,Google,0.0168,5375.16,6.9,UK
CAMP00310,Beta Ltd,Email,46-60,77,Google,0.2099,9047.96,7.34,Germany
CAMP00311,Gamma Inc,Display,26-35,6,Facebook,0.0999,15912.11,3.97,India
CAMP00312,Beta Ltd,Influencer,26-35,69,Email,0.2434,8976.88,6.26,UK
CAMP00313,Gamma Inc,Influencer,26-35,15,Email,0.2744,21916.88,1.98,Germany
CAMP00314,Delta Solutions,Influencer,18-25,9,Instagram,0.2178,23939.79,0.7,Germany
CAMP00315,Beta Ltd,Social Media,46-60,72,Facebook,0.3465,16236.09,1.45,UK
CAMP00316,Delta Solutions,Search,26-35,67,Facebook,0.2286,19668.81,1.51,India
CAMP00317,Alpha Corp,Email,18-25,12,Google,0.2727,22714.06,9.86,USA
CAMP00318,Alpha Corp,Email,18-25,8,LinkedIn,0.2279,17695.55,2.74,USA
CAMP00319,Delta Solutions,Social Media,26-35,80,YouTube,0.2839,19446.2,1.77,India
CAMP00320,Alpha Corp,Email,18-25,27,LinkedIn,0.1428,2465.37,8.06,India
CAMP00321,Delta Solutions,Social Media,26-35,88,Instagram,0.1577,20682.19,3.98,UK
CAMP00322,Alpha Corp,Influencer,36-45,50,Email,0.124,7226.83,2.46,USA
CAMP00323,Delta Solutions,Email,26-35,89,Google,0.206,2234.71,2.59,USA
CAMP00324,Alpha Corp,Search,46-60,83,Email,0.1374,14942.05,1.82,USA
CAMP00325,Alpha Corp,Email,46-60,57,LinkedIn,0.3459,6056.28,1.26,Australia
CAMP00326,Alpha Corp,Email,26-35,14,LinkedIn,0.215,2456.25,6.96,Germany
CAMP00327,Gamma Inc,Influencer,26-35,82,YouTube,0.1241,15434.26,4.68,Australia
CAMP00328,Delta Solutions,Email,18-25,34,LinkedIn,0.1828,2914.53,1.91,USA
CAMP00329,Delta Solutions,Social Media,46-60,26,LinkedIn,0.2754,22237.07,8.03,Germany
CAMP00330,Beta Ltd,Influencer,46-60,54,LinkedIn,0.2841,24247.18,0.68,Australia
CAMP00331,Gamma Inc,Search,18-25,35,Instagram,0.2266,18585.71,4.59,Australia
CAMP00332,Alpha Corp,Display,46-60,68,YouTube,0.0108,7547.75,1.71,India
CAMP00333,Beta Ltd,Search,18-25,27,LinkedIn,0.3053,14282.26,0.76,Australia
CAMP00334,Alpha Corp,Influencer,26-35,83,LinkedIn,0.3193,1268.95,5.73,Germany
CAMP00335,Delta Solutions,Display,18-25,13,LinkedIn,0.3064,15724.29,1.98,USA
CAMP00336,Gamma Inc,Search,18-25,45,YouTube,0.2382,6964.1,1.15,India
CAMP00337,Gamma Inc,Email,18-25,87,Google,0.0192,11648.09,5.05,Germany
CAMP00338,Alpha Corp,Display,36-45,77,YouTube,0.3333,4882.27,8.51,India
CAMP00339,Gamma Inc,Search,36-45,75,Facebook,0.0331,24670.52,5.11,Australia
CAMP00340,Beta Ltd,Display,36-45,58,YouTube,0.0608,5581.9,1.26,Germany
CAMP00341,Beta Ltd,Search,36-45,53,LinkedIn,0.2235,10714.91,3.39,Germany
CAMP00342,Delta Solutions,Influencer,26-35,22,Google,0.167,6737.72,4.74,UK
CAMP00343,Beta Ltd,Display,36-45,30,Facebook,0.2666,13768.9,3.17,USA
CAMP00344,Alpha Corp,Email,26-35,54,Google,0.2253,22680.88,3.71,Australia
CAMP00345,Delta Solutions,Search,36-45,31,LinkedIn,0.0114,4503.02,5.25,UK
CAMP00346,Alpha Corp,Influencer,36-45,31,Instagram,0.2286,3949.92,9.45,USA
CAMP00347,Delta Solutions,Influencer,18-25,63,YouTube,0.3018,2314.6,8.15,Australia
CAMP00348,Alpha Corp,Email,36-45,65,LinkedIn,0.2997,14939.11,2.44,Australia
CAMP00349,Gamma Inc,Email,18-25,47,LinkedIn,0.0635,15250.89,7.96,India
CAMP00350,Gamma Inc,Search,26-35,29,YouTube,0.1281,20624.06,4.25,India
CAMP00351,Delta Solutions,Social Media,26-35,20,Facebook,0.0506,20981.05,8.25,UK
CAMP00352,Delta Solutions,Email,46-60,27,YouTube,0.2655,2997.59,6.36,USA
CAMP00353,Beta Ltd,Social Media,36-45,33,LinkedIn,0.2234,22807.87,6.95,Australia
CAMP00354,Delta Solutions,Search,18-25,86,Instagram,0.1747,20819.89,3.94,Germany
CAMP00355,Delta Solutions,Social Media,46-60,32,Email,0.1119,16357.55,7.28,India
CAMP00356,Gamma Inc,Social Media,26-35,83,Google,0.2776,9002.97,5.87,Germany
CAMP00357,Alpha Corp,Social Media,36-45,51,Facebook,0.2791,18766.86,6.38,Germany
CAMP00358,Delta Solutions,Display,46-60,43,Google,0.177,15706.51,5.7,UK
CAMP00359,Delta Solutions,Influencer,26-35,28,Google,0.0523,9149.64,1.03,USA
CAMP00360,Beta Ltd,Social Media,26-35,70,Google,0.1682,824.77,5.01,UK
CAMP00361,Beta Ltd,Display,36-45,77,Email,0.3147,15015.29,0.99,India
CAMP00362,Beta Ltd,Social Media,36-45,89,LinkedIn,0.2086,14624.03,2.1,Australia
CAMP00363,Alpha Corp,Influencer,36-45,75,Google,0.2664,4287.16,5.02,Germany
CAMP00364,Beta Ltd,Display,26-35,12,Facebook,0.1102,22704.99,4.36,Australia
CAMP00365,Alpha Corp,Influencer,46-60,80,LinkedIn,0.1267,4402.27,0.96,Australia
CAMP00366,Beta Ltd,Search,46-60,57,Email,0.0498,7533.86,1.8,India
CAMP00367,Beta Ltd,Email,36-45,49,YouTube,0.1266,9613.71,4.92,Australia
CAMP00368,Gamma Inc,Email,46-60,26,Email,0.0677,17232.66,9.69,UK
CAMP00369,Gamma Inc,Email,26-35,48,YouTube,0.1933,2500.18,5.12,USA
CAMP00370,Alpha Corp,Social Media,18-25,73,LinkedIn,0.1439,17708.17,7.84,USA
CAMP00371,Beta Ltd,Search,46-60,55,LinkedIn,0.2942,10654.71,4.71,UK
CAMP00372,Alpha Corp,Search,18-25,13,Instagram,0.1401,4982.18,2.32,India
CAMP00373,Beta Ltd,Social Media,18-25,69,Google,0.0822,3245.97,0.7,Germany
CAMP00374,Beta Ltd,Search,18-25,72,Google,0.0386,10602.23,4.07,Australia
CAMP00375,Beta Ltd,Search,26-35,62,LinkedIn,0.0959,11426.58,9.24,Australia
CAMP00376,Alpha Corp,Influencer,18-25,22,Facebook,0.2471,3863.89,3.59,USA
CAMP00377,Gamma Inc,Display,26-35,30,YouTube,0.2229,12320.41,4.0,UK
CAMP00378,Gamma Inc,Influencer,26-35,44,Facebook,0.2208,12809.75,7.08,Australia
CAMP00379,Gamma Inc,Display,26-35,79,Facebook,0.3018,24534.76,7.5,UK
CAMP00380,Beta Ltd,Search,36-45,74,LinkedIn,0.096,17975.96,6.28,India
CAMP00381,Delta Solutions,Influencer,36-45,13,Instagram,0.1701,798.14,3.71,Australia
CAMP00382,Alpha Corp,Search,26-35,10,Google,0.0672,12183.27,9.48,India
CAMP00383,Delta Solutions,Social Media,36-45,9,Google,0.0844,1028.95,3.85,Germany
CAMP00384,Delta Solutions,Social Media,26-35,84,Google,0.1361,13024.72,3.27,Germany
CAMP00385,Delta Solutions,Social Media,26-35,79,Instagram,0.2504,8779.46,8.51,India
CAMP00386,Gamma Inc,Display,26-35,23,YouTube,0.2935,22635.92,9.38,India
CAMP00387,Alpha Corp,Social Media,36-45,83,LinkedIn,0.1145,12585.58,9.59,Australia
CAMP00388,Beta Ltd,Influencer,18-25,48,LinkedIn,0.1452,21322.65,5.57,Germany
CAMP00389,Beta Ltd,Social Media,26-35,31,Email,0.3118,14804.87,8.76,UK
CAMP00390,Beta Ltd,Search,36-45,68,LinkedIn,0.2753,10214.57,2.25,Australia
CAMP00391,Delta Solutions,Search,36-45,10,Facebook,0.2447,6127.82,8.95,India
CAMP00392,Delta Solutions,Search,18-25,15,Facebook,0.1484,4987.35,7.7,UK
CAMP00393,Delta Solutions,Influencer,26-35,27,Google,0.126,19966.38,4.29,India
CAMP00394,Alpha Corp,Email,46-60,57,YouTube,0.256,22133.17,2.83,USA
CAMP00395,Delta Solutions,Display,46-60,77,YouTube,0.0417,8440.08,7.72,UK
CAMP00396,Delta Solutions,Search,36-45,49,Google,0.1948,12618.01,4.59,UK
CAMP00397,Alpha Corp,Email,18-25,42,Email,0.0307,7543.79,9.8,India
CAMP00398,Delta Solutions,Email,18-25,55,Instagram,0.2219,11654.71,8.62,India
CAMP00399,Delta Solutions,Display,36-45,6,Google,0.2033,21802.54,8.01,USA
CAMP00400,Gamma Inc,Search,18-25,61,Email,0.0303,3880.38,3.67,India
CAMP00401,Beta Ltd,Social Media,18-25,74,Email,0.1528,7641.41,7.26,UK
CAMP00402,Gamma Inc,Email,26-35,41,Email,0.0754,17534.15,7.68,Germany
CAMP00403,Delta Solutions,Email,18-25,60,Google,0.2814,8110.33,4.39,Germany
CAMP00404,Gamma Inc,Influencer,26-35,30,Email,0.3205,2488.33,1.4,UK
CAMP00405,Alpha Corp,Influencer,46-60,85,YouTube,0.117,9672.93,7.49,India
CAMP00406,Alpha Corp,Influencer,46-60,20,YouTube,0.02,17071.6,3.3,USA
CAMP00407,Alpha Corp,Email,46-60,16,Facebook,0.3152,24608.12,1.76,USA
CAMP00408,Gamma Inc,Search,36-45,85,Facebook,0.2971,22357.5,0.91,Germany
CAMP00409,Delta Solutions,Display,26-35,48,Instagram,0.2809,14266.01,3.61,India
CAMP00410,Delta Solutions,Email,18-25,39,Google,0.1312,19544.66,5.34,Australia
CAMP00411,Alpha Corp,Search,18-25,75,Email,0.0371,14499.01,0.86,USA
CAMP00412,Beta Ltd,Search,46-60,29,LinkedIn,0.3415,12600.48,5.85,India
CAMP00413,Beta Ltd,Social Media,18-25,30,LinkedIn,0.1778,4680.5,9.01,Australia
CAMP00414,Gamma Inc,Display,36-45,9,Email,0.1312,7658.15,6.18,India
CAMP00415,Alpha Corp,Search,36-45,49,Facebook,0.2743,11576.62,5.48,India
CAMP00416,Gamma Inc,Social Media,36-45,69,Facebook,0.238,24647.29,2.71,Australia
CAMP00417,Beta Ltd,Influencer,26-35,89,Google,0.0242,15409.78,4.67,India
CAMP00418,Gamma Inc,Influencer,46-60,50,YouTube,0.3359,23649.53,6.21,USA
CAMP00419,Beta Ltd,Social Media,26-35,11,Email,0.1991,6837.73,8.72,Australia
CAMP00420,Alpha Corp,Display,26-35,21,YouTube,0.074,2189.8,8.88,Germany
CAMP00421,Delta Solutions,Influencer,26-35,29,YouTube,0.0154,24470.19,4.79,UK
CAMP00422,Alpha Corp,Influencer,36-45,81,Google,0.1978,8575.8,2.24,UK
CAMP00423,Alpha Corp,Search,36-45,54,Instagram,0.212,13615.0,7.22,India
CAMP00424,Gamma Inc,Display,46-60,85,Facebook,0.0439,2243.0,9.53,India
CAMP00425,Alpha Corp,Display,36-45,77,Facebook,0.1953,21579.59,9.6,Germany
CAMP00426,Gamma Inc,Display,36-45,80,LinkedIn,0.1568,516.66,9.96,Germany
CAMP00427,Beta Ltd,Search,18-25,29,Facebook,0.1588,22697.29,2.9,Germany
CAMP00428,Beta Ltd,Influencer,18-25,53,YouTube,0.3416,4551.59,8.45,UK
CAMP00429,Beta Ltd,Search,46-60,10,Instagram,0.1106,4995.22,0.99,India
CAMP00430,Beta Ltd,Search,18-25,37,Google,0.3106,20732.09,0.64,UK
CAMP00431,Gamma Inc,Email,26-35,31,Google,0.1271,9962.65,6.9,Germany
CAMP00432,Delta Solutions,Search,18-25,18,LinkedIn,0.071,6772.44,1.64,India
CAMP00433,Delta Solutions,Search,46-60,10,LinkedIn,0.0618,15112.81,4.19,UK
CAMP00434,Alpha Corp,Display,36-45,37,LinkedIn,0.3298,6733.08,0.62,Germany
CAMP00435,Alpha Corp,Display,46-60,11,Instagram,0.0179,7520.41,1.32,India
CAMP00436,Delta Solutions,Search,46-60,57,Instagram,0.0845,1615.98,2.48,Germany
CAMP00437,Beta Ltd,Social Media,26-35,28,LinkedIn,0.1258,13715.58,5.77,Germany
CAMP00438,Gamma Inc,Display,46-60,24,Facebook,0.2333,3670.77,3.65,Australia
CAMP00439,Delta Solutions,Email,46-60,14,YouTube,0.1378,21009.47,5.86,UK
CAMP00440,Beta Ltd,Social Media,26-35,44,Facebook,0.0169,18899.99,6.67,UK
CAMP00441,Beta Ltd,Search,36-45,19,Facebook,0.1858,7493.75,0.53,UK
CAMP00442,Delta Solutions,Email,46-60,54,Instagram,0.3107,13577.58,8.55,Australia
CAMP00443,Beta Ltd,Display,46-60,89,Google,0.3114,14645.73,1.05,UK
CAMP00444,Delta Solutions,Display,36-45,67,LinkedIn,0.3471,16828.07,8.79,India
CAMP00445,Gamma Inc,Search,36-45,14,Email,0.1264,10763.56,9.77,Australia
CAMP00446,Beta Ltd,Influencer,36-45,12,Facebook,0.0516,16487.04,9.08,UK
CAMP00447,Alpha Corp,Social Media,46-60,80,Instagram,0.0336,4650.05,5.65,Germany
CAMP00448,Beta Ltd,Email,18-25,79,Email,0.3048,12039.96,7.81,Germany
CAMP00449,Alpha Corp,Influencer,18-25,36,Google,0.2644,2803.15,2.14,India
CAMP00450,Delta Solutions,Display,26-35,44,LinkedIn,0.2234,23556.21,9.4,USA
CAMP00451,Gamma Inc,Email,46-60,37,Facebook,0.1789,10334.53,0.72,Germany
CAMP00452,Gamma Inc,Social Media,36-45,55,Facebook,0.1655,15627.32,5.74,USA
CAMP00453,Delta Solutions,Email,26-35,22,Instagram,0.1779,12500.5,4.88,Germany
CAMP00454,Delta Solutions,Search,18-25,85,Instagram,0.1337,1157.03,8.07,India
CAMP00455,Gamma Inc,Search,46-60,39,Instagram,0.1714,2036.48,7.58,UK
CAMP00456,Gamma Inc,Influencer,46-60,19,Instagram,0.0815,6981.63,3.64,Australia
CAMP00457,Gamma Inc,Search,26-35,30,Facebook,0.05,17035.91,2.05,UK
CAMP00458,Alpha Corp,Search,18-25,81,LinkedIn,0.0818,16215.15,8.05,USA
CAMP00459,Beta Ltd,Display,18-25,29,Facebook,0.3401,5104.65,9.79,USA
CAMP00460,Gamma Inc,Search,26-35,74,LinkedIn,0.3468,12471.02,1.43,Australia
CAMP00461,Alpha Corp,Display,18-25,70,Email,0.2655,9493.0,7.46,Australia
CAMP00462,Delta Solutions,Search,18-25,90,Instagram,0.2946,14429.33,5.4,Germany
CAMP00463,Delta Solutions,Search,46-60,18,YouTube,0.0452,8699.81,3.46,USA
CAMP00464,Beta Ltd,Social Media,26-35,38,Instagram,0.0518,22456.85,0.64,Germany
CAMP00465,Delta Solutions,Email,26-35,77,Google,0.0415,12074.26,7.38,UK
CAMP00466,Alpha Corp,Social Media,26-35,15,LinkedIn,0.0315,10951.16,1.75,USA
CAMP00467,Alpha Corp,Influencer,36-45,7,Google,0.2641,17731.49,8.58,Germany
CAMP00468,Beta Ltd,Search,18-25,6,YouTube,0.0292,19626.85,3.01,India
CAMP00469,Alpha Corp,Email,26-35,12,YouTube,0.3327,11220.04,6.13,Germany
CAMP00470,Beta Ltd,Social Media,18-25,73,YouTube,0.2324,3169.52,3.2,Germany
CAMP00471,Beta Ltd,Influencer,36-45,35,Email,0.0681,2584.68,7.17,USA
CAMP00472,Gamma Inc,Influencer,26-35,16,LinkedIn,0.288,8508.42,1.61,Germany
CAMP00473,Beta Ltd,Email,46-60,65,YouTube,0.2901,18448.27,3.76,UK
CAMP00474,Gamma Inc,Social Media,26-35,31,Facebook,0.2017,16514.15,5.34,UK
CAMP00475,Alpha Corp,Email,46-60,16,YouTube,0.0409,7549.52,6.06,India
CAMP00476,Alpha Corp,Social Media,36-45,89,LinkedIn,0.1463,607.64,6.01,USA
CAMP00477,Beta Ltd,Search,18-25,55,YouTube,0.1965,16245.48,1.25,USA
CAMP00478,Beta Ltd,Email,36-45,43,Google,0.2629,14327.81,0.82,Germany
CAMP00479,Gamma Inc,Search,26-35,84,YouTube,0.1115,19425.99,2.75,Australia
CAMP00480,Beta Ltd,Influencer,18-25,24,LinkedIn,0.3069,17311.06,0.86,USA
CAMP00481,Beta Ltd,Search,46-60,55,LinkedIn,0.0953,6549.06,2.6,USA
CAMP00482,Gamma Inc,Email,36-45,69,Instagram,0.3494,18456.03,1.06,USA
CAMP00483,Gamma Inc,Social Media,26-35,5,YouTube,0.0491,12416.34,5.51,USA
CAMP00484,Gamma Inc,Email,46-60,28,Email,0.2932,14582.03,1.49,India
CAMP00485,Beta Ltd,Search,26-35,13,LinkedIn,0.055,9246.33,4.44,Germany
CAMP00486,Alpha Corp,Influencer,18-25,50,Instagram,0.2682,19869.44,7.81,India
CAMP00487,Alpha Corp,Search,36-45,63,Email,0.3032,5304.15,7.84,Australia
CAMP00488,Alpha Corp,Display,36-45,18,LinkedIn,0.1164,5511.21,5.84,India
CAMP00489,Gamma Inc,Display,46-60,17,Google,0.0445,6316.94,0.79,USA
CAMP00490,Alpha Corp,Social Media,26-35,44,Email,0.35,19844.03,5.6,UK
CAMP00491,Beta Ltd,Search,26-35,39,Email,0.3402,18338.55,2.9,USA
CAMP00492,Delta Solutions,Display,46-60,14,Facebook,0.2673,7104.9,5.9,India
CAMP00493,Delta Solutions,Influencer,18-25,63,YouTube,0.1414,4025.17,9.13,India
CAMP00494,Alpha Corp,Influencer,18-25,71,Instagram,0.0557,1190.65,6.19,USA
CAMP00495,Delta Solutions,Search,26-35,41,Instagram,0.1521,17253.7,9.44,USA
CAMP00496,Alpha Corp,Display,26-35,36,LinkedIn,0.2549,13702.39,2.48,India
CAMP00497,Beta Ltd,Email,36-45,18,YouTube,0.0618,17706.7,3.05,USA
CAMP00498,Gamma Inc,Social Media,26-35,32,Google,0.0157,17852.25,1.91,India
CAMP00499,Beta Ltd,Display,18-25,48,Google,0.3174,21197.01,1.24,India
CAMP00500,Beta Ltd,Email,18-25,90,LinkedIn,0.248,10691.18,0.6,India
CAMP00501,Alpha Corp,Search,46-60,20,YouTube,0.2459,20768.22,9.32,UK
CAMP00502,Gamma Inc,Influencer,18-25,76,LinkedIn,0.332,11176.3,4.79,Germany
CAMP00503,Delta Solutions,Influencer,26-35,48,LinkedIn,0.187,17841.62,9.42,Germany
CAMP00504,Gamma Inc,Display,46-60,52,Facebook,0.1181,14002.98,8.71,UK
CAMP00505,Beta Ltd,Display,26-35,30,Instagram,0.3192,23074.91,7.57,UK
CAMP00506,Beta Ltd,Email,36-45,86,Instagram,0.3452,9568.15,9.22,Germany
CAMP00507,Beta Ltd,Influencer,36-45,10,Google,0.017,17400.76,3.01,Germany
CAMP00508,Alpha Corp,Email,18-25,23,YouTube,0.1224,15153.33,8.64,India
CAMP00509,Gamma Inc,Influencer,18-25,32,YouTube,0.1332,24967.73,6.96,Germany
CAMP00510,Delta Solutions,Search,26-35,54,LinkedIn,0.0478,2392.91,6.2,Germany
CAMP00511,Beta Ltd,Display,26-35,41,Instagram,0.0853,15153.67,6.38,UK
CAMP00512,Delta Solutions,Influencer,36-45,84,Instagram,0.0183,6194.86,9.11,India
CAMP00513,Alpha Corp,Display,36-45,20,Email,0.2468,22162.56,9.32,Germany
CAMP00514,Beta Ltd,Display,18-25,53,YouTube,0.0463,19965.23,2.18,Australia
CAMP00515,Beta Ltd,Social Media,18-25,46,Facebook,0.3118,16715.06,1.27,India
CAMP00516,Gamma Inc,Influencer,36-45,31,Google,0.2086,12268.54,3.09,USA
CAMP00517,Gamma Inc,Social Media,46-60,6,Google,0.1311,17191.65,8.2,India
CAMP00518,Gamma Inc,Influencer,36-45,74,YouTube,0.285,14081.27,1.42,Germany
CAMP00519,Beta Ltd,Display,18-25,22,Instagram,0.2312,7538.83,6.79,UK
CAMP00520,Delta Solutions,Display,26-35,16,LinkedIn,0.266,20575.84,4.29,Germany
CAMP00521,Gamma Inc,Social Media,18-25,54,Email,0.3084,13058.11,9.17,Australia
CAMP00522,Alpha Corp,Email,36-45,18,Facebook,0.2846,6799.42,8.29,USA
CAMP00523,Delta Solutions,Display,26-35,59,YouTube,0.2749,16776.59,5.32,USA
CAMP00524,Beta Ltd,Search,18-25,67,Google,0.2581,956.72,4.12,India
CAMP00525,Delta Solutions,Influencer,46-60,24,Google,0.1383,18142.19,8.43,USA
CAMP00526,Beta Ltd,Social Media,26-35,10,Email,0.2316,12023.21,2.82,UK
CAMP00527,Delta Solutions,Search,46-60,13,Google,0.2023,16040.7,5.66,Germany
CAMP00528,Beta Ltd,Display,26-35,9,Google,0.3376,4351.83,9.35,UK
CAMP00529,Gamma Inc,Email,46-60,46,Instagram,0.1803,18097.18,6.24,Germany
CAMP00530,Gamma Inc,Influencer,26-35,37,YouTube,0.0854,18220.26,9.34,Australia
CAMP00531,Delta Solutions,Search,18-25,71,Email,0.1656,18668.97,4.7,USA
CAMP00532,Beta Ltd,Email,18-25,39,Google,0.151,11946.4,6.48,Germany
CAMP00533,Alpha Corp,Influencer,18-25,60,Google,0.1693,16192.41,9.43,UK
CAMP00534,Alpha Corp,Display,18-25,45,LinkedIn,0.2076,13956.75,7.5,UK
CAMP00535,Beta Ltd,Display,46-60,41,Facebook,0.3323,6210.46,9.1,Germany
CAMP00536,Gamma Inc,Search,46-60,68,Google,0.1056,1064.06,8.4,UK
CAMP00537,Gamma Inc,Social Media,26-35,48,YouTube,0.3395,10632.63,1.24,USA
CAMP00538,Delta Solutions,Display,18-25,53,Google,0.2751,20465.47,2.96,USA
CAMP00539,Gamma Inc,Email,46-60,43,YouTube,0.0722,8394.82,7.54,USA
CAMP00540,Alpha Corp,Email,36-45,66,YouTube,0.1053,18850.54,8.96,USA
CAMP00541,Delta Solutions,Email,46-60,31,Google,0.3192,16171.8,8.12,USA
CAMP00542,Delta Solutions,Search,26-35,9,Google,0.2825,9154.97,3.48,USA
CAMP00543,Alpha Corp,Email,36-45,41,LinkedIn,0.0587,514.1,6.4,India
CAMP00544,Delta Solutions,Social Media,46-60,32,YouTube,0.2088,11059.65,6.78,Germany
CAMP00545,Gamma Inc,Search,26-35,82,Email,0.1042,10124.83,4.65,India
CAMP00546,Beta Ltd,Display,46-60,88,Facebook,0.2241,3899.19,6.08,India
CAMP00547,Beta Ltd,Search,26-35,23,Facebook,0.069,20558.83,9.87,India
CAMP00548,Beta Ltd,Social Media,36-45,41,Facebook,0.1297,23909.32,5.67,USA
CAMP00549,Delta Solutions,Social Media,18-25,42,LinkedIn,0.1421,3470.45,2.35,USA
CAMP00550,Delta Solutions,Email,46-60,24,YouTube,0.1928,6158.06,5.29,India
CAMP00551,Alpha Corp,Influencer,46-60,5,YouTube,0.0914,15996.17,2.17,UK
CAMP00552,Delta Solutions,Social Media,18-25,90,YouTube,0.2574,23796.12,7.04,USA
CAMP00553,Delta Solutions,Display,26-35,61,Facebook,0.2852,23382.98,9.07,India
CAMP00554,Alpha Corp,Search,46-60,40,Facebook,0.2276,23317.93,6.92,USA
CAMP00555,Beta Ltd,Search,26-35,20,LinkedIn,0.317,11283.55,8.84,USA
CAMP00556,Alpha Corp,Email,36-45,46,Facebook,0.2788,24654.62,7.41,Germany
CAMP00557,Gamma Inc,Influencer,18-25,28,LinkedIn,0.025,9434.25,4.66,India
CAMP00558,Delta Solutions,Social Media,46-60,24,Google,0.0388,2624.13,5.61,Germany
CAMP00559,Delta Solutions,Email,36-45,87,Instagram,0.2344,17758.76,5.56,Germany
CAMP00560,Alpha Corp,Social Media,46-60,61,Instagram,0.2554,14126.52,4.23,Australia
CAMP00561,Beta Ltd,Display,36-45,31,YouTube,0.3391,20086.44,1.38,India
CAMP00562,Gamma Inc,Social Media,46-60,22,YouTube,0.0111,15717.14,7.17,Australia
CAMP00563,Gamma Inc,Search,18-25,71,Facebook,0.0906,20605.85,0.95,India
CAMP00564,Alpha Corp,Email,26-35,57,Facebook,0.2928,8925.34,2.44,Australia
CAMP00565,Beta Ltd,Social Media,26-35,78,Instagram,0.3131,7554.46,4.81,Germany
CAMP00566,Delta Solutions,Email,18-25,70,Google,0.1679,19052.53,9.88,UK
CAMP00567,Beta Ltd,Search,26-35,39,Google,0.1745,12694.11,3.42,Australia
CAMP00568,Gamma Inc,Search,36-45,61,LinkedIn,0.3002,4895.19,8.05,UK
CAMP00569,Beta Ltd,Email,26-35,37,Instagram,0.1664,9687.97,4.48,USA
CAMP00570,Beta Ltd,Display,18-25,12,Facebook,0.2777,20116.11,2.6,Germany
CAMP00571,Gamma Inc,Search,18-25,7,LinkedIn,0.3326,23136.09,0.75,Germany
CAMP00572,Delta Solutions,Display,26-35,11,Instagram,0.099,19127.9,1.34,UK
CAMP00573,Alpha Corp,Influencer,46-60,84,Instagram,0.1033,18094.07,4.46,Australia
CAMP00574,Alpha Corp,Social Media,18-25,77,Facebook,0.3291,20385.37,4.3,Germany
CAMP00575,Gamma Inc,Search,18-25,38,Email,0.1543,5412.99,6.45,Germany
CAMP00576,Delta Solutions,Search,36-45,82,YouTube,0.0153,14699.74,1.09,USA
CAMP00577,Gamma Inc,Influencer,18-25,68,LinkedIn,0.1808,15057.55,3.2,UK
CAMP00578,Gamma Inc,Email,18-25,16,Facebook,0.2197,23675.36,0.72,Germany
CAMP00579,Delta Solutions,Influencer,26-35,24,LinkedIn,0.0932,874.96,8.78,Germany
CAMP00580,Gamma Inc,Social Media,46-60,37,Facebook,0.2573,24277.81,4.28,UK
CAMP00581,Gamma Inc,Display,26-35,74,YouTube,0.0892,18288.81,6.05,USA
CAMP00582,Beta Ltd,Influencer,36-45,61,Email,0.0507,1049.74,7.25,India
CAMP00583,Delta Solutions,Search,18-25,38,Google,0.0948,13210.91,3.05,USA
CAMP00584,Gamma Inc,Search,26-35,76,Facebook,0.1915,2209.72,1.78,UK
CAMP00585,Gamma Inc,Display,46-60,32,LinkedIn,0.301,15283.17,6.01,UK
CAMP00586,Gamma Inc,Influencer,18-25,83,Google,0.19,11564.38,9.08,Germany
CAMP00587,Gamma Inc,Influencer,26-35,67,Email,0.2987,19424.44,8.98,Australia
CAMP00588,Beta Ltd,Social Media,36-45,65,YouTube,0.0318,14696.01,3.43,UK
CAMP00589,Beta Ltd,Social Media,36-45,12,Email,0.1367,19766.32,3.03,Australia
CAMP00590,Gamma Inc,Search,26-35,17,Instagram,0.158,9535.26,3.86,India
CAMP00591,Alpha Corp,Display,18-25,89,Facebook,0.2826,21493.73,2.83,Germany
CAMP00592,Alpha Corp,Social Media,18-25,71,Facebook,0.2176,21724.5,9.66,UK
CAMP00593,Gamma Inc,Social Media,18-25,27,YouTube,0.2769,16558.25,0.83,India
CAMP00594,Gamma Inc,Email,26-35,78,YouTube,0.1251,6961.07,2.32,UK
CAMP00595,Beta Ltd,Search,46-60,31,YouTube,0.3276,24790.06,0.77,India
CAMP00596,Gamma Inc,Social Media,36-45,35,Facebook,0.2866,20534.47,8.61,Australia
