lead_id,customer_id,lead_source,lead_date,lead_status,lead_score,sales_agent
LEAD00398,CUST00705,Social Media,2025-08-02,New,2,Agent D
LEAD00399,CUST00054,Event,2025-03-12,Lost,54,Agent D
LEAD00400,CUST00059,Email,2025-09-10,Lost,71,Agent E
LEAD00401,CUST01553,Website,2025-04-07,Qualified,91,Agent B
LEAD00402,CUST01687,Event,2025-01-03,Contacted,7,Agent B
LEAD00403,CUST01938,Website,2025-10-31,Contacted,73,Agent C
LEAD00404,CUST01252,Event,2026-08-07,New,81,Agent C
LEAD00405,CUST01859,Social Media,2026-01-20,Qualified,36,Agent A
LEAD00406,CUST00833,Referral,2026-03-28,Qualified,75,Agent E
LEAD00407,CUST00509,Advertisement,2026-04-29,Contacted,50,Agent D
LEAD00408,CUST00492,Referral,2026-08-03,Converted,66,Agent E
LEAD00409,CUST00474,Website,2025-03-18,Converted,39,Agent B
LEAD00410,CUST01491,Social Media,2025-05-30,New,18,Agent C
LEAD00411,CUST00020,Email,2026-01-03,New,83,Agent B
LEAD00412,CUST01891,Website,2026-05-05,Qualified,22,Agent B
LEAD00413,CUST01550,Social Media,2026-04-07,Qualified,19,Agent B
LEAD00414,CUST00762,Social Media,2026-03-10,Contacted,89,Agent A
LEAD00415,CUST01404,Advertisement,2025-07-06,New,94,Agent E
LEAD00416,CUST00270,Website,2025-08-06,New,61,Agent D
LEAD00417,CUST00863,Website,2025-02-17,Lost,59,Agent C
LEAD00418,CUST00219,Event,2025-07-07,Lost,37,Agent E
LEAD00419,CUST00225,Referral,2025-04-03,Converted,62,Agent C
LEAD00420,CUST00013,Email,2026-07-14,Converted,61,Agent E
LEAD00421,CUST01592,Referral,2025-02-24,Contacted,52,Agent D
LEAD00422,CUST01488,Event,2025-08-05,Lost,66,Agent B
LEAD00423,CUST01786,Website,2026-06-13,Contacted,56,Agent A
LEAD00424,CUST01963,Email,2026-07-24,Lost,88,Agent A
LEAD00425,CUST01930,Event,2025-08-13,New,67,Agent B
LEAD00426,CUST01986,Website,2025-10-05,Qualified,39,Agent B
LEAD00427,CUST00032,Referral,2025-11-08,Contacted,66,Agent E
LEAD00428,CUST01569,Website,2026-05-06,Qualified,24,Agent B
LEAD00429,CUST01447,Website,2026-04-04,Contacted,22,Agent E
LEAD00430,CUST00325,Email,2025-11-09,Contacted,83,Agent D
LEAD00431,CUST00274,Social Media,2025-08-10,Qualified,59,Agent A
LEAD00432,CUST01956,Email,2025-08-10,New,6,Agent C
LEAD00433,CUST01766,Referral,2026-01-22,Lost,36,Agent E
LEAD00434,CUST00656,Email,2026-05-13,New,99,Agent C
LEAD00435,CUST00150,Event,2025-02-15,Qualified,64,Agent D
LEAD00436,CUST00668,Event,2026-04-04,Contacted,87,Agent C
LEAD00437,CUST00011,Email,2025-10-14,New,55,Agent B
LEAD00438,CUST01375,Email,2025-03-28,Lost,5,Agent E
LEAD00439,CUST00761,Email,2025-02-27,Converted,18,Agent C
LEAD00440,CUST00099,Email,2025-07-20,Contacted,10,Agent D
LEAD00441,CUST01960,Social Media,2025-05-28,Contacted,74,Agent B
LEAD00442,CUST01652,Email,2025-03-04,Qualified,76,Agent E
LEAD00443,CUST01810,Advertisement,2025-06-24,New,46,Agent E
LEAD00444,CUST01995,Email,2026-05-12,Contacted,73,Agent C
LEAD00445,CUST00029,Event,2026-03-04,Converted,56,Agent B
LEAD00446,CUST01551,Website,2025-05-05,Contacted,74,Agent B
LEAD00447,CUST01576,Social Media,2026-02-06,Qualified,68,Agent C
LEAD00448,CUST01564,Website,2025-09-27,Contacted,46,Agent A
LEAD00449,CUST00531,Website,2026-03-22,Qualified,66,Agent B
LEAD00450,CUST00781,Social Media,2025-05-28,Lost,32,Agent B
LEAD00451,CUST01859,Social Media,2025-02-06,Converted,75,Agent D
LEAD00452,CUST00132,Event,2025-07-06,Converted,92,Agent A
LEAD00453,CUST01283,Advertisement,2026-08-16,Converted,21,Agent A
LEAD00454,CUST01586,Email,2025-11-28,Lost,67,Agent A
LEAD00455,CUST01597,Social Media,2025-02-02,Contacted,12,Agent E
LEAD00456,CUST01195,Social Media,2026-08-05,Contacted,38,Agent C
LEAD00457,CUST01534,Email,2026-05-08,Lost,67,Agent A
LEAD00458,CUST01819,Referral,2025-11-21,Converted,28,Agent B
LEAD00459,CUST01532,Advertisement,2026-03-18,Converted,24,Agent C
LEAD00460,CUST00232,Email,2025-04-21,Qualified,39,Agent E
LEAD00461,CUST00490,Email,2025-12-19,Contacted,12,Agent D
LEAD00462,CUST00611,Referral,2026-06-29,New,63,Agent B
LEAD00463,CUST00687,Event,2025-09-19,Contacted,14,Agent D
LEAD00464,CUST00722,Email,2025-01-24,New,34,Agent B
LEAD00465,CUST00440,Website,2026-03-28,Lost,32,Agent D
LEAD00466,CUST01367,Referral,2026-03-12,Qualified,97,Agent A
LEAD00467,CUST00221,Event,2026-03-17,New,100,Agent E
LEAD00468,CUST01576,Social Media,2026-01-22,Converted,8,Agent E
LEAD00469,CUST01318,Email,2025-03-23,Converted,16,Agent B
LEAD00470,CUST01923,Social Media,2025-03-10,Lost,74,Agent C
LEAD00471,CUST00014,Advertisement,2026-04-18,Converted,30,Agent B
LEAD00472,CUST00591,Referral,2026-05-25,Lost,65,Agent B
LEAD00473,CUST01797,Social Media,2025-02-16,New,93,Agent C
LEAD00474,CUST00988,Website,2025-12-13,Lost,17,Agent C
LEAD00475,CUST01122,Referral,2025-10-26,New,97,Agent A
LEAD00476,CUST00058,Referral,2025-07-28,New,6,Agent D
LEAD00477,CUST01525,Email,2026-01-20,Contacted,23,Agent A
LEAD00478,CUST00506,Social Media,2026-06-29,New,51,Agent B
LEAD00479,CUST01927,Referral,2026-05-05,New,89,Agent D
LEAD00480,CUST00749,Referral,2025-04-02,Contacted,56,Agent D
LEAD00481,CUST00378,Event,2025-10-04,New,14,Agent A
LEAD00482,CUST01188,Email,2026-07-12,New,25,Agent D
LEAD00483,CUST00955,Advertisement,2025-05-22,Qualified,77,Agent C
LEAD00484,CUST00942,Website,2026-05-25,Converted,57,Agent D
LEAD00485,CUST01900,Advertisement,2025-10-20,Qualified,2,Agent B
LEAD00486,CUST00729,Social Media,2025-11-07,Converted,51,Agent E
LEAD00487,CUST00796,Email,2025-05-30,Contacted,41,Agent C
LEAD00488,CUST01249,Website,2026-07-02,Converted,1,Agent A
LEAD00489,CUST00341,Event,2025-11-12,Qualified,25,Agent D
LEAD00490,CUST01658,Advertisement,2025-12-09,Lost,94,Agent D
LEAD00491,CUST00460,Website,2025-10-03,Qualified,71,Agent E
LEAD00492,CUST00484,Email,2025-02-23,New,8,Agent C
LEAD00493,CUST00022,Website,2026-04-11,Converted,2,Agent E
LEAD00494,CUST00686,Advertisement,2025-07-15,Contacted,35,Agent E
LEAD00495,CUST01166,Email,2025-05-24,Contacted,47,Agent D
LEAD00496,CUST01410,Advertisement,2026-04-12,Converted,46,Agent E
LEAD00497,CUST01798,Advertisement,2025-04-30,Qualified,70,Agent A
LEAD00498,CUST01556,Referral,2026-02-11,Contacted,18,Agent C
LEAD00499,CUST00643,Social Media,2025-10-10,Lost,5,Agent A
LEAD00500,CUST01651,Email,2026-04-22,Contacted,68,Agent C
LEAD00501,CUST00390,Referral,2025-01-31,Contacted,90,Agent E
LEAD00502,CUST00419,Referral,2026-04-07,Contacted,17,Agent E
LEAD00503,CUST00717,Website,2025-05-17,New,37,Agent A
LEAD00504,CUST01079,Advertisement,2026-06-03,Contacted,63,Agent B
LEAD00505,CUST00407,Referral,2025-07-30,New,17,Agent C
LEAD00506,CUST01801,Social Media,2025-01-05,Contacted,86,Agent A
LEAD00507,CUST00541,Social Media,2025-10-18,New,23,Agent B
LEAD00508,CUST00784,Social Media,2025-02-02,Lost,54,Agent C
LEAD00509,CUST01210,Email,2025-06-10,Lost,34,Agent D
LEAD00510,CUST00860,Advertisement,2026-03-04,Lost,67,Agent A
LEAD00511,CUST00808,Event,2025-12-01,Contacted,20,Agent C
LEAD00512,CUST01970,Advertisement,2026-02-27,Converted,10,Agent E
LEAD00513,CUST00872,Website,2026-06-08,Qualified,52,Agent C
LEAD00514,CUST00227,Advertisement,2025-10-06,Qualified,87,Agent E
LEAD00515,CUST01461,Website,2025-11-21,New,64,Agent E
LEAD00516,CUST01412,Website,2025-02-04,Contacted,76,Agent B
LEAD00517,CUST00438,Website,2025-06-20,Qualified,44,Agent E
LEAD00518,CUST01701,Referral,2026-03-08,Lost,15,Agent B
LEAD00519,CUST00784,Advertisement,2025-02-06,Qualified,43,Agent C
LEAD00520,CUST00302,Referral,2025-08-03,Qualified,99,Agent B
LEAD00521,CUST00345,Email,2025-03-23,Qualified,79,Agent A
LEAD00522,CUST01429,Social Media,2026-05-26,Contacted,71,Agent C
LEAD00523,CUST00433,Website,2025-12-01,Converted,31,Agent E
LEAD00524,CUST00940,Social Media,2026-01-20,New,60,Agent E
LEAD00525,CUST01469,Referral,2026-02-12,Qualified,63,Agent E
LEAD00526,CUST01706,Referral,2025-05-14,Converted,66,Agent A
LEAD00527,CUST00980,Event,2025-01-30,Lost,90,Agent E
LEAD00528,CUST01815,Email,2025-08-26,Qualified,69,Agent D
LEAD00529,CUST00606,Event,2025-04-21,Qualified,23,Agent E
LEAD00530,CUST01745,Referral,2025-07-11,Lost,23,Agent B
LEAD00531,CUST00501,Email,2025-07-10,Contacted,62,Agent A
LEAD00532,CUST00129,Email,2026-04-12,Lost,87,Agent E
LEAD00533,CUST01451,Referral,2025-07-10,New,95,Agent C
LEAD00534,CUST01514,Advertisement,2025-04-01,Lost,61,Agent E
LEAD00535,CUST01853,Advertisement,2026-07-26,Converted,53,Agent C
LEAD00536,CUST01844,Event,2025-01-30,Contacted,82,Agent C
LEAD00537,CUST00205,Referral,2025-05-02,Contacted,98,Agent D
LEAD00538,CUST01243,Social Media,2025-07-26,New,3,Agent E
LEAD00539,CUST01409,Social Media,2025-02-07,New,32,Agent C
LEAD00540,CUST01202,Referral,2026-06-21,Converted,34,Agent C
LEAD00541,CUST00038,Referral,2025-07-30,Contacted,57,Agent A
LEAD00542,CUST00091,Website,2026-04-12,Converted,30,Agent E
LEAD00543,CUST01342,Website,2025-03-22,Qualified,32,Agent A
LEAD00544,CUST01713,Email,2025-11-07,Converted,3,Agent D
LEAD00545,CUST00359,Website,2025-03-17,Converted,1,Agent D
LEAD00546,CUST00093,Social Media,2025-05-19,Contacted,45,Agent C
LEAD00547,CUST00809,Social Media,2025-08-31,Converted,100,Agent C
LEAD00548,CUST00628,Website,2026-05-30,New,30,Agent B
LEAD00549,CUST01966,Email,2025-07-02,Lost,25,Agent C
LEAD00550,CUST01852,Advertisement,2026-03-26,Contacted,27,Agent E
LEAD00551,CUST01117,Event,2025-02-24,Contacted,98,Agent A
LEAD00552,CUST01900,Email,2025-05-30,Qualified,67,Agent E
LEAD00553,CUST00458,Referral,2025-12-27,Lost,66,Agent D
LEAD00554,CUST01984,Advertisement,2025-10-07,Lost,19,Agent A
LEAD00555,CUST00894,Email,2025-10-27,New,91,Agent A
LEAD00556,CUST00953,Social Media,2026-02-09,Qualified,20,Agent B
LEAD00557,CUST00102,Email,2025-02-15,Contacted,97,Agent D
LEAD00558,CUST00355,Advertisement,2026-02-19,Qualified,96,Agent A
LEAD00559,CUST00389,Event,2026-05-30,Converted,57,Agent B
LEAD00560,CUST00976,Referral,2026-04-02,Contacted,87,Agent B
LEAD00561,CUST00380,Referral,2025-06-19,Lost,100,Agent B
LEAD00562,CUST00205,Referral,2025-07-29,Lost,59,Agent A
LEAD00563,CUST01211,Referral,2026-07-27,Contacted,77,Agent E
LEAD00564,CUST01746,Advertisement,2026-04-16,Qualified,60,Agent A
LEAD00565,CUST00140,Referral,2026-07-10,Contacted,53,Agent A
LEAD00566,CUST01122,Advertisement,2025-09-16,New,34,Agent B
LEAD00567,CUST01921,Referral,2025-03-19,Lost,66,Agent A
LEAD00568,CUST00810,Social Media,2025-05-17,Converted,27,Agent B
LEAD00569,CUST00366,Event,2025-06-25,Contacted,20,Agent E
LEAD00570,CUST00160,Website,2026-05-13,Qualified,28,Agent A
LEAD00571,CUST01873,Referral,2025-06-14,Contacted,2,Agent A
LEAD00572,CUST00811,Referral,2026-05-23,New,94,Agent D
LEAD00573,CUST00211,Website,2025-04-08,Contacted,26,Agent E
LEAD00574,CUST01733,Email,2026-01-31,New,80,Agent A
LEAD00575,CUST01605,Event,2025-11-25,Converted,44,Agent D
LEAD00576,CUST01407,Advertisement,2026-08-10,Converted,34,Agent D
LEAD00577,CUST00169,Advertisement,2025-10-19,Qualified,23,Agent B
LEAD00578,CUST00165,Social Media,2025-11-07,New,83,Agent C
LEAD00579,CUST00438,Email,2026-05-22,Lost,52,Agent D
LEAD00580,CUST00320,Website,2026-08-15,New,45,Agent D
LEAD00581,CUST01064,Social Media,2026-03-11,Qualified,66,Agent A
LEAD00582,CUST00785,Event,2026-02-21,New,81,Agent A
LEAD00583,CUST01531,Social Media,2026-06-07,Qualified,66,Agent E
LEAD00584,CUST00203,Email,2026-08-07,Contacted,47,Agent C
LEAD00585,CUST01456,Advertisement,2026-03-14,New,90,Agent C
LEAD00586,CUST01869,Social Media,2025-06-24,Converted,90,Agent B
LEAD00587,CUST00262,Referral,2026-01-18,Converted,97,Agent C
LEAD00588,CUST01305,Event,2025-05-21,Contacted,10,Agent A
LEAD00589,CUST01019,Advertisement,2025-10-26,New,90,Agent B
LEAD00590,CUST00190,Advertisement,2025-09-22,Contacted,20,Agent B
LEAD00591,CUST00586,Email,2026-08-12,Contacted,63,Agent E
LEAD00592,CUST01577,Referral,2025-11-27,Qualified,66,Agent A
LEAD00593,CUST01739,Referral,2026-07-26,Lost,21,Agent A
LEAD00594,CUST00737,Event,2026-04-27,Converted,1,Agent C
LEAD00595,CUST00214,Social Media,2026-05-21,Lost,95,Agent B
LEAD00596,CUST00490,Event,2025-04-11,Qualified,90,Agent B
LEAD00597,CUST01687,Advertisement,2026-04-08,Converted,18,Agent E
LEAD00598,CUST01140,Event,2025-05-30,Converted,61,Agent E
LEAD00599,CUST00861,Social Media,2025-12-11,Contacted,16,Agent A
LEAD00600,CUST00027,Advertisement,2025-10-17,Contacted,57,Agent E
LEAD00601,CUST01566,Social Media,2025-06-04,Lost,32,Agent B
LEAD00602,CUST00931,Event,2026-08-10,Lost,76,Agent C
LEAD00603,CUST01091,Website,2026-06-06,Converted,58,Agent D
LEAD00604,CUST01688,Event,2025-12-09,Converted,50,Agent C
LEAD00605,CUST01125,Social Media,2025-01-07,New,69,Agent D
LEAD00606,CUST01857,Website,2025-04-20,Lost,48,Agent B
LEAD00607,CUST01120,Referral,2025-05-16,Qualified,2,Agent E
LEAD00608,CUST00686,Email,2026-08-03,Qualified,60,Agent B
LEAD00609,CUST01846,Referral,2025-08-29,New,78,Agent A
LEAD00610,CUST01285,Website,2025-01-28,New,50,Agent E
LEAD00611,CUST01521,Website,2025-12-16,Contacted,18,Agent E
LEAD00612,CUST00454,Website,2026-07-21,Converted,1,Agent A
LEAD00613,CUST01343,Social Media,2025-12-01,Lost,30,Agent D
LEAD00614,CUST01121,Social Media,2025-09-22,Qualified,77,Agent B
LEAD00615,CUST00211,Event,2025-04-15,Converted,33,Agent C
LEAD00616,CUST00509,Event,2026-06-08,Contacted,96,Agent B
LEAD00617,CUST01824,Event,2025-03-04,New,34,Agent C
LEAD00618,CUST01143,Advertisement,2026-07-11,Qualified,43,Agent E
LEAD00619,CUST01549,Referral,2025-05-13,New,77,Agent C
LEAD00620,CUST00344,Email,2025-03-24,Contacted,62,Agent C
LEAD00621,CUST00436,Website,2025-07-27,Converted,5,Agent A
LEAD00622,CUST01883,Advertisement,2025-01-03,New,8,Agent D
LEAD00623,CUST00841,Social Media,2025-01-09,New,20,Agent A
LEAD00624,CUST01774,Social Media,2025-04-22,Lost,88,Agent E
LEAD00625,CUST01617,Website,2026-02-17,New,3,Agent C
LEAD00626,CUST00674,Event,2026-05-01,Qualified,8,Agent C
LEAD00627,CUST01900,Social Media,2025-05-28,Qualified,78,Agent E
LEAD00628,CUST01554,Advertisement,2026-01-20,Contacted,63,Agent B
LEAD00629,CUST00256,Referral,2025-07-29,Lost,99,Agent B
LEAD00630,CUST00192,Social Media,2025-09-16,Converted,22,Agent E
LEAD00631,CUST00254,Advertisement,2025-07-19,Lost,66,Agent A
LEAD00632,CUST01481,Email,2026-06-16,Converted,14,Agent C
LEAD00633,CUST00287,Email,2025-11-02,Qualified,60,Agent C
LEAD00634,CUST00565,Event,2025-10-29,Qualified,11,Agent D
LEAD00635,CUST00869,Advertisement,2026-05-28,New,91,Agent B
LEAD00636,CUST00272,Referral,2026-01-27,Converted,42,Agent B
LEAD00637,CUST00661,Email,2025-03-31,Qualified,26,Agent D
LEAD00638,CUST01357,Event,2025-04-23,New,99,Agent C
LEAD00639,CUST01945,Social Media,2025-07-23,Lost,7,Agent E
LEAD00640,CUST00940,Referral,2025-02-28,Contacted,80,Agent E
LEAD00641,CUST01494,Event,2026-02-17,New,51,Agent D
LEAD00642,CUST01061,Website,2025-10-23,Contacted,69,Agent A
LEAD00643,CUST00933,Email,2025-01-27,Lost,27,Agent B
LEAD00644,CUST01042,Referral,2025-08-27,Lost,89,Agent D
LEAD00645,CUST01918,Social Media,2026-05-10,Contacted,46,Agent C
LEAD00646,CUST00119,Referral,2026-06-25,Lost,42,Agent E
LEAD00647,CUST01027,Social Media,2026-07-28,Contacted,46,Agent D
LEAD00648,CUST00103,Social Media,2026-07-04,Qualified,30,Agent C
LEAD00649,CUST01751,Referral,2025-12-29,Lost,32,Agent D
LEAD00650,CUST01203,Advertisement,2026-07-07,Qualified,15,Agent E
LEAD00651,CUST00095,Email,2026-07-25,Qualified,49,Agent D
LEAD00652,CUST01248,Social Media,2026-01-14,Lost,48,Agent A
LEAD00653,CUST00872,Website,2025-09-04,New,39,Agent D
LEAD00654,CUST00095,Advertisement,2026-07-30,Qualified,99,Agent A
LEAD00655,CUST01957,Email,2025-09-05,Qualified,12,Agent A
LEAD00656,CUST00757,Event,2025-04-10,Converted,92,Agent A
LEAD00657,CUST00048,Event,2025-03-05,New,87,Agent E
LEAD00658,CUST01226,Website,2025-12-05,Contacted,3,Agent E
LEAD00659,CUST00751,Social Media,2025-01-22,Contacted,71,Agent B
LEAD00660,CUST01314,Referral,2025-03-12,Qualified,21,Agent E
LEAD00661,CUST00325,Event,2025-05-26,Contacted,5,Agent A
LEAD00662,CUST01657,Advertisement,2025-11-12,Converted,87,Agent D
LEAD00663,CUST00841,Event,2025-10-12,New,12,Agent C
LEAD00664,CUST00842,Event,2025-11-01,Converted,30,Agent C
LEAD00665,CUST01608,Email,2025-10-30,Converted,10,Agent B
LEAD00666,CUST01097,Advertisement,2026-08-16,New,15,Agent A
LEAD00667,CUST00003,Website,2025-05-10,Qualified,7,Agent A
LEAD00668,CUST01158,Referral,2025-10-10,Contacted,85,Agent D
LEAD00669,CUST01292,Referral,2026-01-01,Converted,6,Agent B
LEAD00670,CUST00625,Email,2025-06-13,New,76,Agent A
LEAD00671,CUST00362,Social Media,2025-04-18,Converted,16,Agent B
LEAD00672,CUST00108,Email,2025-01-28,New,92,Agent E
LEAD00673,CUST01693,Social Media,2025-07-14,New,85,Agent B
LEAD00674,CUST00009,Advertisement,2025-06-01,Converted,63,Agent C
LEAD00675,CUST01167,Email,2025-04-27,Qualified,83,Agent D
LEAD00676,CUST01673,Website,2025-06-11,New,30,Agent B
LEAD00677,CUST00705,Advertisement,2026-02-20,Qualified,79,Agent E
LEAD00678,CUST00401,Advertisement,2026-05-09,Contacted,23,Agent E
LEAD00679,CUST01430,Website,2025-11-04,Converted,62,Agent E
LEAD00680,CUST01261,Social Media,2025-02-09,Converted,92,Agent D
LEAD00681,CUST00030,Advertisement,2026-03-15,Lost,73,Agent E
LEAD00682,CUST01155,Advertisement,2025-04-01,Contacted,27,Agent B
LEAD00683,CUST00001,Social Media,2025-02-04,Converted,74,Agent D
LEAD00684,CUST00800,Event,2025-12-05,Converted,89,Agent D
LEAD00685,CUST00609,Website,2025-09-11,New,89,Agent C
LEAD00686,CUST01667,Event,2025-07-05,Qualified,74,Agent A
LEAD00687,CUST01955,Event,2026-07-31,New,74,Agent A
LEAD00688,CUST01397,Social Media,2025-02-24,Contacted,79,Agent E
LEAD00689,CUST01469,Referral,2025-02-01,Contacted,74,Agent D
LEAD00690,CUST00046,Email,2025-12-17,Lost,14,Agent D
LEAD00691,CUST00128,Social Media,2025-09-07,Lost,81,Agent E
LEAD00692,CUST01554,Referral,2026-04-23,Contacted,18,Agent C
LEAD00693,CUST00857,Social Media,2025-01-25,New,56,Agent C
LEAD00694,CUST01014,Social Media,2025-09-07,New,34,Agent A
LEAD00695,CUST01384,Referral,2025-03-29,Converted,22,Agent D
LEAD00696,CUST00695,Event,2025-01-25,Qualified,29,Agent A
LEAD00697,CUST01364,Advertisement,2025-10-03,Lost,9,Agent E
LEAD00698,CUST01454,Email,2026-03-14,Converted,44,Agent D
LEAD00699,CUST00481,Referral,2025-04-04,Converted,42,Agent D
LEAD00700,CUST01373,Social Media,2026-05-18,Lost,41,Agent B
LEAD00701,CUST00339,Event,2025-11-06,Converted,10,Agent A
LEAD00702,CUST00622,Email,2025-10-14,Lost,61,Agent C
LEAD00703,CUST01561,Email,2026-07-04,Qualified,17,Agent D
LEAD00704,CUST01967,Social Media,2025-07-16,Lost,86,Agent E
LEAD00705,CUST00130,Referral,2025-04-30,New,3,Agent D
LEAD00706,CUST01298,Event,2026-04-14,Qualified,6,Agent B
LEAD00707,CUST01140,Website,2025-03-05,Qualified,31,Agent E
LEAD00708,CUST01212,Email,2026-06-04,Contacted,41,Agent B
LEAD00709,CUST01574,Advertisement,2026-05-07,Contacted,97,Agent A
LEAD00710,CUST00140,Email,2026-08-06,Contacted,53,Agent A
LEAD00711,CUST01479,Social Media,2025-10-02,Converted,38,Agent B
LEAD00712,CUST00559,Email,2026-01-06,Lost,84,Agent A
LEAD00713,CUST00309,Event,2026-06-11,Converted,25,Agent C
LEAD00714,CUST00894,Event,2025-03-20,Lost,90,Agent D
LEAD00715,CUST00055,Advertisement,2025-07-02,Converted,41,Agent E
LEAD00716,CUST01262,Referral,2025-10-09,Contacted,32,Agent D
LEAD00717,CUST01131,Email,2026-01-10,Lost,31,Agent E
LEAD00718,CUST01026,Email,2026-02-09,Lost,1,Agent E
LEAD00719,CUST00062,Event,2026-07-05,New,68,Agent E
LEAD00720,CUST01527,Website,2025-10-19,New,58,Agent C
LEAD00721,CUST00071,Email,2025-04-13,Lost,64,Agent E
LEAD00722,CUST00526,Referral,2025-04-24,Lost,66,Agent E
LEAD00723,CUST00792,Advertisement,2026-04-23,Converted,3,Agent C
LEAD00724,CUST01405,Email,2025-10-02,Contacted,88,Agent E
LEAD00725,CUST00816,Social Media,2026-01-12,Qualified,52,Agent B
LEAD00726,CUST01634,Social Media,2025-12-02,Contacted,70,Agent E
LEAD00727,CUST01869,Website,2026-04-30,Qualified,4,Agent E
LEAD00728,CUST01531,Social Media,2025-05-11,New,77,Agent C
LEAD00729,CUST00078,Website,2025-04-12,Qualified,68,Agent D
LEAD00730,CUST01542,Advertisement,2026-03-14,Contacted,37,Agent B
LEAD00731,CUST00413,Event,2025-09-16,Qualified,94,Agent D
LEAD00732,CUST01778,Referral,2026-05-02,Lost,66,Agent A
LEAD00733,CUST01958,Email,2025-03-18,Qualified,91,Agent A
LEAD00734,CUST00169,Website,2025-06-12,Qualified,83,Agent E
LEAD00735,CUST00198,Event,2026-07-27,Qualified,21,Agent B
LEAD00736,CUST01395,Website,2026-05-18,New,100,Agent D
LEAD00737,CUST00287,Website,2025-02-07,Converted,75,Agent C
LEAD00738,CUST01938,Referral,2026-05-02,Lost,19,Agent D
LEAD00739,CUST01081,Referral,2025-02-09,Contacted,80,Agent E
LEAD00740,CUST01148,Email,2025-03-13,New,43,Agent D
LEAD00741,CUST01721,Advertisement,2026-06-20,Lost,87,Agent A
LEAD00742,CUST00435,Email,2025-03-17,Qualified,18,Agent E
LEAD00743,CUST01112,Email,2025-06-29,Contacted,26,Agent A
LEAD00744,CUST01998,Event,2025-03-22,Qualified,35,Agent E
LEAD00745,CUST00045,Social Media,2025-12-22,New,46,Agent A
LEAD00746,CUST00350,Referral,2025-02-04,Qualified,64,Agent C
LEAD00747,CUST00293,Advertisement,2025-06-21,Contacted,23,Agent C
LEAD00748,CUST00672,Event,2025-07-14,Converted,71,Agent A
LEAD00749,CUST00260,Event,2026-01-22,Lost,3,Agent D
LEAD00750,CUST00345,Website,2025-10-23,Lost,34,Agent E
LEAD00751,CUST01706,Social Media,2025-04-25,New,66,Agent D
LEAD00752,CUST00930,Email,2025-10-04,New,27,Agent B
LEAD00753,CUST00717,Social Media,2025-10-01,Lost,44,Agent C
LEAD00754,CUST00838,Event,2025-07-30,Lost,61,Agent C
LEAD00755,CUST01942,Email,2025-11-14,Qualified,25,Agent A
LEAD00756,CUST00983,Website,2025-07-14,Lost,97,Agent A
LEAD00757,CUST00938,Advertisement,2025-07-18,New,85,Agent A
LEAD00758,CUST01856,Email,2026-04-12,Contacted,98,Agent E
LEAD00759,CUST00075,Social Media,2025-05-31,Contacted,50,Agent B
LEAD00760,CUST00957,Email,2025-07-16,New,35,Agent E
LEAD00761,CUST01497,Website,2025-03-25,Contacted,100,Agent D
LEAD00762,CUST01030,Referral,2026-02-21,New,73,Agent C
LEAD00763,CUST01737,Website,2026-02-25,Lost,80,Agent C
LEAD00764,CUST01774,Event,2026-02-09,Lost,19,Agent C
LEAD00765,CUST00673,Advertisement,2025-04-11,New,87,Agent A
LEAD00766,CUST01636,Event,2025-09-27,Lost,53,Agent C
LEAD00767,CUST00488,Email,2025-06-24,Contacted,78,Agent A
LEAD00768,CUST00480,Website,2026-04-01,Qualified,83,Agent A
LEAD00769,CUST01955,Advertisement,2025-07-20,Qualified,11,Agent E
LEAD00770,CUST00026,Referral,2025-09-05,New,10,Agent C
LEAD00771,CUST00707,Event,2025-09-28,Qualified,7,Agent C
LEAD00772,CUST01259,Email,2026-03-30,Qualified,65,Agent E
LEAD00773,CUST00828,Advertisement,2026-02-23,Lost,92,Agent B
LEAD00774,CUST01690,Advertisement,2026-05-04,Qualified,4,Agent A
LEAD00775,CUST00504,Event,2025-09-13,Lost,14,Agent C
LEAD00776,CUST01106,Event,2026-05-04,New,49,Agent C
LEAD00777,CUST00251,Social Media,2026-06-04,Lost,40,Agent D
LEAD00778,CUST00423,Event,2025-11-09,Converted,11,Agent C
LEAD00779,CUST00348,Email,2026-02-10,Qualified,61,Agent D
LEAD00780,CUST01483,Event,2026-06-27,Contacted,91,Agent A
LEAD00781,CUST00406,Event,2026-05-15,New,22,Agent C
LEAD00782,CUST01340,Social Media,2025-06-14,Contacted,1,Agent B
LEAD00783,CUST00692,Referral,2026-03-03,Contacted,23,Agent D
LEAD00784,CUST01131,Website,2025-09-23,Qualified,19,Agent C
LEAD00785,CUST01748,Social Media,2025-03-30,Contacted,47,Agent B
LEAD00786,CUST01727,Social Media,2025-08-10,Lost,11,Agent E
LEAD00787,CUST00023,Event,2026-08-06,Contacted,37,Agent E
LEAD00788,CUST01569,Advertisement,2026-07-25,Lost,12,Agent B
LEAD00789,CUST01912,Email,2026-04-14,Lost,68,Agent C
LEAD00790,CUST01336,Email,2026-08-14,Contacted,47,Agent B
LEAD00791,CUST00375,Event,2025-12-08,Converted,8,Agent E
LEAD00792,CUST01330,Advertisement,2026-03-28,Converted,5,Agent B
LEAD00793,CUST01273,Advertisement,2025-04-09,Contacted,49,Agent E
LEAD00794,CUST01325,Website,2025-06-28,New,60,Agent C
LEAD00795,CUST00858,Event,2025-04-13,New,18,Agent B
LEAD00796,CUST01051,Event,2026-07-13,Converted,33,Agent E
