interaction_id,customer_id,agent_id,interaction_datetime,channel,call_reason,duration_minutes,outcome,satisfaction_score
CALL00295,CUST00414,AG004,2026-03-05 22:02:06,Email,Cancellation,36,Escalated,2
CALL00296,CUST00463,AG005,2026-08-07 10:28:47,Phone,Technical Support,14,Escalated,3
CALL00297,CUST00436,AG003,2025-03-05 22:45:34,Chat,Product Query,59,Follow-up Required,5
CALL00298,CUST01789,AG006,2025-11-30 14:02:33,Phone,Cancellation,45,Escalated,5
CALL00299,CUST00061,AG008,2025-05-28 03:17:15,Email,Cancellation,35,Resolved,3
CALL00300,CUST00589,AG009,2025-08-13 00:14:40,Chat,Product Query,24,No Response,4
CALL00301,CUST01281,AG005,2026-04-13 09:18:06,Chat,Technical Support,56,Follow-up Required,1
CALL00302,CUST00216,AG010,2025-02-04 17:28:35,Chat,Complaint,22,Resolved,4
CALL00303,CUST00768,AG004,2025-02-02 21:35:42,Phone,Product Query,60,No Response,2
CALL00304,CUST00314,AG009,2025-05-09 07:25:05,Chat,Product Query,60,No Response,2
CALL00305,CUST00575,AG009,2025-06-01 01:25:43,Email,Billing,42,Follow-up Required,3
CALL00306,CUST00715,AG003,2026-04-09 16:36:30,Email,Cancellation,42,Escalated,5
CALL00307,CUST01334,AG001,2025-06-12 08:18:12,Email,Product Query,36,Escalated,3
CALL00308,CUST01757,AG008,2026-07-07 07:47:03,Phone,Cancellation,58,No Response,2
CALL00309,CUST01971,AG001,2026-08-05 18:49:29,Email,Technical Support,35,Follow-up Required,4
CALL00310,CUST01328,AG007,2026-04-13 13:31:56,Phone,Billing,57,Follow-up Required,3
CALL00311,CUST01475,AG005,2025-10-12 18:20:29,Chat,Billing,13,Resolved,4
CALL00312,CUST00254,AG005,2026-04-20 08:20:13,Email,Product Query,26,Escalated,3
CALL00313,CUST01261,AG008,2025-04-08 01:33:23,Chat,Billing,10,Resolved,3
CALL00314,CUST01071,AG007,2026-06-07 04:00:42,Phone,Complaint,1,Follow-up Required,1
CALL00315,CUST01956,AG007,2025-07-19 11:14:56,Chat,Cancellation,18,Resolved,2
CALL00316,CUST01246,AG005,2025-09-23 02:45:19,Phone,Technical Support,57,Escalated,1
CALL00317,CUST01594,AG007,2026-06-20 07:46:08,Chat,Billing,20,Follow-up Required,1
CALL00318,CUST01617,AG007,2025-03-25 00:54:53,Chat,Complaint,50,No Response,5
CALL00319,CUST00240,AG006,2025-03-01 23:19:38,Email,Technical Support,17,No Response,1
CALL00320,CUST01128,AG008,2026-01-05 04:57:28,Chat,Cancellation,41,Follow-up Required,2
CALL00321,CUST01787,AG002,2026-08-09 17:25:27,Phone,Product Query,12,Resolved,1
CALL00322,CUST00687,AG001,2026-06-26 21:33:44,Phone,Product Query,29,Resolved,3
CALL00323,CUST01576,AG001,2026-08-12 17:06:56,Email,Cancellation,46,Escalated,3
CALL00324,CUST01992,AG007,2025-09-23 07:51:43,Chat,Complaint,54,Resolved,4
CALL00325,CUST01953,AG008,2026-01-02 20:48:09,Phone,Technical Support,23,Follow-up Required,1
CALL00326,CUST00520,AG002,2026-05-02 18:34:56,Email,Cancellation,35,Resolved,1
CALL00327,CUST00654,AG001,2025-04-20 06:29:43,Phone,Technical Support,35,Escalated,2
CALL00328,CUST01930,AG004,2026-06-06 20:21:21,Phone,Product Query,27,Resolved,1
CALL00329,CUST00791,AG008,2025-02-17 15:53:29,Email,Technical Support,24,Resolved,1
CALL00330,CUST00419,AG005,2025-10-14 09:58:51,Chat,Billing,56,Resolved,3
CALL00331,CUST01231,AG007,2025-09-12 13:08:46,Phone,Cancellation,27,Follow-up Required,5
CALL00332,CUST01037,AG010,2026-04-22 11:14:20,Phone,Complaint,45,Escalated,1
CALL00333,CUST00001,AG006,2025-09-28 10:46:40,Email,Product Query,26,Follow-up Required,2
CALL00334,CUST00221,AG004,2026-07-10 01:47:46,Chat,Complaint,33,Follow-up Required,5
CALL00335,CUST01245,AG001,2025-09-15 23:30:57,Chat,Technical Support,35,No Response,4
CALL00336,CUST01786,AG009,2025-10-15 19:22:04,Phone,Technical Support,12,No Response,2
CALL00337,CUST01302,AG008,2025-06-07 03:50:20,Phone,Cancellation,14,Follow-up Required,5
CALL00338,CUST00979,AG004,2026-05-20 00:08:22,Email,Cancellation,41,Follow-up Required,3
CALL00339,CUST01997,AG007,2025-10-19 10:17:56,Email,Billing,59,Escalated,5
CALL00340,CUST01768,AG003,2025-10-21 09:56:33,Phone,Cancellation,41,No Response,3
CALL00341,CUST00753,AG007,2026-03-08 00:23:38,Phone,Technical Support,37,Escalated,5
CALL00342,CUST01650,AG005,2026-04-02 07:57:59,Phone,Product Query,60,Resolved,2
CALL00343,CUST01809,AG003,2026-02-10 01:27:59,Email,Cancellation,42,No Response,4
CALL00344,CUST00381,AG001,2025-04-07 20:30:43,Chat,Product Query,54,No Response,2
CALL00345,CUST01250,AG001,2026-07-09 05:47:05,Email,Complaint,21,Follow-up Required,2
CALL00346,CUST00118,AG009,2026-05-08 05:51:56,Chat,Complaint,49,Resolved,1
CALL00347,CUST01118,AG001,2026-03-15 05:18:04,Chat,Technical Support,52,No Response,3
CALL00348,CUST01834,AG005,2025-11-26 18:28:12,Email,Complaint,50,Resolved,1
CALL00349,CUST01798,AG002,2026-03-26 16:59:02,Email,Complaint,23,Escalated,3
CALL00350,CUST01125,AG007,2026-02-26 11:15:47,Email,Cancellation,45,No Response,3
CALL00351,CUST01176,AG004,2025-06-22 12:55:57,Email,Technical Support,51,No Response,3
CALL00352,CUST01706,AG008,2025-10-07 17:06:21,Chat,Complaint,36,Resolved,1
CALL00353,CUST00009,AG001,2025-01-19 15:26:39,Email,Complaint,14,No Response,2
CALL00354,CUST01380,AG005,2025-01-03 05:22:55,Email,Technical Support,12,Escalated,5
CALL00355,CUST00632,AG005,2025-11-02 19:36:48,Phone,Technical Support,51,No Response,1
CALL00356,CUST01540,AG005,2026-03-25 10:14:41,Chat,Product Query,11,Follow-up Required,5
CALL00357,CUST00233,AG003,2026-04-10 04:04:20,Phone,Complaint,58,No Response,1
CALL00358,CUST00967,AG003,2026-05-06 11:20:47,Chat,Technical Support,36,Escalated,5
CALL00359,CUST01519,AG010,2025-08-26 10:12:37,Phone,Cancellation,13,Escalated,3
CALL00360,CUST01467,AG008,2025-11-19 19:13:36,Phone,Cancellation,13,Resolved,4
CALL00361,CUST01477,AG005,2026-05-01 08:27:42,Phone,Billing,3,Resolved,5
CALL00362,CUST01838,AG009,2025-01-20 19:45:58,Phone,Complaint,36,Follow-up Required,4
CALL00363,CUST00723,AG001,2026-01-05 17:35:26,Chat,Technical Support,50,No Response,4
CALL00364,CUST01419,AG006,2025-08-22 04:39:03,Chat,Billing,45,Follow-up Required,1
CALL00365,CUST01623,AG007,2025-07-17 21:00:33,Phone,Billing,36,Escalated,2
CALL00366,CUST01864,AG001,2025-12-07 07:16:51,Chat,Cancellation,36,Resolved,5
CALL00367,CUST00442,AG008,2025-07-24 01:33:31,Email,Billing,15,No Response,5
CALL00368,CUST00483,AG008,2025-12-19 07:08:53,Email,Cancellation,50,Follow-up Required,2
CALL00369,CUST00874,AG006,2026-02-11 21:57:00,Phone,Product Query,33,Follow-up Required,4
CALL00370,CUST01606,AG007,2025-11-01 05:23:23,Email,Technical Support,51,Follow-up Required,3
CALL00371,CUST01759,AG010,2025-12-10 09:44:24,Chat,Product Query,60,Resolved,5
CALL00372,CUST01060,AG004,2025-08-24 18:21:06,Phone,Product Query,53,Resolved,5
CALL00373,CUST01453,AG003,2025-02-09 22:20:17,Phone,Technical Support,57,Escalated,5
CALL00374,CUST00122,AG005,2025-07-21 20:13:25,Phone,Cancellation,46,Escalated,4
CALL00375,CUST01508,AG010,2025-11-26 05:12:15,Phone,Technical Support,19,No Response,4
CALL00376,CUST01291,AG005,2025-08-04 20:19:53,Phone,Billing,18,Resolved,5
CALL00377,CUST00660,AG010,2025-01-26 22:29:14,Phone,Cancellation,42,Resolved,5
CALL00378,CUST01255,AG008,2025-11-01 01:50:50,Chat,Product Query,15,Resolved,2
CALL00379,CUST01896,AG002,2025-11-23 01:27:23,Email,Cancellation,31,No Response,3
CALL00380,CUST01982,AG007,2026-06-07 08:25:16,Email,Product Query,42,No Response,2
CALL00381,CUST01285,AG009,2026-07-07 20:22:37,Email,Complaint,18,Follow-up Required,4
CALL00382,CUST01300,AG006,2025-12-12 19:07:24,Chat,Complaint,7,Follow-up Required,5
CALL00383,CUST01313,AG004,2025-02-24 17:03:01,Chat,Cancellation,9,Resolved,2
CALL00384,CUST00262,AG009,2026-04-16 14:25:44,Chat,Complaint,42,Follow-up Required,3
CALL00385,CUST00692,AG001,2025-12-22 18:14:14,Phone,Billing,8,No Response,5
CALL00386,CUST01983,AG009,2026-04-07 17:54:39,Phone,Cancellation,48,Escalated,2
CALL00387,CUST00129,AG001,2026-01-15 05:34:53,Phone,Billing,2,Follow-up Required,4
CALL00388,CUST00630,AG001,2025-09-13 13:50:02,Phone,Product Query,47,Resolved,5
CALL00389,CUST01805,AG006,2026-05-19 22:50:00,Email,Billing,39,Escalated,2
CALL00390,CUST01395,AG001,2025-08-03 10:58:47,Chat,Product Query,16,Follow-up Required,2
CALL00391,CUST00788,AG008,2026-01-22 14:41:27,Phone,Complaint,17,Escalated,3
CALL00392,CUST01197,AG005,2025-12-11 04:20:30,Email,Cancellation,32,Escalated,5
CALL00393,CUST01519,AG008,2026-05-04 02:39:30,Chat,Billing,36,Escalated,1
CALL00394,CUST00711,AG008,2026-05-25 04:00:33,Phone,Billing,51,Resolved,5
CALL00395,CUST01855,AG008,2025-05-20 03:39:27,Phone,Complaint,46,Escalated,3
CALL00396,CUST00814,AG002,2026-06-01 13:22:23,Phone,Billing,32,No Response,1
CALL00397,CUST01765,AG009,2025-12-17 16:42:53,Phone,Complaint,1,Resolved,4
CALL00398,CUST01307,AG009,2025-06-11 06:37:05,Email,Complaint,56,Resolved,3
CALL00399,CUST00094,AG006,2026-01-02 08:54:55,Phone,Cancellation,27,Follow-up Required,2
CALL00400,CUST01744,AG002,2026-07-31 09:11:37,Chat,Complaint,51,No Response,2
CALL00401,CUST00232,AG008,2026-01-03 14:28:21,Phone,Billing,17,No Response,4
CALL00402,CUST01894,AG007,2025-04-07 22:03:24,Email,Billing,23,No Response,3
CALL00403,CUST00030,AG002,2025-10-23 04:34:26,Phone,Cancellation,37,No Response,4
CALL00404,CUST01983,AG009,2025-05-07 08:52:49,Email,Product Query,44,Follow-up Required,5
CALL00405,CUST00941,AG007,2025-06-05 22:12:38,Chat,Complaint,9,Resolved,5
CALL00406,CUST00234,AG001,2026-02-22 07:16:29,Email,Cancellation,48,No Response,5
CALL00407,CUST00419,AG007,2025-03-10 03:39:27,Chat,Cancellation,35,Escalated,5
CALL00408,CUST00376,AG009,2026-06-01 16:34:33,Phone,Cancellation,49,Escalated,4
CALL00409,CUST01078,AG010,2026-06-23 20:36:41,Chat,Technical Support,36,Follow-up Required,2
CALL00410,CUST00412,AG009,2025-04-21 12:39:56,Email,Billing,33,No Response,1
CALL00411,CUST01592,AG009,2025-07-06 10:33:41,Chat,Technical Support,39,Resolved,2
CALL00412,CUST01947,AG002,2025-07-13 19:23:55,Email,Cancellation,31,Escalated,3
CALL00413,CUST00600,AG001,2025-01-31 05:15:38,Email,Product Query,7,Resolved,2
CALL00414,CUST00195,AG003,2025-02-16 01:47:44,Chat,Product Query,21,No Response,4
CALL00415,CUST00104,AG009,2026-03-20 02:21:06,Email,Technical Support,59,Resolved,2
CALL00416,CUST01395,AG009,2025-10-02 04:18:42,Chat,Billing,16,Follow-up Required,5
CALL00417,CUST01512,AG001,2025-05-18 01:37:03,Email,Billing,27,Escalated,1
CALL00418,CUST01916,AG010,2025-11-04 23:39:03,Chat,Product Query,14,Escalated,1
CALL00419,CUST00275,AG003,2025-05-27 08:05:42,Phone,Billing,28,Resolved,3
CALL00420,CUST01151,AG005,2025-12-18 22:51:36,Phone,Cancellation,47,Resolved,2
CALL00421,CUST00392,AG007,2025-04-16 15:39:15,Chat,Cancellation,44,No Response,5
CALL00422,CUST00016,AG002,2025-04-22 15:10:18,Email,Product Query,7,Resolved,3
CALL00423,CUST00857,AG004,2026-05-14 06:26:41,Email,Complaint,56,Follow-up Required,4
CALL00424,CUST00132,AG003,2025-06-14 22:01:56,Phone,Cancellation,39,Follow-up Required,4
CALL00425,CUST00318,AG004,2025-06-21 21:35:26,Phone,Product Query,42,Resolved,3
CALL00426,CUST01420,AG004,2026-03-27 00:59:39,Chat,Complaint,47,Resolved,4
CALL00427,CUST00428,AG005,2025-08-30 09:48:29,Phone,Technical Support,41,Escalated,2
CALL00428,CUST00797,AG007,2025-03-07 10:36:04,Email,Cancellation,53,Escalated,3
CALL00429,CUST01907,AG002,2026-04-04 17:05:27,Email,Technical Support,42,Follow-up Required,2
CALL00430,CUST01012,AG008,2025-01-03 10:47:10,Chat,Billing,60,Follow-up Required,5
CALL00431,CUST00276,AG002,2025-09-23 08:46:28,Phone,Product Query,41,Resolved,1
CALL00432,CUST00091,AG007,2025-08-21 03:06:24,Email,Cancellation,51,No Response,5
CALL00433,CUST00806,AG002,2026-01-30 21:24:28,Email,Product Query,33,Resolved,1
CALL00434,CUST01797,AG009,2025-12-12 06:03:22,Phone,Billing,20,Follow-up Required,3
CALL00435,CUST00075,AG004,2025-12-13 17:14:44,Phone,Billing,31,Resolved,4
CALL00436,CUST01811,AG001,2026-06-16 07:42:34,Email,Technical Support,10,No Response,3
CALL00437,CUST00952,AG002,2025-12-21 19:20:14,Phone,Cancellation,29,Follow-up Required,5
CALL00438,CUST01205,AG004,2025-01-24 10:39:44,Phone,Billing,44,Resolved,5
CALL00439,CUST01093,AG010,2025-02-05 05:36:44,Email,Billing,46,Escalated,5
CALL00440,CUST00953,AG003,2025-07-19 04:18:12,Phone,Complaint,24,Escalated,4
CALL00441,CUST00624,AG005,2025-01-09 00:31:26,Phone,Product Query,29,Resolved,5
CALL00442,CUST00788,AG008,2026-05-26 11:57:11,Chat,Product Query,35,Escalated,2
CALL00443,CUST01460,AG003,2026-04-02 23:08:59,Phone,Cancellation,9,Resolved,1
CALL00444,CUST00396,AG007,2026-03-01 21:47:35,Chat,Billing,38,No Response,3
CALL00445,CUST01594,AG005,2026-02-13 19:13:41,Phone,Technical Support,30,Resolved,2
CALL00446,CUST01880,AG009,2026-01-13 07:16:56,Email,Product Query,45,Escalated,1
CALL00447,CUST01005,AG007,2025-07-26 16:42:01,Email,Technical Support,39,No Response,2
CALL00448,CUST00979,AG004,2025-01-06 20:56:28,Email,Cancellation,11,Follow-up Required,1
CALL00449,CUST01614,AG005,2025-03-14 18:34:48,Email,Billing,34,Escalated,1
CALL00450,CUST00217,AG009,2025-10-05 00:02:03,Email,Cancellation,21,Resolved,4
CALL00451,CUST01556,AG004,2025-05-31 04:38:25,Chat,Complaint,38,Escalated,2
CALL00452,CUST01586,AG006,2026-08-06 23:16:23,Chat,Cancellation,38,No Response,3
CALL00453,CUST00687,AG009,2026-05-05 09:33:15,Chat,Product Query,23,Escalated,4
CALL00454,CUST01944,AG002,2026-02-04 11:22:28,Phone,Cancellation,37,Follow-up Required,2
CALL00455,CUST00994,AG009,2025-09-01 08:18:09,Phone,Product Query,11,No Response,3
CALL00456,CUST00565,AG009,2026-05-01 22:46:41,Email,Cancellation,23,Follow-up Required,3
CALL00457,CUST00510,AG006,2025-08-31 02:26:28,Chat,Complaint,44,Escalated,5
CALL00458,CUST01375,AG003,2025-11-03 01:44:19,Chat,Product Query,32,Resolved,5
CALL00459,CUST01850,AG002,2026-03-02 08:00:17,Email,Complaint,3,No Response,1
CALL00460,CUST01994,AG008,2025-08-04 11:06:01,Chat,Cancellation,28,Follow-up Required,4
CALL00461,CUST01803,AG004,2025-10-31 06:31:42,Chat,Complaint,16,No Response,4
CALL00462,CUST00230,AG006,2025-07-11 05:47:28,Email,Cancellation,54,Escalated,5
CALL00463,CUST01442,AG001,2025-04-10 23:43:26,Chat,Cancellation,56,Follow-up Required,3
CALL00464,CUST01626,AG006,2026-04-20 19:51:00,Email,Technical Support,5,No Response,3
CALL00465,CUST00438,AG001,2026-08-07 14:18:11,Email,Billing,23,Resolved,4
CALL00466,CUST00997,AG006,2025-10-02 22:34:20,Phone,Complaint,36,Follow-up Required,4
CALL00467,CUST00106,AG009,2025-01-27 02:35:11,Chat,Technical Support,21,Follow-up Required,3
CALL00468,CUST01339,AG010,2025-07-12 02:52:13,Email,Cancellation,44,Resolved,4
CALL00469,CUST01199,AG009,2026-06-13 02:47:12,Chat,Technical Support,8,Follow-up Required,1
CALL00470,CUST00362,AG006,2026-01-26 18:40:32,Email,Technical Support,51,Escalated,5
CALL00471,CUST00354,AG008,2025-06-07 02:26:47,Phone,Product Query,16,Follow-up Required,2
CALL00472,CUST00436,AG001,2026-08-19 01:37:21,Chat,Billing,15,Follow-up Required,2
CALL00473,CUST01263,AG007,2025-03-18 07:19:09,Email,Billing,21,Escalated,2
CALL00474,CUST01113,AG010,2025-09-14 11:46:37,Email,Billing,57,No Response,1
CALL00475,CUST01033,AG002,2025-10-25 15:20:43,Email,Product Query,17,Resolved,2
CALL00476,CUST00502,AG003,2025-04-08 18:29:36,Chat,Cancellation,16,Escalated,1
CALL00477,CUST01581,AG010,2025-04-22 14:11:55,Phone,Product Query,15,Resolved,2
CALL00478,CUST01194,AG005,2026-01-18 15:29:04,Phone,Product Query,9,Resolved,4
CALL00479,CUST00611,AG008,2025-01-29 17:03:59,Chat,Complaint,56,Escalated,4
CALL00480,CUST00176,AG009,2025-08-27 18:43:20,Phone,Cancellation,40,No Response,3
CALL00481,CUST01712,AG010,2026-02-23 19:57:10,Phone,Billing,34,Escalated,5
CALL00482,CUST01564,AG001,2025-12-18 11:15:04,Email,Cancellation,9,Resolved,4
CALL00483,CUST00606,AG004,2025-08-18 01:08:09,Email,Technical Support,3,Follow-up Required,1
CALL00484,CUST00548,AG003,2026-08-18 05:40:34,Chat,Technical Support,19,Resolved,3
CALL00485,CUST01944,AG009,2025-10-19 08:28:12,Phone,Technical Support,56,Escalated,2
CALL00486,CUST01475,AG009,2025-09-30 23:41:10,Chat,Technical Support,32,Follow-up Required,3
CALL00487,CUST00290,AG009,2026-01-20 00:31:08,Email,Technical Support,49,Escalated,2
CALL00488,CUST00327,AG002,2025-06-30 11:28:51,Phone,Billing,19,No Response,5
CALL00489,CUST01065,AG007,2025-08-18 05:20:18,Chat,Technical Support,7,Follow-up Required,1
CALL00490,CUST01600,AG006,2026-08-08 12:24:23,Email,Cancellation,14,Resolved,1
CALL00491,CUST00107,AG008,2025-05-13 06:31:57,Email,Cancellation,15,Resolved,2
CALL00492,CUST00028,AG002,2026-02-02 17:11:32,Chat,Billing,37,No Response,5
CALL00493,CUST01214,AG002,2026-04-13 08:08:56,Chat,Billing,12,No Response,4
CALL00494,CUST00342,AG004,2025-07-02 02:11:12,Email,Complaint,59,Follow-up Required,2
CALL00495,CUST01113,AG004,2025-07-07 13:15:06,Phone,Complaint,42,Resolved,2
CALL00496,CUST00676,AG008,2025-07-08 23:44:08,Chat,Cancellation,25,Escalated,2
CALL00497,CUST01694,AG002,2025-09-17 23:08:41,Chat,Product Query,37,Escalated,2
CALL00498,CUST01560,AG010,2025-12-27 10:55:23,Email,Cancellation,43,Escalated,3
CALL00499,CUST00274,AG001,2026-03-25 21:05:39,Email,Technical Support,46,Escalated,5
CALL00500,CUST00064,AG006,2025-08-05 10:30:08,Email,Complaint,2,Follow-up Required,4
CALL00501,CUST00855,AG006,2025-10-23 06:21:21,Phone,Cancellation,31,No Response,4
CALL00502,CUST01481,AG004,2026-04-06 15:55:09,Email,Complaint,24,Escalated,2
CALL00503,CUST00977,AG002,2025-01-06 23:45:42,Email,Billing,19,Resolved,2
CALL00504,CUST00471,AG001,2025-04-26 01:15:47,Email,Billing,39,Follow-up Required,1
CALL00505,CUST00092,AG003,2025-03-08 23:45:55,Phone,Complaint,15,Follow-up Required,1
CALL00506,CUST01994,AG005,2025-04-24 16:09:54,Email,Billing,16,No Response,3
CALL00507,CUST01777,AG002,2026-05-27 17:28:00,Phone,Product Query,40,Follow-up Required,5
CALL00508,CUST00574,AG009,2025-05-19 16:38:53,Email,Technical Support,4,No Response,4
CALL00509,CUST00982,AG010,2026-07-28 02:19:37,Phone,Billing,23,No Response,5
CALL00510,CUST00292,AG008,2026-06-05 19:45:34,Chat,Cancellation,46,No Response,2
CALL00511,CUST00783,AG009,2025-08-12 17:53:57,Phone,Product Query,25,No Response,4
CALL00512,CUST01367,AG004,2025-02-24 09:30:16,Phone,Cancellation,18,Resolved,4
CALL00513,CUST01260,AG009,2025-05-20 19:18:56,Email,Technical Support,13,No Response,1
CALL00514,CUST00554,AG002,2025-12-25 05:56:22,Chat,Complaint,30,Resolved,1
CALL00515,CUST00701,AG007,2025-10-03 13:58:59,Phone,Product Query,48,Resolved,4
CALL00516,CUST01081,AG006,2026-05-30 18:01:21,Chat,Product Query,6,Escalated,2
CALL00517,CUST01051,AG005,2025-07-31 19:04:20,Email,Cancellation,37,Resolved,3
CALL00518,CUST01545,AG009,2025-04-16 10:48:29,Chat,Complaint,48,No Response,5
CALL00519,CUST00980,AG004,2026-02-05 23:12:30,Chat,Complaint,14,Escalated,1
CALL00520,CUST01600,AG006,2026-07-02 16:38:46,Phone,Technical Support,42,Resolved,1
CALL00521,CUST00527,AG005,2025-11-29 04:51:31,Email,Complaint,26,No Response,1
CALL00522,CUST00442,AG006,2026-02-28 20:53:14,Chat,Billing,2,No Response,4
CALL00523,CUST01907,AG004,2025-12-14 18:32:31,Chat,Product Query,43,Escalated,1
CALL00524,CUST00420,AG008,2025-05-18 01:37:19,Email,Billing,44,Follow-up Required,4
CALL00525,CUST01642,AG006,2025-11-25 03:16:48,Phone,Complaint,42,No Response,1
CALL00526,CUST00543,AG002,2026-08-08 08:18:10,Chat,Technical Support,5,Resolved,3
CALL00527,CUST00208,AG005,2026-08-17 16:50:48,Phone,Billing,28,Resolved,3
CALL00528,CUST00790,AG007,2026-05-12 01:46:25,Email,Complaint,11,Follow-up Required,4
CALL00529,CUST00200,AG001,2025-11-02 07:43:06,Email,Cancellation,40,Escalated,4
CALL00530,CUST01494,AG001,2025-02-03 21:42:34,Phone,Complaint,27,No Response,3
CALL00531,CUST01985,AG006,2025-09-17 17:48:14,Chat,Complaint,38,Follow-up Required,5
CALL00532,CUST01085,AG002,2026-05-07 21:00:59,Chat,Complaint,53,Resolved,2
CALL00533,CUST01953,AG006,2026-07-15 12:34:09,Phone,Billing,6,No Response,5
CALL00534,CUST01760,AG001,2025-12-10 17:30:14,Email,Complaint,15,Resolved,5
CALL00535,CUST01904,AG009,2025-01-17 23:33:43,Chat,Technical Support,35,Escalated,5
CALL00536,CUST01398,AG007,2026-06-15 06:26:14,Chat,Cancellation,56,No Response,3
CALL00537,CUST00676,AG007,2026-05-15 01:41:16,Phone,Technical Support,3,Escalated,1
CALL00538,CUST01227,AG010,2025-12-18 12:14:38,Email,Billing,51,Follow-up Required,3
CALL00539,CUST00520,AG007,2025-09-02 05:16:38,Email,Billing,48,Follow-up Required,3
CALL00540,CUST01042,AG002,2026-04-20 09:45:25,Email,Cancellation,12,Follow-up Required,2
CALL00541,CUST01525,AG009,2025-06-29 07:20:11,Email,Cancellation,50,Resolved,1
CALL00542,CUST00826,AG005,2026-05-12 07:02:23,Email,Product Query,36,Follow-up Required,5
CALL00543,CUST00965,AG007,2025-07-18 05:06:08,Chat,Complaint,4,Resolved,4
CALL00544,CUST00692,AG009,2026-04-20 16:50:38,Chat,Complaint,4,No Response,1
CALL00545,CUST00142,AG005,2026-02-11 05:10:05,Chat,Complaint,20,No Response,1
CALL00546,CUST00350,AG009,2025-02-05 00:14:33,Phone,Complaint,33,No Response,5
CALL00547,CUST00333,AG010,2025-01-23 00:53:26,Phone,Cancellation,47,No Response,4
CALL00548,CUST00541,AG005,2026-02-01 15:48:25,Email,Product Query,6,Resolved,1
CALL00549,CUST00127,AG001,2025-09-26 20:07:48,Email,Product Query,40,Follow-up Required,2
CALL00550,CUST01802,AG008,2026-06-19 11:50:14,Phone,Cancellation,41,No Response,1
CALL00551,CUST01574,AG009,2026-04-10 06:55:44,Email,Billing,24,Resolved,4
CALL00552,CUST01659,AG001,2026-07-12 22:14:25,Chat,Billing,16,No Response,1
CALL00553,CUST01099,AG010,2025-04-28 04:53:58,Email,Cancellation,16,Follow-up Required,4
CALL00554,CUST00009,AG008,2026-04-03 04:22:26,Email,Product Query,28,Follow-up Required,2
CALL00555,CUST00324,AG002,2025-09-20 13:50:21,Phone,Product Query,18,No Response,2
CALL00556,CUST00449,AG008,2025-07-04 20:01:55,Phone,Product Query,35,No Response,2
CALL00557,CUST01470,AG007,2025-08-13 01:01:48,Email,Cancellation,8,No Response,5
CALL00558,CUST01615,AG006,2026-05-27 15:16:11,Chat,Technical Support,43,Follow-up Required,3
CALL00559,CUST01363,AG006,2025-11-14 21:47:25,Email,Billing,60,Escalated,2
CALL00560,CUST01172,AG002,2025-01-16 05:42:29,Phone,Complaint,14,Escalated,5
CALL00561,CUST00732,AG010,2025-10-13 03:35:04,Phone,Product Query,41,Escalated,1
CALL00562,CUST00143,AG003,2026-04-05 11:06:13,Email,Cancellation,44,No Response,2
CALL00563,CUST00467,AG003,2026-03-24 05:03:31,Phone,Billing,33,No Response,3
CALL00564,CUST01615,AG002,2025-10-17 08:29:28,Phone,Complaint,19,Escalated,3
CALL00565,CUST01224,AG003,2026-04-19 08:58:56,Phone,Billing,60,No Response,3
CALL00566,CUST01507,AG001,2026-06-09 11:17:00,Chat,Billing,38,No Response,2
CALL00567,CUST01825,AG009,2025-02-03 08:42:57,Email,Complaint,23,No Response,5
CALL00568,CUST00564,AG009,2025-10-27 01:04:39,Chat,Complaint,16,Escalated,1
CALL00569,CUST01207,AG001,2026-06-07 21:11:47,Email,Technical Support,53,Follow-up Required,3
CALL00570,CUST01488,AG002,2025-09-09 23:32:51,Chat,Product Query,44,Resolved,4
CALL00571,CUST01529,AG005,2026-08-18 08:21:21,Chat,Product Query,54,Resolved,2
CALL00572,CUST01774,AG003,2026-05-19 09:12:48,Chat,Complaint,45,Escalated,4
CALL00573,CUST01856,AG002,2025-04-25 00:46:55,Email,Product Query,8,No Response,3
CALL00574,CUST01295,AG008,2025-07-16 06:31:56,Chat,Billing,47,Escalated,3
CALL00575,CUST01694,AG009,2025-08-22 10:26:27,Phone,Billing,60,Resolved,5
CALL00576,CUST01488,AG004,2025-10-18 16:58:42,Email,Technical Support,2,Follow-up Required,1
CALL00577,CUST00613,AG006,2026-02-17 06:01:57,Phone,Technical Support,45,Escalated,2
CALL00578,CUST00098,AG005,2026-05-18 19:55:02,Email,Billing,48,No Response,5
CALL00579,CUST01820,AG004,2025-11-30 04:51:34,Chat,Cancellation,21,No Response,1
CALL00580,CUST01131,AG001,2025-01-08 17:12:03,Email,Technical Support,53,Escalated,1
CALL00581,CUST01090,AG008,2026-05-25 09:53:02,Phone,Cancellation,25,No Response,5
CALL00582,CUST01508,AG010,2025-07-28 13:35:35,Phone,Billing,26,Escalated,1
CALL00583,CUST00261,AG008,2025-07-28 23:55:46,Phone,Cancellation,5,Escalated,5
CALL00584,CUST00926,AG010,2026-05-12 08:07:52,Email,Complaint,23,Resolved,5
CALL00585,CUST01471,AG009,2026-05-01 11:45:08,Chat,Cancellation,48,Follow-up Required,5
CALL00586,CUST00810,AG004,2026-06-09 05:03:37,Phone,Billing,33,No Response,1
CALL00587,CUST01380,AG009,2026-06-29 23:43:58,Email,Complaint,19,No Response,2
CALL00588,CUST01126,AG003,2025-04-06 09:52:29,Phone,Cancellation,44,No Response,1
CALL00589,CUST00734,AG004,2025-04-17 03:11:07,Email,Technical Support,21,Resolved,4
